config_id,language,target,context_id,instr_idx,persona_class,persona_idx,model_alias,model,ideology,quantization
1905,english,men,-1,6,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1906,english,men,4,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1907,english,men,-1,4,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1908,english,asian people,-1,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1909,english,white people,1,8,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1910,english,black people,2,3,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1911,english,white people,-1,1,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1912,english,muslims,-1,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1913,english,christians,0,1,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1914,english,black people,4,8,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1915,english,white people,-1,1,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1916,english,asian people,4,4,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1917,english,muslims,3,3,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1918,english,jews,-1,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1919,english,latinx people,0,3,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1920,english,asian people,-1,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1921,english,jews,2,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1922,english,asian people,-1,2,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1923,english,jews,-1,0,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1924,english,lgbtq+ people,3,2,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1925,english,women,-1,8,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1926,english,latinx people,-1,4,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1927,english,asian people,-1,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1928,english,black people,0,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1929,english,latinx people,-1,2,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1930,english,jews,3,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1931,english,women,-1,4,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1932,english,men,0,6,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1933,english,muslims,-1,8,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1934,english,white people,-1,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1935,english,lgbtq+ people,2,5,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1936,english,asian people,-1,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1937,english,muslims,1,8,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1938,english,muslims,4,6,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1939,english,men,1,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1940,english,women,-1,2,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1941,english,black people,4,3,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1942,english,men,4,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1943,english,men,3,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1944,english,latinx people,4,6,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1945,english,muslims,4,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1946,english,latinx people,-1,6,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1947,english,lgbtq+ people,3,8,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1948,english,latinx people,-1,5,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1949,english,asian people,-1,2,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1950,english,women,4,5,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1951,english,men,-1,6,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1952,english,men,3,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1953,english,black people,-1,5,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1954,english,latinx people,-1,3,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1955,english,black people,2,8,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1956,english,jews,2,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1957,english,asian people,0,2,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1958,english,white people,-1,4,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1959,english,latinx people,3,8,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1960,english,white people,-1,3,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1961,english,black people,-1,8,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1962,english,women,-1,1,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1963,english,white people,1,4,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1964,english,christians,0,6,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1965,english,muslims,-1,6,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1966,english,asian people,3,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1967,english,black people,-1,0,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1968,english,white people,-1,0,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1969,english,lgbtq+ people,1,1,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1970,english,black people,4,5,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1971,english,christians,4,1,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1972,english,christians,-1,3,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1973,english,muslims,0,6,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1974,english,muslims,-1,3,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1975,english,asian people,-1,6,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1976,english,christians,-1,4,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1977,english,christians,1,6,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1978,english,asian people,0,0,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1979,english,men,-1,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1980,english,jews,3,3,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1981,english,asian people,-1,2,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1982,english,latinx people,2,0,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1983,english,jews,-1,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1984,english,christians,0,6,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1985,english,women,-1,2,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1986,english,jews,-1,2,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1987,english,lgbtq+ people,-1,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1988,english,lgbtq+ people,-1,0,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1989,english,women,3,5,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1990,english,women,4,1,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1991,english,white people,2,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1992,english,muslims,1,2,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1993,english,lgbtq+ people,-1,5,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1994,english,asian people,-1,0,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1995,english,jews,-1,3,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1996,english,jews,3,8,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1997,english,men,-1,4,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1998,english,muslims,0,8,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
1999,english,jews,2,2,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2000,english,muslims,2,5,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2001,english,jews,3,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2002,english,women,1,2,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2003,english,latinx people,-1,0,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2004,english,latinx people,-1,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2005,english,asian people,0,0,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2006,english,men,0,1,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2007,english,jews,-1,8,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2008,english,white people,-1,2,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2009,english,lgbtq+ people,-1,2,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2010,english,christians,-1,8,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2011,english,latinx people,2,1,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2012,english,muslims,-1,0,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2013,english,women,-1,6,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2014,english,women,0,1,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2015,english,men,-1,5,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2016,english,muslims,4,5,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2017,english,men,1,4,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2018,english,white people,4,4,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2019,english,christians,-1,0,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2020,english,black people,-1,4,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2021,english,black people,-1,2,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2022,english,white people,2,2,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2023,english,women,4,4,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2024,english,asian people,2,0,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2025,english,jews,-1,1,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2026,english,white people,1,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2027,english,women,4,1,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2028,english,lgbtq+ people,-1,8,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2029,english,jews,2,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2030,english,asian people,1,4,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2031,english,jews,3,3,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2032,english,christians,0,5,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2033,english,latinx people,-1,8,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2034,english,black people,4,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2035,english,christians,3,3,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2036,english,black people,4,5,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2037,english,asian people,3,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2038,english,women,-1,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2039,english,lgbtq+ people,1,1,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2040,english,muslims,-1,2,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2041,english,white people,-1,6,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2042,english,white people,1,1,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2043,english,women,-1,8,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2044,english,black people,1,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2045,english,white people,-1,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2046,english,black people,0,5,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2047,english,women,3,0,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2048,english,jews,0,1,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2049,english,muslims,4,1,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2050,english,jews,-1,0,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2051,english,christians,-1,4,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2052,english,white people,-1,4,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2053,english,black people,-1,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2054,english,christians,4,2,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2055,english,men,-1,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2056,english,jews,-1,0,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2057,english,white people,2,5,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2058,english,lgbtq+ people,1,8,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2059,english,jews,-1,4,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2060,english,muslims,-1,8,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2061,english,white people,2,2,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2062,english,muslims,0,4,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2063,english,men,-1,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2064,english,black people,-1,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2065,english,christians,0,0,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2066,english,lgbtq+ people,3,5,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2067,english,christians,-1,2,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2068,english,men,-1,5,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2069,english,black people,-1,3,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2070,english,lgbtq+ people,-1,3,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2071,english,black people,0,6,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2072,english,christians,1,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2073,english,white people,-1,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2074,english,lgbtq+ people,3,4,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2075,english,black people,2,3,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2076,english,latinx people,0,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2077,english,men,-1,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2078,english,muslims,1,1,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2079,english,christians,2,8,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2080,english,christians,0,5,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2081,english,latinx people,-1,6,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2082,english,lgbtq+ people,-1,4,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2083,english,muslims,-1,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2084,english,men,-1,5,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2085,english,jews,1,7,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2086,english,christians,2,8,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2087,english,lgbtq+ people,-1,5,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2088,english,men,-1,0,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2089,english,latinx people,-1,1,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2090,english,latinx people,-1,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2091,english,black people,4,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2092,english,women,2,6,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2093,english,latinx people,-1,6,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2094,english,asian people,1,9,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2095,english,lgbtq+ people,1,0,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2096,english,lgbtq+ people,2,6,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2097,english,latinx people,2,3,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2098,english,muslims,-1,0,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2099,english,black people,2,4,,-1,Qwen3-4B,Qwen/Qwen3-4B,base,bf16
2100,english,asian people,4,8,short,4,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2101,english,women,-1,1,long,3,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2102,english,women,2,8,long,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2103,english,asian people,-1,7,long,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2104,english,women,2,6,short,0,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2105,english,christians,-1,8,long,3,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2106,english,men,4,5,long,0,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2107,english,christians,-1,6,short,4,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2108,english,jews,1,2,short,0,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2109,english,women,-1,1,short,0,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2110,english,christians,0,0,short,1,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2111,english,jews,-1,4,short,4,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2112,english,lgbtq+ people,4,6,long,3,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2113,english,lgbtq+ people,0,1,short,4,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2114,english,latinx people,-1,1,short,3,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2115,english,latinx people,1,8,long,0,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2116,english,asian people,-1,2,short,0,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2117,english,christians,-1,4,short,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2118,english,white people,3,5,long,4,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2119,english,lgbtq+ people,-1,4,long,0,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2120,english,asian people,-1,3,short,1,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2121,english,white people,-1,8,long,4,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2122,english,asian people,4,3,long,1,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2123,english,white people,-1,0,short,0,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2124,english,white people,1,7,short,4,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2125,english,men,-1,5,long,1,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2126,english,latinx people,-1,4,long,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2127,english,white people,-1,1,short,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2128,english,christians,1,7,short,4,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2129,english,lgbtq+ people,4,3,long,3,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2130,english,christians,-1,4,short,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2131,english,lgbtq+ people,-1,5,short,0,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2132,english,asian people,2,9,short,4,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2133,english,black people,-1,1,short,0,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2134,english,white people,-1,5,short,3,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2135,english,lgbtq+ people,3,8,long,1,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2136,english,black people,2,6,long,1,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2137,english,latinx people,0,2,long,3,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2138,english,latinx people,4,9,short,4,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2139,english,lgbtq+ people,3,1,short,4,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2140,english,men,4,2,long,1,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2141,english,muslims,-1,2,long,0,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2142,english,women,3,2,long,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2143,english,latinx people,-1,3,short,1,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2144,english,asian people,-1,3,long,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2145,english,black people,-1,6,long,1,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2146,english,lgbtq+ people,0,8,short,4,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2147,english,asian people,-1,3,long,1,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2148,english,latinx people,3,0,long,4,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2149,english,women,-1,3,short,4,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2150,english,asian people,1,3,short,3,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2151,english,latinx people,-1,3,long,1,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2152,english,white people,-1,7,short,4,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2153,english,women,0,7,long,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2154,english,men,-1,6,short,3,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2155,english,lgbtq+ people,-1,4,long,0,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2156,english,women,0,4,long,1,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2157,english,muslims,-1,1,long,3,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2158,english,jews,-1,0,short,1,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2159,english,women,3,7,short,1,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2160,english,men,-1,9,short,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2161,english,latinx people,3,1,long,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2162,english,asian people,3,2,short,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2163,english,women,-1,0,long,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2164,english,men,-1,5,long,1,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2165,english,black people,1,2,short,3,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2166,english,asian people,-1,0,short,0,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2167,english,men,1,9,short,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2168,english,lgbtq+ people,2,1,long,3,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2169,english,muslims,-1,0,short,3,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2170,english,muslims,1,5,short,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2171,english,black people,-1,7,long,3,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2172,english,christians,0,7,long,4,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2173,english,muslims,1,1,short,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2174,english,women,-1,6,short,0,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2175,english,christians,-1,1,long,3,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2176,english,lgbtq+ people,2,5,short,3,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2177,english,christians,-1,3,short,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2178,english,muslims,2,6,long,0,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2179,english,jews,-1,3,long,0,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2180,english,latinx people,-1,2,long,3,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2181,english,women,3,0,short,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2182,english,men,4,8,short,1,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2183,english,christians,-1,3,short,3,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2184,english,muslims,-1,5,long,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2185,english,christians,-1,4,long,0,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2186,english,lgbtq+ people,-1,9,long,4,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2187,english,jews,-1,6,long,3,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2188,english,white people,-1,8,long,4,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2189,english,white people,2,7,short,0,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2190,english,jews,-1,4,short,4,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2191,english,muslims,4,4,long,3,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2192,english,jews,-1,5,long,1,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2193,english,jews,1,0,long,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
2194,english,black people,-1,3,short,2,Qwen3-4B,Qwen/Qwen3-4B,libertarian_right,bf16
