language,target,context_id,instr_idx,persona_class,persona_idx,model,ideology,config_id
english,white people,,0,long,0,Qwen/Qwen3-4B,authoritarian_left,2568
english,lgbtq+ people,1,1,short,1,Qwen/Qwen3-4B,authoritarian_left,2569
english,black people,4,5,short,4,Qwen/Qwen3-4B,authoritarian_left,2570
english,christians,4,1,long,1,Qwen/Qwen3-4B,authoritarian_left,2571
english,christians,,3,long,3,Qwen/Qwen3-4B,authoritarian_left,2572
english,muslims,0,6,long,4,Qwen/Qwen3-4B,authoritarian_left,2573
english,muslims,,3,short,2,Qwen/Qwen3-4B,authoritarian_left,2574
english,asian people,,6,short,1,Qwen/Qwen3-4B,authoritarian_left,2575
english,christians,,4,long,2,Qwen/Qwen3-4B,authoritarian_left,2576
english,christians,1,6,short,1,Qwen/Qwen3-4B,authoritarian_left,2577
english,asian people,0,0,long,0,Qwen/Qwen3-4B,authoritarian_left,2578
english,men,,7,short,0,Qwen/Qwen3-4B,authoritarian_left,2579
english,jews,3,3,long,2,Qwen/Qwen3-4B,authoritarian_left,2580
english,asian people,,2,short,2,Qwen/Qwen3-4B,authoritarian_left,2581
english,latinx people,2,0,short,0,Qwen/Qwen3-4B,authoritarian_left,2582
english,jews,,9,short,2,Qwen/Qwen3-4B,authoritarian_left,2583
english,christians,0,6,short,1,Qwen/Qwen3-4B,authoritarian_left,2584
english,women,,2,long,3,Qwen/Qwen3-4B,authoritarian_left,2585
english,jews,,2,long,3,Qwen/Qwen3-4B,authoritarian_left,2586
english,lgbtq+ people,,7,short,0,Qwen/Qwen3-4B,authoritarian_left,2587
english,lgbtq+ people,,0,short,0,Qwen/Qwen3-4B,authoritarian_left,2588
english,women,3,5,short,4,Qwen/Qwen3-4B,authoritarian_left,2589
english,women,4,1,short,1,Qwen/Qwen3-4B,authoritarian_left,2590
english,white people,2,9,long,3,Qwen/Qwen3-4B,authoritarian_left,2591
english,muslims,1,2,long,2,Qwen/Qwen3-4B,authoritarian_left,2592
english,lgbtq+ people,,5,short,2,Qwen/Qwen3-4B,authoritarian_left,2593
english,asian people,,0,long,3,Qwen/Qwen3-4B,authoritarian_left,2594
english,jews,,3,short,1,Qwen/Qwen3-4B,authoritarian_left,2595
english,jews,3,8,short,1,Qwen/Qwen3-4B,authoritarian_left,2596
english,men,,4,short,4,Qwen/Qwen3-4B,authoritarian_left,2597
english,muslims,0,8,long,3,Qwen/Qwen3-4B,authoritarian_left,2598
english,jews,2,2,long,3,Qwen/Qwen3-4B,authoritarian_left,2599
english,muslims,2,5,short,0,Qwen/Qwen3-4B,authoritarian_left,2600
english,jews,3,9,short,4,Qwen/Qwen3-4B,authoritarian_left,2601
english,women,1,2,short,3,Qwen/Qwen3-4B,authoritarian_left,2602
english,latinx people,,0,short,1,Qwen/Qwen3-4B,authoritarian_left,2603
english,latinx people,,9,short,1,Qwen/Qwen3-4B,authoritarian_left,2604
english,asian people,0,0,short,1,Qwen/Qwen3-4B,authoritarian_left,2605
english,men,0,1,short,3,Qwen/Qwen3-4B,authoritarian_left,2606
english,jews,,8,long,3,Qwen/Qwen3-4B,authoritarian_left,2607
english,white people,,2,long,1,Qwen/Qwen3-4B,authoritarian_left,2608
english,lgbtq+ people,,2,short,1,Qwen/Qwen3-4B,authoritarian_left,2609
english,christians,,8,long,3,Qwen/Qwen3-4B,authoritarian_left,2610
english,latinx people,2,1,long,1,Qwen/Qwen3-4B,authoritarian_left,2611
english,muslims,,0,long,4,Qwen/Qwen3-4B,authoritarian_left,2612
english,women,,6,short,2,Qwen/Qwen3-4B,authoritarian_left,2613
english,women,0,1,long,0,Qwen/Qwen3-4B,authoritarian_left,2614
english,men,,5,short,3,Qwen/Qwen3-4B,authoritarian_left,2615
english,muslims,4,5,short,3,Qwen/Qwen3-4B,authoritarian_left,2616
english,men,1,4,short,1,Qwen/Qwen3-4B,authoritarian_left,2617
english,white people,4,4,long,3,Qwen/Qwen3-4B,authoritarian_left,2618
english,christians,,0,short,0,Qwen/Qwen3-4B,authoritarian_left,2619
english,black people,,4,short,2,Qwen/Qwen3-4B,authoritarian_left,2620
english,black people,,2,long,1,Qwen/Qwen3-4B,authoritarian_left,2621
english,white people,2,2,short,0,Qwen/Qwen3-4B,authoritarian_left,2622
english,women,4,4,long,4,Qwen/Qwen3-4B,authoritarian_left,2623
english,asian people,2,0,short,2,Qwen/Qwen3-4B,authoritarian_left,2624
english,jews,,1,long,4,Qwen/Qwen3-4B,authoritarian_left,2625
english,white people,1,7,short,4,Qwen/Qwen3-4B,authoritarian_left,2626
english,women,4,1,long,0,Qwen/Qwen3-4B,authoritarian_left,2627
english,lgbtq+ people,,8,short,1,Qwen/Qwen3-4B,authoritarian_left,2628
english,jews,2,7,short,2,Qwen/Qwen3-4B,authoritarian_left,2629
english,asian people,1,4,long,3,Qwen/Qwen3-4B,authoritarian_left,2630
english,jews,3,3,short,4,Qwen/Qwen3-4B,authoritarian_left,2631
english,christians,0,5,long,3,Qwen/Qwen3-4B,authoritarian_left,2632
english,latinx people,,8,long,4,Qwen/Qwen3-4B,authoritarian_left,2633
english,black people,4,9,long,3,Qwen/Qwen3-4B,authoritarian_left,2634
english,christians,3,3,long,2,Qwen/Qwen3-4B,authoritarian_left,2635
english,black people,4,5,long,2,Qwen/Qwen3-4B,authoritarian_left,2636
english,asian people,3,7,short,1,Qwen/Qwen3-4B,authoritarian_left,2637
english,women,,7,short,2,Qwen/Qwen3-4B,authoritarian_left,2638
english,lgbtq+ people,1,1,short,0,Qwen/Qwen3-4B,authoritarian_left,2639
english,muslims,,2,long,4,Qwen/Qwen3-4B,authoritarian_left,2640
english,white people,,6,short,1,Qwen/Qwen3-4B,authoritarian_left,2641
english,white people,1,1,long,4,Qwen/Qwen3-4B,authoritarian_left,2642
english,women,,8,long,0,Qwen/Qwen3-4B,authoritarian_left,2643
english,black people,1,9,long,0,Qwen/Qwen3-4B,authoritarian_left,2644
english,white people,,7,long,2,Qwen/Qwen3-4B,authoritarian_left,2645
english,black people,0,5,short,1,Qwen/Qwen3-4B,authoritarian_left,2646
english,women,3,0,long,2,Qwen/Qwen3-4B,authoritarian_left,2647
english,jews,0,1,long,1,Qwen/Qwen3-4B,authoritarian_left,2648
english,muslims,4,1,long,1,Qwen/Qwen3-4B,authoritarian_left,2649
english,jews,,0,short,2,Qwen/Qwen3-4B,authoritarian_left,2650
english,christians,,4,short,0,Qwen/Qwen3-4B,authoritarian_left,2651
english,white people,,4,long,0,Qwen/Qwen3-4B,authoritarian_left,2652
english,black people,,7,short,2,Qwen/Qwen3-4B,authoritarian_left,2653
english,christians,4,2,long,1,Qwen/Qwen3-4B,authoritarian_left,2654
english,men,,9,short,4,Qwen/Qwen3-4B,authoritarian_left,2655
english,jews,,0,short,0,Qwen/Qwen3-4B,authoritarian_left,2656
english,white people,2,5,long,0,Qwen/Qwen3-4B,authoritarian_left,2657
english,lgbtq+ people,1,8,long,1,Qwen/Qwen3-4B,authoritarian_left,2658
english,jews,,4,short,0,Qwen/Qwen3-4B,authoritarian_left,2659
english,muslims,,8,long,0,Qwen/Qwen3-4B,authoritarian_left,2660
english,white people,2,2,long,4,Qwen/Qwen3-4B,authoritarian_left,2661
english,muslims,0,4,long,0,Qwen/Qwen3-4B,authoritarian_left,2662
english,men,,7,short,0,Qwen/Qwen3-4B,authoritarian_left,2663
english,black people,,7,short,4,Qwen/Qwen3-4B,authoritarian_left,2664
english,christians,0,0,long,3,Qwen/Qwen3-4B,authoritarian_left,2665
english,lgbtq+ people,3,5,short,4,Qwen/Qwen3-4B,authoritarian_left,2666
english,christians,,2,short,4,Qwen/Qwen3-4B,authoritarian_left,2667
english,men,,5,short,0,Qwen/Qwen3-4B,authoritarian_left,2668
english,black people,,3,long,2,Qwen/Qwen3-4B,authoritarian_left,2669
english,lgbtq+ people,,3,short,2,Qwen/Qwen3-4B,authoritarian_left,2670
english,black people,0,6,long,1,Qwen/Qwen3-4B,authoritarian_left,2671
english,christians,1,9,long,4,Qwen/Qwen3-4B,authoritarian_left,2672
english,white people,,9,short,1,Qwen/Qwen3-4B,authoritarian_left,2673
english,lgbtq+ people,3,4,long,2,Qwen/Qwen3-4B,authoritarian_left,2674
english,black people,2,3,short,3,Qwen/Qwen3-4B,authoritarian_left,2675
english,latinx people,0,9,short,2,Qwen/Qwen3-4B,authoritarian_left,2676
english,men,,7,short,2,Qwen/Qwen3-4B,authoritarian_left,2677
english,muslims,1,1,short,0,Qwen/Qwen3-4B,authoritarian_left,2678
english,christians,2,8,long,3,Qwen/Qwen3-4B,authoritarian_left,2679
english,christians,0,5,short,3,Qwen/Qwen3-4B,authoritarian_left,2680
english,latinx people,,6,long,4,Qwen/Qwen3-4B,authoritarian_left,2681
english,lgbtq+ people,,4,long,0,Qwen/Qwen3-4B,authoritarian_left,2682
english,muslims,,7,long,3,Qwen/Qwen3-4B,authoritarian_left,2683
english,men,,5,short,4,Qwen/Qwen3-4B,authoritarian_left,2684
english,jews,1,7,long,0,Qwen/Qwen3-4B,authoritarian_left,2685
english,christians,2,8,long,4,Qwen/Qwen3-4B,authoritarian_left,2686
english,lgbtq+ people,,5,short,4,Qwen/Qwen3-4B,authoritarian_left,2687
english,men,,0,short,1,Qwen/Qwen3-4B,authoritarian_left,2688
english,latinx people,,1,short,0,Qwen/Qwen3-4B,authoritarian_left,2689
english,latinx people,,9,long,2,Qwen/Qwen3-4B,authoritarian_left,2690
english,black people,4,9,long,4,Qwen/Qwen3-4B,authoritarian_left,2691
english,women,2,6,short,4,Qwen/Qwen3-4B,authoritarian_left,2692
english,latinx people,,6,short,0,Qwen/Qwen3-4B,authoritarian_left,2693
english,asian people,1,9,short,1,Qwen/Qwen3-4B,authoritarian_left,2694
english,lgbtq+ people,1,0,short,1,Qwen/Qwen3-4B,authoritarian_left,2695
english,lgbtq+ people,2,6,long,3,Qwen/Qwen3-4B,authoritarian_left,2696
english,latinx people,2,3,long,1,Qwen/Qwen3-4B,authoritarian_left,2697
english,muslims,,0,long,1,Qwen/Qwen3-4B,authoritarian_left,2698
english,black people,2,4,short,0,Qwen/Qwen3-4B,authoritarian_left,2699
english,asian people,4,8,short,4,Qwen/Qwen3-4B,authoritarian_right,2700
english,women,,1,long,3,Qwen/Qwen3-4B,authoritarian_right,2701
english,women,2,8,long,2,Qwen/Qwen3-4B,authoritarian_right,2702
english,asian people,,7,long,2,Qwen/Qwen3-4B,authoritarian_right,2703
english,women,2,6,short,0,Qwen/Qwen3-4B,authoritarian_right,2704
english,christians,,8,long,3,Qwen/Qwen3-4B,authoritarian_right,2705
english,men,4,5,long,0,Qwen/Qwen3-4B,authoritarian_right,2706
english,christians,,6,short,4,Qwen/Qwen3-4B,authoritarian_right,2707
english,jews,1,2,short,0,Qwen/Qwen3-4B,authoritarian_right,2708
english,women,,1,short,0,Qwen/Qwen3-4B,authoritarian_right,2709
english,christians,0,0,short,1,Qwen/Qwen3-4B,authoritarian_right,2710
english,jews,,4,short,4,Qwen/Qwen3-4B,authoritarian_right,2711
english,lgbtq+ people,4,6,long,3,Qwen/Qwen3-4B,authoritarian_right,2712
english,lgbtq+ people,0,1,short,4,Qwen/Qwen3-4B,authoritarian_right,2713
english,latinx people,,1,short,3,Qwen/Qwen3-4B,authoritarian_right,2714
english,latinx people,1,8,long,0,Qwen/Qwen3-4B,authoritarian_right,2715
english,asian people,,2,short,0,Qwen/Qwen3-4B,authoritarian_right,2716
english,christians,,4,short,2,Qwen/Qwen3-4B,authoritarian_right,2717
english,white people,3,5,long,4,Qwen/Qwen3-4B,authoritarian_right,2718
english,lgbtq+ people,,4,long,0,Qwen/Qwen3-4B,authoritarian_right,2719
english,asian people,,3,short,1,Qwen/Qwen3-4B,authoritarian_right,2720
english,white people,,8,long,4,Qwen/Qwen3-4B,authoritarian_right,2721
english,asian people,4,3,long,1,Qwen/Qwen3-4B,authoritarian_right,2722
english,white people,,0,short,0,Qwen/Qwen3-4B,authoritarian_right,2723
english,white people,1,7,short,4,Qwen/Qwen3-4B,authoritarian_right,2724
english,men,,5,long,1,Qwen/Qwen3-4B,authoritarian_right,2725
english,latinx people,,4,long,2,Qwen/Qwen3-4B,authoritarian_right,2726
english,white people,,1,short,2,Qwen/Qwen3-4B,authoritarian_right,2727
english,christians,1,7,short,4,Qwen/Qwen3-4B,authoritarian_right,2728
english,lgbtq+ people,4,3,long,3,Qwen/Qwen3-4B,authoritarian_right,2729
english,christians,,4,short,2,Qwen/Qwen3-4B,authoritarian_right,2730
english,lgbtq+ people,,5,short,0,Qwen/Qwen3-4B,authoritarian_right,2731
english,asian people,2,9,short,4,Qwen/Qwen3-4B,authoritarian_right,2732
english,black people,,1,short,0,Qwen/Qwen3-4B,authoritarian_right,2733
english,white people,,5,short,3,Qwen/Qwen3-4B,authoritarian_right,2734
english,lgbtq+ people,3,8,long,1,Qwen/Qwen3-4B,authoritarian_right,2735
english,black people,2,6,long,1,Qwen/Qwen3-4B,authoritarian_right,2736
english,latinx people,0,2,long,3,Qwen/Qwen3-4B,authoritarian_right,2737
english,latinx people,4,9,short,4,Qwen/Qwen3-4B,authoritarian_right,2738
english,lgbtq+ people,3,1,short,4,Qwen/Qwen3-4B,authoritarian_right,2739
english,men,4,2,long,1,Qwen/Qwen3-4B,authoritarian_right,2740
english,muslims,,2,long,0,Qwen/Qwen3-4B,authoritarian_right,2741
english,women,3,2,long,2,Qwen/Qwen3-4B,authoritarian_right,2742
english,latinx people,,3,short,1,Qwen/Qwen3-4B,authoritarian_right,2743
english,asian people,,3,long,2,Qwen/Qwen3-4B,authoritarian_right,2744
english,black people,,6,long,1,Qwen/Qwen3-4B,authoritarian_right,2745
english,lgbtq+ people,0,8,short,4,Qwen/Qwen3-4B,authoritarian_right,2746
english,asian people,,3,long,1,Qwen/Qwen3-4B,authoritarian_right,2747
english,latinx people,3,0,long,4,Qwen/Qwen3-4B,authoritarian_right,2748
english,women,,3,short,4,Qwen/Qwen3-4B,authoritarian_right,2749
english,asian people,1,3,short,3,Qwen/Qwen3-4B,authoritarian_right,2750
english,latinx people,,3,long,1,Qwen/Qwen3-4B,authoritarian_right,2751
english,white people,,7,short,4,Qwen/Qwen3-4B,authoritarian_right,2752
english,women,0,7,long,2,Qwen/Qwen3-4B,authoritarian_right,2753
english,men,,6,short,3,Qwen/Qwen3-4B,authoritarian_right,2754
english,lgbtq+ people,,4,long,0,Qwen/Qwen3-4B,authoritarian_right,2755
english,women,0,4,long,1,Qwen/Qwen3-4B,authoritarian_right,2756
english,muslims,,1,long,3,Qwen/Qwen3-4B,authoritarian_right,2757
english,jews,,0,short,1,Qwen/Qwen3-4B,authoritarian_right,2758
english,women,3,7,short,1,Qwen/Qwen3-4B,authoritarian_right,2759
english,men,,9,short,2,Qwen/Qwen3-4B,authoritarian_right,2760
english,latinx people,3,1,long,2,Qwen/Qwen3-4B,authoritarian_right,2761
english,asian people,3,2,short,2,Qwen/Qwen3-4B,authoritarian_right,2762
english,women,,0,long,2,Qwen/Qwen3-4B,authoritarian_right,2763
english,men,,5,long,1,Qwen/Qwen3-4B,authoritarian_right,2764
english,black people,1,2,short,3,Qwen/Qwen3-4B,authoritarian_right,2765
english,asian people,,0,short,0,Qwen/Qwen3-4B,authoritarian_right,2766
english,men,1,9,short,2,Qwen/Qwen3-4B,authoritarian_right,2767
english,lgbtq+ people,2,1,long,3,Qwen/Qwen3-4B,authoritarian_right,2768
english,muslims,,0,short,3,Qwen/Qwen3-4B,authoritarian_right,2769
english,muslims,1,5,short,2,Qwen/Qwen3-4B,authoritarian_right,2770
english,black people,,7,long,3,Qwen/Qwen3-4B,authoritarian_right,2771
english,christians,0,7,long,4,Qwen/Qwen3-4B,authoritarian_right,2772
english,muslims,1,1,short,2,Qwen/Qwen3-4B,authoritarian_right,2773
english,women,,6,short,0,Qwen/Qwen3-4B,authoritarian_right,2774
english,christians,,1,long,3,Qwen/Qwen3-4B,authoritarian_right,2775
english,lgbtq+ people,2,5,short,3,Qwen/Qwen3-4B,authoritarian_right,2776
english,christians,,3,short,2,Qwen/Qwen3-4B,authoritarian_right,2777
english,muslims,2,6,long,0,Qwen/Qwen3-4B,authoritarian_right,2778
english,jews,,3,long,0,Qwen/Qwen3-4B,authoritarian_right,2779
english,latinx people,,2,long,3,Qwen/Qwen3-4B,authoritarian_right,2780
english,women,3,0,short,2,Qwen/Qwen3-4B,authoritarian_right,2781
english,men,4,8,short,1,Qwen/Qwen3-4B,authoritarian_right,2782
english,christians,,3,short,3,Qwen/Qwen3-4B,authoritarian_right,2783
english,muslims,,5,long,2,Qwen/Qwen3-4B,authoritarian_right,2784
english,christians,,4,long,0,Qwen/Qwen3-4B,authoritarian_right,2785
english,lgbtq+ people,,9,long,4,Qwen/Qwen3-4B,authoritarian_right,2786
english,jews,,6,long,3,Qwen/Qwen3-4B,authoritarian_right,2787
english,white people,,8,long,4,Qwen/Qwen3-4B,authoritarian_right,2788
english,white people,2,7,short,0,Qwen/Qwen3-4B,authoritarian_right,2789
english,jews,,4,short,4,Qwen/Qwen3-4B,authoritarian_right,2790
english,muslims,4,4,long,3,Qwen/Qwen3-4B,authoritarian_right,2791
english,jews,,5,long,1,Qwen/Qwen3-4B,authoritarian_right,2792
english,jews,1,0,long,2,Qwen/Qwen3-4B,authoritarian_right,2793
english,black people,,3,short,2,Qwen/Qwen3-4B,authoritarian_right,2794
english,men,3,0,short,4,Qwen/Qwen3-4B,authoritarian_right,2795
english,men,,5,long,1,Qwen/Qwen3-4B,authoritarian_right,2796
english,asian people,,9,short,2,Qwen/Qwen3-4B,authoritarian_right,2797
english,muslims,0,8,long,0,Qwen/Qwen3-4B,authoritarian_right,2798
english,jews,,9,short,4,Qwen/Qwen3-4B,authoritarian_right,2799
english,latinx people,0,6,long,3,Qwen/Qwen3-4B,authoritarian_right,2800
english,black people,,6,long,3,Qwen/Qwen3-4B,authoritarian_right,2801
english,black people,,3,short,0,Qwen/Qwen3-4B,authoritarian_right,2802
english,women,3,0,short,3,Qwen/Qwen3-4B,authoritarian_right,2803
english,white people,3,2,short,3,Qwen/Qwen3-4B,authoritarian_right,2804
english,men,,6,long,1,Qwen/Qwen3-4B,authoritarian_right,2805
english,men,4,9,long,2,Qwen/Qwen3-4B,authoritarian_right,2806
english,men,,4,long,1,Qwen/Qwen3-4B,authoritarian_right,2807
english,asian people,,9,long,3,Qwen/Qwen3-4B,authoritarian_right,2808
english,white people,1,8,long,0,Qwen/Qwen3-4B,authoritarian_right,2809
english,black people,2,3,long,2,Qwen/Qwen3-4B,authoritarian_right,2810
english,white people,,1,short,2,Qwen/Qwen3-4B,authoritarian_right,2811
english,muslims,,9,long,1,Qwen/Qwen3-4B,authoritarian_right,2812
english,christians,0,1,long,0,Qwen/Qwen3-4B,authoritarian_right,2813
english,black people,4,8,short,4,Qwen/Qwen3-4B,authoritarian_right,2814
english,white people,,1,long,0,Qwen/Qwen3-4B,authoritarian_right,2815
english,asian people,4,4,long,0,Qwen/Qwen3-4B,authoritarian_right,2816
english,muslims,3,3,long,4,Qwen/Qwen3-4B,authoritarian_right,2817
english,jews,,7,long,1,Qwen/Qwen3-4B,authoritarian_right,2818
english,latinx people,0,3,short,3,Qwen/Qwen3-4B,authoritarian_right,2819
english,asian people,,7,short,2,Qwen/Qwen3-4B,authoritarian_right,2820
english,jews,2,9,short,2,Qwen/Qwen3-4B,authoritarian_right,2821
english,asian people,,2,short,3,Qwen/Qwen3-4B,authoritarian_right,2822
english,jews,,0,long,2,Qwen/Qwen3-4B,authoritarian_right,2823
english,lgbtq+ people,3,2,short,4,Qwen/Qwen3-4B,authoritarian_right,2824
english,women,,8,short,4,Qwen/Qwen3-4B,authoritarian_right,2825
english,latinx people,,4,long,4,Qwen/Qwen3-4B,authoritarian_right,2826
english,asian people,,9,long,3,Qwen/Qwen3-4B,authoritarian_right,2827
english,black people,0,7,short,0,Qwen/Qwen3-4B,authoritarian_right,2828
english,latinx people,,2,short,4,Qwen/Qwen3-4B,authoritarian_right,2829
english,jews,3,9,short,1,Qwen/Qwen3-4B,authoritarian_right,2830
english,women,,4,long,2,Qwen/Qwen3-4B,authoritarian_right,2831
english,men,0,6,long,4,Qwen/Qwen3-4B,authoritarian_right,2832
english,muslims,,8,short,3,Qwen/Qwen3-4B,authoritarian_right,2833
english,white people,,9,short,1,Qwen/Qwen3-4B,authoritarian_right,2834
english,lgbtq+ people,2,5,long,0,Qwen/Qwen3-4B,authoritarian_right,2835
english,asian people,,7,short,1,Qwen/Qwen3-4B,authoritarian_right,2836
english,muslims,1,8,long,1,Qwen/Qwen3-4B,authoritarian_right,2837
english,muslims,4,6,long,3,Qwen/Qwen3-4B,authoritarian_right,2838
english,men,1,7,long,0,Qwen/Qwen3-4B,authoritarian_right,2839
english,women,,2,long,2,Qwen/Qwen3-4B,authoritarian_right,2840
english,black people,4,3,long,3,Qwen/Qwen3-4B,authoritarian_right,2841
english,men,4,9,long,4,Qwen/Qwen3-4B,authoritarian_right,2842
english,men,3,7,long,0,Qwen/Qwen3-4B,authoritarian_right,2843
english,latinx people,4,6,short,0,Qwen/Qwen3-4B,authoritarian_right,2844
english,muslims,4,9,short,1,Qwen/Qwen3-4B,authoritarian_right,2845
english,latinx people,,6,short,2,Qwen/Qwen3-4B,authoritarian_right,2846
english,lgbtq+ people,3,8,short,4,Qwen/Qwen3-4B,authoritarian_right,2847
english,latinx people,,5,long,3,Qwen/Qwen3-4B,authoritarian_right,2848
english,asian people,,2,long,3,Qwen/Qwen3-4B,authoritarian_right,2849
english,women,4,5,long,2,Qwen/Qwen3-4B,authoritarian_right,2850
english,men,,6,short,3,Qwen/Qwen3-4B,authoritarian_right,2851
english,men,3,7,long,0,Qwen/Qwen3-4B,authoritarian_right,2852
english,black people,,5,short,3,Qwen/Qwen3-4B,authoritarian_right,2853
english,latinx people,,3,long,4,Qwen/Qwen3-4B,authoritarian_right,2854
english,black people,2,8,short,4,Qwen/Qwen3-4B,authoritarian_right,2855
english,jews,2,9,long,4,Qwen/Qwen3-4B,authoritarian_right,2856
english,asian people,0,2,long,4,Qwen/Qwen3-4B,authoritarian_right,2857
english,white people,,4,short,1,Qwen/Qwen3-4B,authoritarian_right,2858
english,latinx people,3,8,short,1,Qwen/Qwen3-4B,authoritarian_right,2859
english,white people,,3,long,3,Qwen/Qwen3-4B,authoritarian_right,2860
english,black people,,8,long,2,Qwen/Qwen3-4B,authoritarian_right,2861
english,women,,1,short,3,Qwen/Qwen3-4B,authoritarian_right,2862
english,white people,1,4,long,2,Qwen/Qwen3-4B,authoritarian_right,2863
english,christians,0,6,short,2,Qwen/Qwen3-4B,authoritarian_right,2864
english,muslims,,6,long,0,Qwen/Qwen3-4B,authoritarian_right,2865
english,asian people,3,7,short,4,Qwen/Qwen3-4B,authoritarian_right,2866
english,black people,,0,long,2,Qwen/Qwen3-4B,authoritarian_right,2867
english,white people,,0,long,0,Qwen/Qwen3-4B,authoritarian_right,2868
english,lgbtq+ people,1,1,short,1,Qwen/Qwen3-4B,authoritarian_right,2869
english,black people,4,5,short,4,Qwen/Qwen3-4B,authoritarian_right,2870
english,christians,4,1,long,1,Qwen/Qwen3-4B,authoritarian_right,2871
english,christians,,3,long,3,Qwen/Qwen3-4B,authoritarian_right,2872
english,muslims,0,6,long,4,Qwen/Qwen3-4B,authoritarian_right,2873
english,muslims,,3,short,2,Qwen/Qwen3-4B,authoritarian_right,2874
english,asian people,,6,short,1,Qwen/Qwen3-4B,authoritarian_right,2875
english,christians,,4,long,2,Qwen/Qwen3-4B,authoritarian_right,2876
english,christians,1,6,short,1,Qwen/Qwen3-4B,authoritarian_right,2877
english,asian people,0,0,long,0,Qwen/Qwen3-4B,authoritarian_right,2878
english,men,,7,short,0,Qwen/Qwen3-4B,authoritarian_right,2879
english,jews,3,3,long,2,Qwen/Qwen3-4B,authoritarian_right,2880
english,asian people,,2,short,2,Qwen/Qwen3-4B,authoritarian_right,2881
english,latinx people,2,0,short,0,Qwen/Qwen3-4B,authoritarian_right,2882
english,jews,,9,short,2,Qwen/Qwen3-4B,authoritarian_right,2883
english,christians,0,6,short,1,Qwen/Qwen3-4B,authoritarian_right,2884
english,women,,2,long,3,Qwen/Qwen3-4B,authoritarian_right,2885
english,jews,,2,long,3,Qwen/Qwen3-4B,authoritarian_right,2886
english,lgbtq+ people,,7,short,0,Qwen/Qwen3-4B,authoritarian_right,2887
english,lgbtq+ people,,0,short,0,Qwen/Qwen3-4B,authoritarian_right,2888
english,women,3,5,short,4,Qwen/Qwen3-4B,authoritarian_right,2889
english,women,4,1,short,1,Qwen/Qwen3-4B,authoritarian_right,2890
english,white people,2,9,long,3,Qwen/Qwen3-4B,authoritarian_right,2891
english,muslims,1,2,long,2,Qwen/Qwen3-4B,authoritarian_right,2892
english,lgbtq+ people,,5,short,2,Qwen/Qwen3-4B,authoritarian_right,2893
english,asian people,,0,long,3,Qwen/Qwen3-4B,authoritarian_right,2894
english,jews,,3,short,1,Qwen/Qwen3-4B,authoritarian_right,2895
english,jews,3,8,short,1,Qwen/Qwen3-4B,authoritarian_right,2896
english,men,,4,short,4,Qwen/Qwen3-4B,authoritarian_right,2897
english,muslims,0,8,long,3,Qwen/Qwen3-4B,authoritarian_right,2898
english,jews,2,2,long,3,Qwen/Qwen3-4B,authoritarian_right,2899
english,muslims,2,5,short,0,Qwen/Qwen3-4B,authoritarian_right,2900
english,jews,3,9,short,4,Qwen/Qwen3-4B,authoritarian_right,2901
english,women,1,2,short,3,Qwen/Qwen3-4B,authoritarian_right,2902
english,latinx people,,0,short,1,Qwen/Qwen3-4B,authoritarian_right,2903
english,latinx people,,9,short,1,Qwen/Qwen3-4B,authoritarian_right,2904
english,asian people,0,0,short,1,Qwen/Qwen3-4B,authoritarian_right,2905
english,men,0,1,short,3,Qwen/Qwen3-4B,authoritarian_right,2906
english,jews,,8,long,3,Qwen/Qwen3-4B,authoritarian_right,2907
english,white people,,2,long,1,Qwen/Qwen3-4B,authoritarian_right,2908
english,lgbtq+ people,,2,short,1,Qwen/Qwen3-4B,authoritarian_right,2909
english,christians,,8,long,3,Qwen/Qwen3-4B,authoritarian_right,2910
english,latinx people,2,1,long,1,Qwen/Qwen3-4B,authoritarian_right,2911
english,muslims,,0,long,4,Qwen/Qwen3-4B,authoritarian_right,2912
english,women,,6,short,2,Qwen/Qwen3-4B,authoritarian_right,2913
english,women,0,1,long,0,Qwen/Qwen3-4B,authoritarian_right,2914
english,men,,5,short,3,Qwen/Qwen3-4B,authoritarian_right,2915
english,muslims,4,5,short,3,Qwen/Qwen3-4B,authoritarian_right,2916
english,men,1,4,short,1,Qwen/Qwen3-4B,authoritarian_right,2917
english,white people,4,4,long,3,Qwen/Qwen3-4B,authoritarian_right,2918
english,christians,,0,short,0,Qwen/Qwen3-4B,authoritarian_right,2919
english,black people,,4,short,2,Qwen/Qwen3-4B,authoritarian_right,2920
english,black people,,2,long,1,Qwen/Qwen3-4B,authoritarian_right,2921
english,white people,2,2,short,0,Qwen/Qwen3-4B,authoritarian_right,2922
english,women,4,4,long,4,Qwen/Qwen3-4B,authoritarian_right,2923
english,asian people,2,0,short,2,Qwen/Qwen3-4B,authoritarian_right,2924
english,jews,,1,long,4,Qwen/Qwen3-4B,authoritarian_right,2925
english,white people,1,7,short,4,Qwen/Qwen3-4B,authoritarian_right,2926
english,women,4,1,long,0,Qwen/Qwen3-4B,authoritarian_right,2927
english,lgbtq+ people,,8,short,1,Qwen/Qwen3-4B,authoritarian_right,2928
english,jews,2,7,short,2,Qwen/Qwen3-4B,authoritarian_right,2929
english,asian people,1,4,long,3,Qwen/Qwen3-4B,authoritarian_right,2930
english,jews,3,3,short,4,Qwen/Qwen3-4B,authoritarian_right,2931
