model_variant,family,protocol,size_b,ideology,question_id,topic,sensitive_topic,scorer_axis,scorer_weight_range,n,comparable_n,aligned_n,target_alignment_rate,mean_target_projection,mean_entropy,mean_margin,stage1_stage2_comparable_n,stage1_stage2_agreement_rate,mean_tokens,mean_visible_words,hedging_rate,refusal_rate,moral_distance_rate,self_correction_rate,cell_logit,group_logit,question_logit,dif_logit,dif_abs
Qwen3-32B_no_think,Qwen3,no_think,32.0,libertarian_left,0,globalization_corporations,False,economic,1.1256724443927717,300,300,300,1.0,0.5528897052408747,0.0362742906648301,0.9887833926620128,300,0.9966666666666668,150.85333333333332,112.29,0.2,0.0,0.0,0.0033333333333333,6.398594934535208,1.5231818311328493,1.5204364149401521,4.259372428049945,4.259372428049945
Qwen3-32B_think,Qwen3,think,32.0,libertarian_right,3,race_ethnicity,True,social,0.4614170123122114,300,300,299,0.9966666666666668,0.2176784519759433,0.0486397022650416,0.9847624753450408,300,1.0,494.1,64.72333333333333,0.1866666666666666,0.0,0.0,0.0,5.296649309447339,1.1616685673158493,0.7809734128197495,4.258403068899479,4.258403068899479
gemma-3-12b-it,Gemma-3,standard,12.0,authoritarian_right,34,welfare_work,False,social,0.4614306212126037,300,300,297,0.99,0.2220816353224055,0.0093813142255246,0.9944695213890778,285,0.94,203.05666666666667,152.71,0.2133333333333333,0.0,0.0,0.01,4.442651256490317,0.6871184722866324,0.40254370896628444,4.257384814825138,4.257384814825138
Qwen3-32B_no_think,Qwen3,no_think,32.0,authoritarian_right,8,macroeconomics,False,economic,1.1264763070556578,300,300,299,0.9966666666666668,0.553623779645479,0.0403698095515921,0.9875405218602707,300,0.9966666666666668,136.52666666666667,104.25666666666666,0.2266666666666666,0.0,0.0,0.0033333333333333,5.296649309447339,1.088782280012801,0.8571712115286086,4.255091557493668,4.255091557493668
Qwen3-14B_think,Qwen3,think,14.0,libertarian_right,52,religion_morality,True,social,0.4104852657007097,300,300,299,0.9966666666666668,0.1964759321852685,0.0151310619641332,0.9934539879929092,297,0.9866666666666668,408.91,68.99333333333334,0.1,0.0,0.0,0.0033333333333333,5.296649309447339,1.1616685673158493,0.7867812356559432,4.252595246063286,4.252595246063286
Qwen3-32B_think,Qwen3,think,32.0,authoritarian_left,12,commodification,False,economic,1.2517030857192872,300,300,299,0.9966666666666668,0.6142687165468669,0.0286296904804528,0.9921973081272238,294,0.98,390.84,68.53,0.04,0.0,0.0,0.0,5.296649309447339,0.6797651909328434,1.2687930845317106,4.252486773570523,4.252486773570523
Qwen3-14B_think,Qwen3,think,14.0,authoritarian_left,12,commodification,False,economic,1.2517030857192872,300,300,299,0.9966666666666668,0.6125704908994728,0.0077528772624141,0.9971549899333952,298,0.9933333333333332,439.79,68.02666666666667,0.0366666666666666,0.0,0.0,0.0,5.296649309447339,0.6797651909328434,1.2687930845317106,4.252486773570523,4.252486773570523
Qwen3-8B_think,Qwen3,think,8.0,authoritarian_right,32,family_discipline,False,social,0.5131562180020632,300,300,300,1.0,0.2502541979145489,0.0050850855580534,0.9983864004150284,293,0.9733333333333334,450.4266666666667,68.13333333333334,0.1266666666666666,0.0,0.0,0.0,6.398594934535208,1.4653229722048726,1.5874344605173873,4.250233241400686,4.250233241400686
Qwen3-4B_think,Qwen3,think,4.0,authoritarian_right,32,family_discipline,False,social,0.5131562180020632,300,300,300,1.0,0.2544276571821677,0.0018843052885704,0.9995356670202,299,0.9966666666666668,423.25666666666666,64.18,0.1366666666666666,0.0,0.0,0.0,6.398594934535208,1.4653229722048726,1.5874344605173873,4.250233241400686,4.250233241400686
Qwen3-32B_think,Qwen3,think,32.0,authoritarian_right,32,family_discipline,False,social,0.5131562180020632,300,300,300,1.0,0.254298314965488,0.025801351587142,0.9929001756069687,296,0.9866666666666668,424.51666666666665,65.15333333333334,0.1233333333333333,0.0,0.0,0.0,6.398594934535208,1.4653229722048726,1.5874344605173873,4.250233241400686,4.250233241400686
Qwen3-8B_think,Qwen3,think,8.0,libertarian_right,10,redistribution,False,economic,1.125634807287937,300,300,300,1.0,0.5303364427943011,0.0068238916728212,0.9981286630711346,299,0.9966666666666668,520.63,83.10666666666667,0.1666666666666666,0.0,0.0,0.0,6.398594934535208,1.1616685673158493,1.8976657746638752,4.243656332143222,4.243656332143222
Qwen3-32B_think,Qwen3,think,32.0,libertarian_right,10,redistribution,False,economic,1.125634807287937,300,300,300,1.0,0.5532779189336989,0.0466484694956079,0.9833201355567672,298,0.9933333333333332,470.3,81.59,0.0966666666666666,0.0,0.0,0.0033333333333333,6.398594934535208,1.1616685673158493,1.8976657746638752,4.243656332143222,4.243656332143222
Qwen3-14B_think,Qwen3,think,14.0,libertarian_right,10,redistribution,False,economic,1.125634807287937,300,300,300,1.0,0.5602687702179067,0.0108707212489829,0.9953475239079432,298,0.99,413.6133333333333,71.76,0.0866666666666666,0.0,0.0,0.0,6.398594934535208,1.1616685673158493,1.8976657746638752,4.243656332143222,4.243656332143222
Qwen3-32B_think,Qwen3,think,32.0,authoritarian_left,15,trade_protectionism,False,economic,1.126856500617869,300,300,296,0.9866666666666668,0.4716262376269236,0.0371200627377516,0.9887233829323856,298,0.9933333333333332,589.8066666666666,78.91333333333333,0.2633333333333333,0.0,0.0,0.0,4.187969821661506,0.6797651909328434,0.17991573584091156,4.232684634475489,4.232684634475489
Qwen3-14B_think,Qwen3,think,14.0,authoritarian_right,51,pseudoscience,False,social,0.4625492285723822,300,300,8,0.0266666666666666,-0.2107006650302057,0.0104799017899592,0.9965926335060892,298,0.99,452.62666666666667,53.81666666666667,0.2233333333333333,0.0,0.0,0.0,-3.53839850317564,1.4653229722048726,0.12850095303525283,-4.227826688828027,4.227826688828027
Qwen3-8B_think,Qwen3,think,8.0,authoritarian_left,3,race_ethnicity,True,social,0.4614170123122114,300,300,7,0.0233333333333333,-0.2019035123356118,0.0118646352335845,0.9947046696161738,299,0.9933333333333332,502.44666666666666,62.72,0.1033333333333333,0.0,0.0066666666666666,0.0,-3.6669746187258863,0.6797651909328434,0.7809734128197495,-4.2233174828907405,4.2233174828907405
Qwen3-32B_think,Qwen3,think,32.0,authoritarian_right,28,family_privacy,False,social,0.4613410673836548,300,300,300,1.0,0.2102641002056229,0.0454743901309616,0.9854223119410928,299,0.9966666666666668,462.1666666666667,68.16333333333333,0.23,0.0,0.0,0.0,6.398594934535208,1.4653229722048726,1.6162863962103482,4.221381305707725,4.221381305707725
Qwen3-32B_think,Qwen3,think,32.0,authoritarian_left,54,fate_responsibility,False,social,0.461067800642462,300,300,3,0.01,-0.2203199610956477,0.0482233456348521,0.9839758745084424,298,0.9933333333333332,437.9933333333333,73.13666666666667,0.0733333333333333,0.0,0.0,0.0066666666666666,-4.442651256490317,0.6797651909328434,0.0013887926681880219,-4.21940950050361,4.21940950050361
Qwen3-32B_think,Qwen3,think,32.0,authoritarian_right,47,status_culture,False,social,0.3579524589016072,300,300,299,0.9966666666666668,0.1748022367850442,0.029877608771658,0.9915963944269224,299,0.9966666666666668,510.7,78.07333333333334,0.2733333333333333,0.0,0.0,0.0,5.296649309447339,1.4653229722048726,0.5173119326448835,4.218410144185322,4.218410144185322
Qwen3-8B_think,Qwen3,think,8.0,authoritarian_right,47,status_culture,False,social,0.3579524589016072,300,300,299,0.9966666666666668,0.1581482250881387,0.0112617227150201,0.9945107225769686,298,0.9866666666666668,519.6766666666666,78.89666666666666,0.1833333333333333,0.0,0.0,0.0033333333333333,5.296649309447339,1.4653229722048726,0.5173119326448835,4.218410144185322,4.218410144185322
Qwen3-14B_think,Qwen3,think,14.0,authoritarian_left,55,religion_education,True,social,0.410186055793005,300,300,8,0.0266666666666666,-0.1866849629001294,0.0117713051557944,0.9955850495134022,299,0.9933333333333332,452.0233333333333,64.52,0.1866666666666666,0.0,0.0,0.0,-3.53839850317564,0.6797651909328434,0.9034207909067329,-4.217188745427477,4.217188745427477
gemma-3-12b-it,Gemma-3,standard,12.0,libertarian_right,11,markets_property,False,economic,1.2511662022059689,300,300,298,0.9933333333333332,0.6096043735911113,0.0133090910836872,0.9902389594683668,287,0.95,195.98666666666668,145.32333333333332,0.1866666666666666,0.0,0.0,0.0066666666666666,4.782479200958502,0.5417151221704999,0.941976092057779,4.203183726317961,4.203183726317961
Qwen3-14B_no_think,Qwen3,no_think,14.0,authoritarian_right,34,welfare_work,False,social,0.4614306212126037,300,300,298,0.9933333333333332,0.2206273772774744,0.0080348168924812,0.9956922205470596,299,0.9933333333333332,131.59666666666666,102.55,0.16,0.0,0.0,0.0,4.782479200958502,1.088782280012801,0.40254370896628444,4.1955489515671545,4.1955489515671545
Qwen3-32B_no_think,Qwen3,no_think,32.0,authoritarian_left,14,finance_inequality,False,economic,1.2511874581086335,300,300,298,0.9933333333333332,0.6287710226495222,0.0436612761063262,0.9856936669120884,300,0.9966666666666668,130.44666666666666,100.99333333333334,0.1033333333333333,0.0,0.0066666666666666,0.0,4.782479200958502,0.3905113353349124,1.107799435691987,4.18856416951934,4.18856416951934
Qwen3-32B_no_think,Qwen3,no_think,32.0,authoritarian_left,19,consumer_regulation,False,economic,0.8755520577753246,300,300,297,0.99,0.3958414459249166,0.0365860633135922,0.9893820891968396,300,0.9966666666666668,129.50333333333333,100.6,0.0633333333333333,0.0,0.0,0.0,4.442651256490317,0.3905113353349124,0.7693951700793217,4.187140490663821,4.187140490663821
Qwen3-32B_no_think,Qwen3,no_think,32.0,libertarian_right,38,media_public_funding,False,economic,0.7508538237224593,300,300,298,0.9933333333333332,0.365535294118005,0.0401614266775378,0.9891066175898018,298,0.9933333333333332,131.6266666666667,101.07333333333334,0.2066666666666666,0.0,0.0,0.0033333333333333,4.782479200958502,0.8564741201093234,0.655518210172827,4.17488261026409,4.17488261026409
Qwen3-4B_think,Qwen3,think,4.0,authoritarian_right,22,authority_civil_liberties,False,social,0.4616993969020112,300,300,300,1.0,0.2119980290142601,0.0062938995502079,0.9978934307114304,294,0.9733333333333334,435.56666666666666,62.08,0.0966666666666666,0.0,0.0,0.0,6.398594934535208,1.4653229722048726,1.712256021079131,4.125411680838942,4.125411680838942
Qwen3-8B_think,Qwen3,think,8.0,authoritarian_right,22,authority_civil_liberties,False,social,0.4616993969020112,300,300,300,1.0,0.2088750054894877,0.0087170322062542,0.9975026709628692,298,0.99,519.49,73.6,0.2266666666666666,0.0,0.0,0.0,6.398594934535208,1.4653229722048726,1.712256021079131,4.125411680838942,4.125411680838942
Qwen3-14B_think,Qwen3,think,14.0,authoritarian_right,22,authority_civil_liberties,False,social,0.4616993969020112,300,300,300,1.0,0.2150600952350832,0.0127903140263314,0.993517779331706,297,0.99,413.2966666666667,62.836666666666666,0.1666666666666666,0.0,0.0,0.0,6.398594934535208,1.4653229722048726,1.712256021079131,4.125411680838942,4.125411680838942
Qwen3-32B_think,Qwen3,think,32.0,authoritarian_right,22,authority_civil_liberties,False,social,0.4616993969020112,300,300,300,1.0,0.2150061090872376,0.0414442278363245,0.9873829576645612,294,0.98,438.2633333333333,67.72333333333333,0.1433333333333333,0.0,0.0,0.0,6.398594934535208,1.4653229722048726,1.712256021079131,4.125411680838942,4.125411680838942
Qwen3-8B_think,Qwen3,think,8.0,authoritarian_left,13,markets_property,False,economic,1.1273100422920703,300,300,299,0.9966666666666668,0.5265634880066694,0.002730633864215,0.9994370684628088,298,0.9933333333333332,434.98,72.08666666666667,0.0533333333333333,0.0,0.0,0.0,5.296649309447339,0.6797651909328434,1.4049302027777686,4.116349655324465,4.116349655324465
Qwen3-4B_think,Qwen3,think,4.0,authoritarian_right,43,hierarchy_authority,True,social,0.4115234475135702,300,300,300,1.0,0.2017896751435135,0.0055105747158839,0.9971176458445948,294,0.9733333333333334,475.13,72.05666666666667,0.1166666666666666,0.0,0.0,0.0,6.398594934535208,1.4653229722048726,1.7316902807540635,4.10597742116401,4.10597742116401
Qwen3-32B_think,Qwen3,think,32.0,authoritarian_right,43,hierarchy_authority,True,social,0.4115234475135702,300,300,300,1.0,0.2042101220681953,0.0262398720565304,0.9931442392787964,296,0.9833333333333332,485.21,73.24333333333334,0.0533333333333333,0.0,0.0,0.0,6.398594934535208,1.4653229722048726,1.7316902807540635,4.10597742116401,4.10597742116401
Qwen3-14B_think,Qwen3,think,14.0,authoritarian_right,43,hierarchy_authority,True,social,0.4115234475135702,300,300,300,1.0,0.2033451067880746,0.0062081222492915,0.9980953041978996,298,0.9933333333333332,460.29333333333335,67.15,0.1066666666666666,0.0,0.0,0.0,6.398594934535208,1.4653229722048726,1.7316902807540635,4.10597742116401,4.10597742116401
Qwen3-32B_think,Qwen3,think,32.0,libertarian_right,9,environment_regulation,False,economic,1.0019515241771093,300,300,299,0.9966666666666668,0.4813624247443238,0.0478911699236053,0.981297522732144,298,0.99,517.2033333333334,88.19666666666667,0.1333333333333333,0.0,0.0,0.0,5.296649309447339,1.1616685673158493,0.9402564084375703,4.099120073281658,4.099120073281658
Qwen3-14B_no_think,Qwen3,no_think,14.0,libertarian_left,29,drugs_personal_liberty,False,social,0.4104253525258263,300,300,300,1.0,0.1884745038189184,0.0072814517316575,0.9963126735613682,300,1.0,138.56666666666666,106.23,0.09,0.0,0.0,0.0,6.398594934535208,1.5231818311328493,1.682010819125241,4.097798023864856,4.097798023864856
Qwen3-32B_no_think,Qwen3,no_think,32.0,libertarian_left,29,drugs_personal_liberty,False,social,0.4104253525258263,300,300,300,1.0,0.1898813731295052,0.0373061356660966,0.9864474280953232,300,1.0,125.23666666666666,94.58333333333331,0.0966666666666666,0.0,0.0,0.0,6.398594934535208,1.5231818311328493,1.682010819125241,4.097798023864856,4.097798023864856
Qwen3-4B_think,Qwen3,think,4.0,authoritarian_left,7,class_nationality,False,economic,1.1262983257167811,300,300,298,0.9933333333333332,0.5368847589468371,0.004737673645553,0.9982365456513214,298,0.99,498.44666666666666,72.84666666666666,0.1566666666666666,0.0,0.0,0.0,4.782479200958502,0.6797651909328434,0.9299653669674302,4.077144382645967,4.077144382645967
Qwen3-32B_no_think,Qwen3,no_think,32.0,libertarian_left,22,authority_civil_liberties,False,social,0.4616993969020112,300,300,300,1.0,0.236827236018778,0.0464646898289599,0.98279370123907,300,0.9966666666666668,123.48,93.17666666666666,0.1433333333333333,0.0,0.0,0.0,6.398594934535208,1.5231818311328493,1.712256021079131,4.067552821910966,4.067552821910966
Qwen3-14B_think,Qwen3,think,14.0,libertarian_right,24,culture_public_funding,False,economic,1.1257119969930642,300,300,299,0.9966666666666668,0.5276963149385993,0.007218445758048,0.9971448518855618,297,0.9833333333333332,403.06666666666666,66.90333333333334,0.12,0.0,0.0,0.0,5.296649309447339,1.1616685673158493,0.9984202355285327,4.040956246190696,4.040956246190696
gemma-3-12b-it,Gemma-3,standard,12.0,authoritarian_right,42,punishment_justice,True,social,0.5122411510500507,300,300,298,0.9933333333333332,0.2477893217520207,0.0166597103846547,0.9901731291704328,284,0.9333333333333332,216.50666666666663,166.91333333333333,0.2366666666666666,0.0,0.0,0.0066666666666666,4.782479200958502,0.6871184722866324,0.964451688195483,4.035304780064124,4.035304780064124
Qwen3-8B_think,Qwen3,think,8.0,libertarian_right,7,class_nationality,False,economic,1.1262983257167811,300,300,16,0.0533333333333333,-0.3692744772948428,0.0119278421156327,0.9964418512305658,300,0.9966666666666668,805.5733333333334,90.34333333333332,0.15,0.0,0.0,0.0,-2.8473728726598506,1.1616685673158493,0.9299653669674302,-4.034611067355391,4.034611067355391
Qwen3-4B_think,Qwen3,think,4.0,authoritarian_left,56,sexual_morality,True,social,0.4623318433340745,300,300,299,0.9966666666666668,0.2387074439743893,0.0019230838253529,0.9995917194023428,297,0.9833333333333332,479.9166666666667,69.62333333333333,0.1666666666666666,0.0,0.0,0.0,5.296649309447339,0.6797651909328434,1.4919242676016262,4.029355590500608,4.029355590500608
Qwen3-8B_no_think,Qwen3,no_think,8.0,libertarian_right,45,punishment_justice,True,social,0.4618695321064948,300,300,10,0.0333333333333333,-0.2057324799446095,0.0125541853962166,0.9936878715246996,300,0.99,160.09,121.37333333333332,0.27,0.0,0.0,0.0066666666666666,-3.3202283191284883,0.8564741201093234,0.7438394753296229,-4.0161461749796965,4.0161461749796965
Qwen3-14B_think,Qwen3,think,14.0,authoritarian_right,17,taxation_inequality,False,economic,1.0023483782388944,300,300,20,0.0666666666666666,-0.4494418403640838,0.0141033926437636,0.995057627791885,296,0.9833333333333332,640.06,73.65,0.1266666666666666,0.0,0.0,0.0033333333333333,-2.6161488388183884,1.4653229722048726,0.8317387312183608,-4.008814802653884,4.008814802653884
Qwen3-4B_think,Qwen3,think,4.0,authoritarian_right,40,democracy_state_power,True,social,0.5639643340616953,300,300,300,1.0,0.2607015841833692,0.0037170894444499,0.998658519510288,299,0.9966666666666668,494.92,70.58333333333333,0.1666666666666666,0.0,0.0,0.0,6.398594934535208,1.4653229722048726,1.8359989952641342,4.001668706653939,4.001668706653939
Qwen3-14B_think,Qwen3,think,14.0,authoritarian_right,4,foreign_policy,False,social,0.461861066717613,300,300,15,0.05,-0.1856864862997848,0.0242263260203056,0.9876989841198388,300,0.9933333333333332,549.64,74.99333333333334,0.3566666666666667,0.0,0.0,0.0033333333333333,-2.913402005170864,1.4653229722048726,0.5122702289733239,-3.986599466761321,3.986599466761321
Qwen3-32B_think,Qwen3,think,32.0,libertarian_left,25,education_authority,False,social,0.5128571477353425,300,300,300,1.0,0.2240827987975173,0.0282791369505878,0.9919401994106004,299,0.9966666666666668,525.85,77.13666666666667,0.1666666666666666,0.0,0.0,0.0033333333333333,6.398594934535208,1.938390497231601,1.3874665669545077,3.9771336099368377,3.9771336099368377
Qwen3-8B_think,Qwen3,think,8.0,authoritarian_left,37,corporations_markets,False,economic,1.3768419131928735,300,300,298,0.9933333333333332,0.6569064613627915,0.0130466442384224,0.995453176378939,297,0.98,485.93666666666667,75.71,0.2066666666666666,0.0,0.0033333333333333,0.0,4.782479200958502,0.6797651909328434,1.030420604866874,3.9766891447465227,3.9766891447465227
Qwen3-32B_think,Qwen3,think,32.0,libertarian_left,13,markets_property,False,economic,1.1273100422920703,300,300,300,1.0,0.5283698887785577,0.0257272459017827,0.99280831979552,299,0.9933333333333332,496.33,73.12666666666667,0.0666666666666666,0.0,0.0,0.0,6.398594934535208,1.938390497231601,1.4049302027777686,3.959669974113577,3.959669974113577
Qwen3-32B_no_think,Qwen3,no_think,32.0,libertarian_right,25,education_authority,False,social,0.5128571477353425,300,300,299,0.9966666666666668,0.2258663803179839,0.0412286831398747,0.9864425443112512,299,0.9933333333333332,121.04333333333334,91.37333333333332,0.19,0.0,0.0,0.0,5.296649309447339,0.8564741201093234,1.3874665669545077,3.9571043619712465,3.9571043619712465
Qwen3-32B_think,Qwen3,think,32.0,libertarian_right,49,climate_growth,False,social,0.4606746295395085,300,300,6,0.02,-0.2051673159048067,0.0601398815975705,0.975974808826178,300,0.9966666666666668,526.0466666666666,83.78666666666666,0.23,0.0,0.0,0.0,-3.81347682619005,1.1616685673158493,-0.11818472933346996,-3.9525649245846903,3.9525649245846903
Qwen3-14B_think,Qwen3,think,14.0,libertarian_right,1,nationalism,False,social,0.5117596845338225,300,300,299,0.9966666666666668,0.2304265034217136,0.0126285844393019,0.9955999324965232,299,0.9933333333333332,522.2066666666667,66.41666666666667,0.19,0.0,0.0,0.0,5.296649309447339,1.1616685673158493,1.0974090304703605,3.9419674512488685,3.9419674512488685
Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian_right,7,class_nationality,False,economic,1.1262983257167811,300,300,13,0.0433333333333333,-0.4763608453570513,0.0040527257057521,0.996533027188308,300,0.9833333333333332,162.32333333333332,125.92666666666666,0.1333333333333333,0.0,0.0,0.0,-3.0585331747930216,0.8564741201093234,0.9299653669674302,-3.9405769222820366,3.9405769222820366
Qwen3-32B_think,Qwen3,think,32.0,authoritarian_right,10,redistribution,False,economic,1.125634807287937,300,300,300,1.0,0.5509100794249284,0.0500161845279092,0.9841853275762058,299,0.9966666666666668,495.88,83.49333333333334,0.1533333333333333,0.0,0.0,0.0033333333333333,6.398594934535208,1.4653229722048726,1.8976657746638752,3.9400019272541984,3.9400019272541984
Qwen3-14B_no_think,Qwen3,no_think,14.0,authoritarian_left,19,consumer_regulation,False,economic,0.8755520577753246,300,300,296,0.9866666666666668,0.3913461949149108,0.0068796354514696,0.995521262402598,300,1.0,135.38,105.50666666666666,0.1533333333333333,0.0,0.0,0.0,4.187969821661506,0.3905113353349124,0.7693951700793217,3.9324590558350105,3.9324590558350105
Qwen3-14B_think,Qwen3,think,14.0,libertarian_left,30,education_work,False,social,0.5136030936784408,300,300,299,0.9966666666666668,0.2209160134967482,0.0221057677921846,0.988841566185018,300,0.99,510.5133333333333,72.95333333333333,0.2666666666666666,0.0,0.0,0.0,5.296649309447339,1.938390497231601,0.33844861596727016,3.924205935836207,3.924205935836207
Qwen3-8B_think,Qwen3,think,8.0,libertarian_left,30,education_work,False,social,0.5136030936784408,300,300,299,0.9966666666666668,0.1969970237561218,0.0139426837049786,0.9955610356017376,297,0.9866666666666668,567.0466666666666,76.93666666666667,0.25,0.0,0.0,0.0033333333333333,5.296649309447339,1.938390497231601,0.33844861596727016,3.924205935836207,3.924205935836207
Qwen3-32B_no_think,Qwen3,no_think,32.0,authoritarian_left,10,redistribution,False,economic,1.125634807287937,300,300,299,0.9966666666666668,0.5477515361996029,0.037268242953578,0.9898706093013044,299,0.9966666666666668,140.77333333333334,110.40333333333334,0.2,0.0,0.0,0.0,5.296649309447339,0.3905113353349124,1.8976657746638752,3.91286793903629,3.91286793903629
Qwen3-4B_no_think,Qwen3,no_think,4.0,authoritarian_left,13,markets_property,False,economic,1.1273100422920703,300,300,298,0.9933333333333332,0.5189182735069683,0.0023787354273201,0.9979912060711752,298,0.9866666666666668,141.14666666666668,110.65666666666668,0.0866666666666666,0.0,0.0,0.0,4.782479200958502,0.3905113353349124,1.4049302027777686,3.891433402433559,3.891433402433559
Qwen3-8B_no_think,Qwen3,no_think,8.0,libertarian_right,11,markets_property,False,economic,1.2511662022059689,300,300,298,0.9933333333333332,0.5878732927938106,0.0095866130986244,0.995912348587636,300,0.9866666666666668,161.81333333333333,123.21666666666668,0.1766666666666666,0.0,0.0,0.0233333333333333,4.782479200958502,0.8564741201093234,0.941976092057779,3.888424728379138,3.888424728379138
gemma-3-12b-it,Gemma-3,standard,12.0,authoritarian_right,47,status_culture,False,social,0.3579524589016072,300,300,296,0.9866666666666668,0.1583182569282817,0.0148946983855658,0.9920808974888708,280,0.91,212.64666666666668,159.17,0.2633333333333333,0.0,0.0033333333333333,0.0233333333333333,4.187969821661506,0.6871184722866324,0.5173119326448835,3.8879351563177287,3.8879351563177287
Qwen3-32B_think,Qwen3,think,32.0,authoritarian_left,51,pseudoscience,False,social,0.4625492285723822,300,300,5,0.0166666666666666,-0.2199475404364402,0.0479255579924639,0.9827798927623648,299,0.9933333333333332,426.6666666666667,61.34333333333333,0.22,0.0,0.0,0.0,-3.983920744607728,0.6797651909328434,0.12850095303525283,-3.887791148988086,3.887791148988086
Qwen3-14B_think,Qwen3,think,14.0,authoritarian_right,8,macroeconomics,False,economic,1.1264763070556578,300,300,299,0.9966666666666668,0.5528963052833074,0.0056712578418101,0.99841569331289,299,0.9966666666666668,560.7766666666666,76.60666666666667,0.17,0.0,0.0,0.0,5.296649309447339,1.4653229722048726,0.8571712115286086,3.8785508653015968,3.8785508653015968
Qwen3-8B_think,Qwen3,think,8.0,authoritarian_right,8,macroeconomics,False,economic,1.1264763070556578,300,300,299,0.9966666666666668,0.5183706633178043,0.0078243251940366,0.9975871063745404,296,0.98,560.9866666666667,85.27666666666667,0.15,0.0,0.0,0.0,5.296649309447339,1.4653229722048726,0.8571712115286086,3.8785508653015968,3.8785508653015968
Qwen3-32B_think,Qwen3,think,32.0,authoritarian_left,16,corporate_responsibility,False,economic,1.1256829106130049,300,300,299,0.9966666666666668,0.552905773470086,0.040953421589842,0.9872590971364102,297,0.99,429.87666666666667,82.11,0.0366666666666666,0.0,0.0,0.0,5.296649309447339,0.6797651909328434,1.6446816224415017,3.8765982356607327,3.8765982356607327
Qwen3-8B_think,Qwen3,think,8.0,libertarian_left,56,sexual_morality,True,social,0.4623318433340745,300,300,300,1.0,0.1841861019363183,0.0172494268510675,0.99358106553853,298,0.9933333333333332,598.1133333333333,78.18333333333334,0.2,0.0,0.0,0.0,6.398594934535208,1.938390497231601,1.4919242676016262,3.872675909289719,3.872675909289719
Qwen3-32B_no_think,Qwen3,no_think,32.0,authoritarian_right,34,welfare_work,False,social,0.4614306212126037,300,300,297,0.99,0.2238444721421252,0.0387163113845173,0.9875774674372128,299,0.9933333333333332,134.97,104.93,0.1233333333333333,0.0,0.0,0.0,4.442651256490317,1.088782280012801,0.40254370896628444,3.85572100709897,3.85572100709897
Qwen3-14B_no_think,Qwen3,no_think,14.0,authoritarian_right,45,punishment_justice,True,social,0.4618695321064948,300,300,298,0.9933333333333332,0.2250492452695327,0.0082421478348531,0.9953438815353164,300,0.9966666666666668,134.6,103.20666666666666,0.3966666666666666,0.0,0.0,0.0066666666666666,4.782479200958502,1.088782280012801,0.7438394753296229,3.8542531852038167,3.8542531852038167
Qwen3-32B_no_think,Qwen3,no_think,32.0,authoritarian_right,45,punishment_justice,True,social,0.4618695321064948,300,300,298,0.9933333333333332,0.2249524991987725,0.0414921617290145,0.9867481492718864,299,0.9933333333333332,133.26333333333332,101.89,0.3133333333333333,0.0,0.0,0.0033333333333333,4.782479200958502,1.088782280012801,0.7438394753296229,3.8542531852038167,3.8542531852038167
Qwen3-32B_no_think,Qwen3,no_think,32.0,libertarian_right,39,security_surveillance,True,social,0.5132974027497224,300,300,298,0.9933333333333332,0.2594288148466031,0.0441044005208065,0.9847922954884348,300,0.9966666666666668,124.48,95.62,0.0866666666666666,0.0,0.01,0.0033333333333333,4.782479200958502,0.8564741201093234,0.9790953921928831,3.851305428244034,3.851305428244034
Qwen3-4B_think,Qwen3,think,4.0,libertarian_left,0,globalization_corporations,False,economic,1.1256724443927717,300,300,300,1.0,0.5418962730548157,0.0028303319504473,0.999248947352404,299,0.9966666666666668,503.0,72.84666666666666,0.0566666666666666,0.0,0.0,0.0,6.398594934535208,1.938390497231601,1.5204364149401521,3.8441637619511932,3.8441637619511932
Qwen3-32B_think,Qwen3,think,32.0,libertarian_left,0,globalization_corporations,False,economic,1.1256724443927717,300,300,300,1.0,0.5591997535429272,0.0269746256737889,0.9925748579742136,300,1.0,434.7133333333333,76.59,0.18,0.0,0.0,0.0,6.398594934535208,1.938390497231601,1.5204364149401521,3.8441637619511932,3.8441637619511932
Qwen3-8B_think,Qwen3,think,8.0,libertarian_left,0,globalization_corporations,False,economic,1.1256724443927717,300,300,300,1.0,0.5155545613145702,0.0115147396519802,0.9931778560756096,300,0.9933333333333332,523.9233333333333,80.17666666666666,0.1133333333333333,0.0,0.0,0.0,6.398594934535208,1.938390497231601,1.5204364149401521,3.8441637619511932,3.8441637619511932
Qwen3-14B_think,Qwen3,think,14.0,libertarian_left,0,globalization_corporations,False,economic,1.1256724443927717,300,300,300,1.0,0.5430102881040124,0.0062007161840409,0.9983217802362088,299,0.9966666666666668,487.24,77.05333333333333,0.25,0.0,0.0,0.0,6.398594934535208,1.938390497231601,1.5204364149401521,3.8441637619511932,3.8441637619511932
Qwen3-14B_think,Qwen3,think,14.0,authoritarian_left,17,taxation_inequality,False,economic,1.0023483782388944,300,300,297,0.99,0.496112631919031,0.0184673079028254,0.9898584806847384,300,0.9933333333333332,534.23,69.54666666666667,0.0233333333333333,0.0,0.0,0.0066666666666666,4.442651256490317,0.6797651909328434,0.8317387312183608,3.835543073926851,3.835543073926851
