model,ideology,config_id,context_id,instr_combo,key_type,perm_id,persona_combo,n,accuracy,macro_f1,negative_f1,positive_f1,mean_confidence,positive_pred_rate,positive_gold_rate
gemma-3-12b-it,base,3641,2,options_first_idx1,numeric,0,base,30,0.5666666666666667,0.5661846496106786,0.5806451612903226,0.5517241379310345,0.9524099784614147,0.3333333333333333,0.6333333333333333
gemma-3-12b-it,base,3642,2,options_first_idx0,numeric_zero_index,3,base,30,0.6666666666666666,0.6651785714285714,0.6875,0.6428571428571429,0.9180894793949939,0.3,0.6333333333333333
gemma-3-12b-it,base,3643,-1,question_first_idx2,uppercase_start,2,base,30,0.7333333333333333,0.7321428571428572,0.7142857142857143,0.75,0.9864657571470384,0.43333333333333335,0.6333333333333333
gemma-3-12b-it,base,3644,1,question_first_idx2,numeric,1,base,30,0.7666666666666667,0.7643097643097643,0.7407407407407407,0.7878787878787878,0.945942738569295,0.4666666666666667,0.6333333333333333
gemma-3-12b-it,base,3645,4,question_first_idx3,lowercase_start,0,base,30,0.8,0.784688995215311,0.7272727272727273,0.8421052631578947,0.7772734600660693,0.6333333333333333,0.6333333333333333
gemma-3-12b-it,base,3646,-1,question_first_idx1,numeric,2,base,30,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.906461872317584,0.36666666666666664,0.6333333333333333
gemma-3-12b-it,base,3647,-1,question_first_idx2,numeric,0,base,30,0.4666666666666667,0.4258373205741627,0.5789473684210527,0.2727272727272727,0.9514659849995001,0.1,0.6333333333333333
gemma-3-12b-it,base,3648,3,question_first_idx1,numeric_zero_index,3,base,30,0.6,0.5927601809954751,0.6470588235294118,0.5384615384615384,0.9930217466257261,0.23333333333333334,0.6333333333333333
gemma-3-12b-it,base,3649,-1,options_first_idx4,lowercase_start,3,base,30,0.6666666666666666,0.6651785714285714,0.6875,0.6428571428571429,0.9307176594329756,0.3,0.6333333333333333
gemma-3-12b-it,base,3650,4,question_first_idx3,numeric_zero_index,0,base,30,0.7333333333333333,0.7285067873303167,0.6923076923076923,0.7647058823529411,0.9439339321736587,0.5,0.6333333333333333
gemma-3-12b-it,base,3651,-1,options_first_idx1,numeric_zero_index,2,base,30,0.8666666666666667,0.8564593301435407,0.8181818181818182,0.8947368421052632,0.9931042045068033,0.6333333333333333,0.6333333333333333
gemma-3-12b-it,base,3652,0,options_first_idx4,lowercase_start,1,base,30,0.7333333333333333,0.7129186602870814,0.6363636363636364,0.7894736842105263,0.9832873487951864,0.6333333333333333,0.6333333333333333
gemma-3-12b-it,base,3653,-1,question_first_idx1,numeric_zero_index,0,base,30,0.7333333333333333,0.7129186602870814,0.6363636363636364,0.7894736842105263,0.912076094583312,0.6333333333333333,0.6333333333333333
gemma-3-12b-it,base,3654,4,options_first_idx1,lowercase_start,0,base,30,0.5666666666666667,0.5622895622895623,0.6060606060606061,0.5185185185185185,0.8974673884826594,0.26666666666666666,0.6333333333333333
gemma-3-12b-it,base,3655,-1,question_first_idx0,uppercase_start,1,base,30,0.8,0.7991071428571428,0.7857142857142857,0.8125,0.6392857062844738,0.43333333333333335,0.6333333333333333
gemma-3-12b-it,base,3656,-1,options_first_idx1,uppercase_start,3,base,30,0.8,0.7991071428571428,0.7857142857142857,0.8125,0.9380146185616256,0.43333333333333335,0.6333333333333333
gemma-3-12b-it,base,3657,4,question_first_idx1,uppercase_start,3,base,30,0.8,0.7916666666666667,0.75,0.8333333333333334,0.8906381518276242,0.5666666666666667,0.6333333333333333
gemma-3-12b-it,base,3658,-1,question_first_idx0,numeric,2,base,30,0.7666666666666667,0.7643097643097643,0.7407407407407407,0.7878787878787878,0.8992612087400829,0.4666666666666667,0.6333333333333333
gemma-3-12b-it,base,3659,-1,options_first_idx3,numeric,3,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9774231275139899,0.0,0.6333333333333333
gemma-3-12b-it,base,3660,-1,question_first_idx3,lowercase_start,3,base,30,0.6333333333333333,0.6296296296296295,0.6666666666666666,0.5925925925925926,0.8271497518670263,0.26666666666666666,0.6333333333333333
gemma-3-12b-it,base,3661,1,options_first_idx4,numeric_zero_index,3,base,30,0.7,0.699666295884316,0.7096774193548387,0.6896551724137931,0.9902103137907226,0.3333333333333333,0.6333333333333333
gemma-3-12b-it,base,3662,0,options_first_idx2,numeric,0,base,30,0.5333333333333333,0.513888888888889,0.6111111111111112,0.4166666666666667,0.9609179188358407,0.16666666666666666,0.6333333333333333
gemma-3-12b-it,base,3663,4,question_first_idx1,lowercase_start,3,base,30,0.8333333333333334,0.8237367802585194,0.782608695652174,0.8648648648648649,0.8695741538123228,0.6,0.6333333333333333
gemma-3-12b-it,base,3664,3,options_first_idx4,numeric_zero_index,1,base,30,0.6666666666666666,0.6651785714285714,0.6875,0.6428571428571429,0.9265382473720009,0.3,0.6333333333333333
gemma-3-12b-it,base,3665,-1,question_first_idx2,uppercase_start,0,base,30,0.6666666666666666,0.6651785714285714,0.6875,0.6428571428571429,0.9962138271993037,0.3,0.6333333333333333
gemma-3-12b-it,base,3666,4,question_first_idx2,uppercase_start,0,base,30,0.8333333333333334,0.8316498316498316,0.8148148148148148,0.8484848484848485,0.9753609085056427,0.4666666666666667,0.6333333333333333
gemma-3-12b-it,base,3667,-1,options_first_idx0,lowercase_start,2,base,30,0.7,0.699666295884316,0.6896551724137931,0.7096774193548387,0.8249348671022491,0.4,0.6333333333333333
gemma-3-12b-it,base,3668,1,question_first_idx3,uppercase_start,3,base,30,0.4666666666666667,0.4258373205741627,0.5789473684210527,0.2727272727272727,0.9042248288012098,0.1,0.6333333333333333
gemma-3-12b-it,base,3669,1,question_first_idx2,uppercase_start,0,base,30,0.8333333333333334,0.8316498316498316,0.8148148148148148,0.8484848484848485,0.9734311239809436,0.4666666666666667,0.6333333333333333
gemma-3-12b-it,base,3670,-1,question_first_idx3,numeric_zero_index,2,base,30,0.6333333333333333,0.6296296296296295,0.6666666666666666,0.5925925925925926,0.8137121872515035,0.26666666666666666,0.6333333333333333
gemma-3-12b-it,base,3671,-1,question_first_idx4,numeric,1,base,30,0.6,0.375,0.0,0.75,0.8682952185391011,0.9666666666666667,0.6333333333333333
gemma-3-12b-it,base,3672,2,question_first_idx4,numeric,0,base,30,0.7,0.699666295884316,0.7096774193548387,0.6896551724137931,0.943500064817047,0.3333333333333333,0.6333333333333333
gemma-3-12b-it,base,3673,-1,question_first_idx0,uppercase_start,0,base,30,0.7,0.699666295884316,0.7096774193548387,0.6896551724137931,0.8798442071315197,0.3333333333333333,0.6333333333333333
gemma-3-12b-it,base,3674,-1,question_first_idx1,numeric_zero_index,1,base,30,0.7,0.5581014729950899,0.3076923076923077,0.8085106382978723,0.9550918211206976,0.9333333333333333,0.6333333333333333
gemma-3-12b-it,base,3675,-1,options_first_idx0,numeric,0,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9891103573974285,0.0,0.6333333333333333
gemma-3-12b-it,base,3676,3,question_first_idx2,lowercase_start,3,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9924980264235599,0.0,0.6333333333333333
gemma-3-12b-it,base,3677,-1,question_first_idx3,numeric,3,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9691166455892741,0.0,0.6333333333333333
gemma-3-12b-it,base,3678,-1,options_first_idx4,uppercase_start,1,base,30,0.8,0.7991071428571428,0.7857142857142857,0.8125,0.8718650356088538,0.43333333333333335,0.6333333333333333
gemma-3-12b-it,base,3679,4,question_first_idx0,lowercase_start,2,base,30,0.7666666666666667,0.7664071190211346,0.7586206896551724,0.7741935483870968,0.8306853335679558,0.4,0.6333333333333333
gemma-3-12b-it,base,3680,-1,options_first_idx3,numeric,1,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9274133076871031,1.0,0.6333333333333333
gemma-3-12b-it,base,3681,1,question_first_idx4,lowercase_start,0,base,30,0.6333333333333333,0.6296296296296295,0.6666666666666666,0.5925925925925926,0.8927689996714236,0.26666666666666666,0.6333333333333333
gemma-3-12b-it,base,3682,2,options_first_idx2,lowercase_start,0,base,30,0.6333333333333333,0.6329254727474972,0.6206896551724138,0.6451612903225806,0.9543797720654509,0.4,0.6333333333333333
gemma-3-12b-it,base,3683,2,options_first_idx4,lowercase_start,0,base,30,0.5666666666666667,0.5622895622895623,0.6060606060606061,0.5185185185185185,0.9577097298808698,0.26666666666666666,0.6333333333333333
gemma-3-12b-it,base,3684,-1,options_first_idx4,numeric_zero_index,2,base,30,0.8,0.7963800904977376,0.7692307692307693,0.8235294117647058,0.9583516886548691,0.5,0.6333333333333333
gemma-3-12b-it,base,3685,2,question_first_idx4,numeric,2,base,30,0.7666666666666667,0.76,0.72,0.8,0.986799780649822,0.5333333333333333,0.6333333333333333
gemma-3-12b-it,base,3686,1,options_first_idx0,lowercase_start,0,base,30,0.4,0.375,0.25,0.5,0.7240989686459478,0.5666666666666667,0.6333333333333333
gemma-3-12b-it,base,3687,0,question_first_idx1,lowercase_start,1,base,30,0.7666666666666667,0.76,0.72,0.8,0.9020269501109823,0.5333333333333333,0.6333333333333333
gemma-3-12b-it,base,3688,3,options_first_idx0,uppercase_start,2,base,30,0.43333333333333335,0.3772893772893773,0.5641025641025641,0.19047619047619047,0.9376444828432953,0.06666666666666667,0.6333333333333333
gemma-3-12b-it,base,3689,-1,question_first_idx1,numeric,0,base,30,0.4666666666666667,0.4444444444444444,0.5555555555555556,0.3333333333333333,0.8884489815509341,0.16666666666666666,0.6333333333333333
gemma-3-12b-it,base,3690,-1,options_first_idx4,numeric_zero_index,0,base,30,0.6333333333333333,0.6296296296296295,0.6666666666666666,0.5925925925925926,0.984589488168279,0.26666666666666666,0.6333333333333333
gemma-3-12b-it,base,3691,4,options_first_idx4,numeric,2,base,30,0.8333333333333334,0.7948016415868673,0.7058823529411765,0.8837209302325582,0.9745051263621903,0.8,0.6333333333333333
gemma-3-12b-it,base,3692,-1,question_first_idx3,uppercase_start,0,base,30,0.6333333333333333,0.6296296296296295,0.6666666666666666,0.5925925925925926,0.937467373922148,0.26666666666666666,0.6333333333333333
gemma-3-12b-it,base,3693,2,question_first_idx4,uppercase_start,2,base,30,0.7,0.6534017971758665,0.5263157894736842,0.7804878048780488,0.8916439765323144,0.7333333333333333,0.6333333333333333
gemma-3-12b-it,base,3694,-1,question_first_idx1,numeric,2,base,30,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9085104465369278,0.36666666666666664,0.6333333333333333
gemma-3-12b-it,base,3695,3,options_first_idx2,uppercase_start,0,base,30,0.6666666666666666,0.6651785714285714,0.6875,0.6428571428571429,0.9230450390335856,0.3,0.6333333333333333
gemma-3-12b-it,base,3696,-1,question_first_idx3,lowercase_start,2,base,30,0.8666666666666667,0.8642533936651584,0.8461538461538461,0.8823529411764706,0.9205262062315442,0.5,0.6333333333333333
gemma-3-12b-it,base,3697,2,options_first_idx0,numeric_zero_index,0,base,30,0.7,0.699666295884316,0.6896551724137931,0.7096774193548387,0.951993965682449,0.4,0.6333333333333333
gemma-3-12b-it,base,3698,-1,options_first_idx3,lowercase_start,1,base,30,0.6333333333333333,0.45990180032733224,0.15384615384615385,0.7659574468085106,0.8618474812588576,0.9333333333333333,0.6333333333333333
gemma-3-12b-it,base,3699,-1,question_first_idx0,uppercase_start,3,base,30,0.9,0.8901098901098901,0.8571428571428571,0.9230769230769231,0.7713371685500978,0.6666666666666666,0.6333333333333333
gemma-3-12b-it,base,3700,2,question_first_idx3,uppercase_start,2,base,30,0.5,0.4712103407755582,0.5945945945945946,0.34782608695652173,0.9366414540437596,0.13333333333333333,0.6333333333333333
gemma-3-12b-it,base,3701,0,question_first_idx2,uppercase_start,1,base,30,0.8333333333333334,0.8237367802585194,0.782608695652174,0.8648648648648649,0.920861667351128,0.6,0.6333333333333333
gemma-3-12b-it,base,3702,-1,question_first_idx4,uppercase_start,2,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9288224393378963,1.0,0.6333333333333333
gemma-3-12b-it,base,3703,1,question_first_idx0,numeric_zero_index,1,base,30,0.6666666666666666,0.6651785714285714,0.6428571428571429,0.6875,0.9284915831990476,0.43333333333333335,0.6333333333333333
gemma-3-12b-it,base,3704,-1,question_first_idx3,uppercase_start,0,base,30,0.6333333333333333,0.6296296296296295,0.6666666666666666,0.5925925925925926,0.9373164675744527,0.26666666666666666,0.6333333333333333
gemma-3-12b-it,base,3705,2,question_first_idx2,numeric,3,base,30,0.5666666666666667,0.5542857142857143,0.6285714285714286,0.48,0.9728140090668428,0.2,0.6333333333333333
gemma-3-12b-it,base,3706,-1,options_first_idx2,numeric,3,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9723245751817406,0.0,0.6333333333333333
gemma-3-12b-it,base,3707,3,options_first_idx0,uppercase_start,3,base,30,0.5,0.4712103407755582,0.5945945945945946,0.34782608695652173,0.9543624203969956,0.13333333333333333,0.6333333333333333
gemma-3-12b-it,base,3708,-1,options_first_idx4,lowercase_start,0,base,30,0.43333333333333335,0.3772893772893773,0.5641025641025641,0.19047619047619047,0.9570985699758834,0.06666666666666667,0.6333333333333333
gemma-3-12b-it,base,3709,3,options_first_idx3,numeric,1,base,30,0.7333333333333333,0.7129186602870814,0.6363636363636364,0.7894736842105263,0.8893545523504843,0.6333333333333333,0.6333333333333333
gemma-3-12b-it,base,3710,2,question_first_idx2,uppercase_start,2,base,30,0.6,0.5982142857142857,0.625,0.5714285714285714,0.964249427381875,0.3,0.6333333333333333
gemma-3-12b-it,base,3711,-1,options_first_idx2,numeric,1,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.9850535654909103,1.0,0.6333333333333333
gemma-3-12b-it,base,3712,-1,question_first_idx3,numeric,0,base,30,0.4,0.325,0.55,0.1,0.8227176890524909,0.03333333333333333,0.6333333333333333
gemma-3-12b-it,base,3713,-1,options_first_idx3,lowercase_start,2,base,30,0.5333333333333333,0.513888888888889,0.6111111111111112,0.4166666666666667,0.902472014264056,0.16666666666666666,0.6333333333333333
gemma-3-12b-it,base,3714,2,question_first_idx2,uppercase_start,0,base,30,0.9,0.8971428571428571,0.88,0.9142857142857143,0.938345608087067,0.5333333333333333,0.6333333333333333
gemma-3-12b-it,base,3715,-1,options_first_idx1,lowercase_start,3,base,30,0.8,0.7991071428571428,0.7857142857142857,0.8125,0.9043637253693803,0.43333333333333335,0.6333333333333333
gemma-3-12b-it,base,3716,0,options_first_idx2,lowercase_start,1,base,30,0.8,0.7619047619047619,0.6666666666666666,0.8571428571428571,0.9568102976858157,0.7666666666666667,0.6333333333333333
gemma-3-12b-it,base,3717,-1,options_first_idx2,numeric_zero_index,2,base,30,0.8666666666666667,0.8642533936651584,0.8461538461538461,0.8823529411764706,0.9114000991416452,0.5,0.6333333333333333
gemma-3-12b-it,base,3718,4,options_first_idx0,lowercase_start,3,base,30,0.7666666666666667,0.7664071190211346,0.7586206896551724,0.7741935483870968,0.8364944246181422,0.4,0.6333333333333333
gemma-3-12b-it,base,3719,3,options_first_idx3,uppercase_start,2,base,30,0.6,0.5927601809954751,0.6470588235294118,0.5384615384615384,0.9597081995866041,0.23333333333333334,0.6333333333333333
gemma-3-12b-it,base,3720,1,question_first_idx4,lowercase_start,2,base,30,0.7333333333333333,0.6825396825396826,0.5555555555555556,0.8095238095238095,0.861626576482303,0.7666666666666667,0.6333333333333333
gemma-3-12b-it,base,3721,1,options_first_idx4,uppercase_start,3,base,30,0.5333333333333333,0.513888888888889,0.6111111111111112,0.4166666666666667,0.9910870712804264,0.16666666666666666,0.6333333333333333
gemma-3-12b-it,base,3722,-1,question_first_idx3,lowercase_start,1,base,30,0.7333333333333333,0.7,0.6,0.8,0.7269019571707613,0.7,0.6333333333333333
gemma-3-12b-it,base,3723,3,question_first_idx0,lowercase_start,1,base,30,0.8,0.7963800904977376,0.7692307692307693,0.8235294117647058,0.8583063147519401,0.5,0.6333333333333333
gemma-3-12b-it,base,3724,4,question_first_idx0,numeric_zero_index,3,base,30,0.7333333333333333,0.7,0.6,0.8,0.933965250041636,0.7,0.6333333333333333
gemma-3-12b-it,base,3725,-1,question_first_idx2,numeric_zero_index,2,base,30,0.8666666666666667,0.8611111111111112,0.8333333333333334,0.8888888888888888,0.9824541687831442,0.5666666666666667,0.6333333333333333
gemma-3-12b-it,base,3726,0,options_first_idx3,numeric_zero_index,3,base,30,0.5333333333333333,0.513888888888889,0.6111111111111112,0.4166666666666667,0.9886170245634471,0.16666666666666666,0.6333333333333333
gemma-3-12b-it,base,3727,-1,options_first_idx1,numeric_zero_index,3,base,30,0.6,0.569377990430622,0.45454545454545453,0.6842105263157895,0.9315104651089444,0.6333333333333333,0.6333333333333333
gemma-3-12b-it,base,3728,2,options_first_idx0,numeric,1,base,30,0.7333333333333333,0.7285067873303167,0.6923076923076923,0.7647058823529411,0.967669478928432,0.5,0.6333333333333333
gemma-3-12b-it,base,3729,4,question_first_idx4,uppercase_start,0,base,30,0.43333333333333335,0.3772893772893773,0.5641025641025641,0.19047619047619047,0.8993534689058704,0.06666666666666667,0.6333333333333333
gemma-3-12b-it,base,3730,-1,options_first_idx4,uppercase_start,0,base,30,0.5333333333333333,0.513888888888889,0.6111111111111112,0.4166666666666667,0.9658359239861473,0.16666666666666666,0.6333333333333333
gemma-3-12b-it,base,3731,-1,options_first_idx3,lowercase_start,2,base,30,0.5333333333333333,0.513888888888889,0.6111111111111112,0.4166666666666667,0.9025452569670244,0.16666666666666666,0.6333333333333333
gemma-3-12b-it,base,3732,-1,question_first_idx3,lowercase_start,3,base,30,0.6333333333333333,0.6296296296296295,0.6666666666666666,0.5925925925925926,0.827232499081883,0.26666666666666666,0.6333333333333333
gemma-3-12b-it,base,3733,3,options_first_idx0,numeric_zero_index,2,base,30,0.7666666666666667,0.7664071190211346,0.7586206896551724,0.7741935483870968,0.9582412491992794,0.4,0.6333333333333333
gemma-3-12b-it,base,3734,4,question_first_idx2,uppercase_start,3,base,30,0.5666666666666667,0.5661846496106786,0.5806451612903226,0.5517241379310345,0.7931906129601934,0.3333333333333333,0.6333333333333333
gemma-3-12b-it,base,3735,-1,options_first_idx4,numeric,2,base,30,0.7666666666666667,0.7643097643097643,0.7407407407407407,0.7878787878787878,0.9419309220252267,0.4666666666666667,0.6333333333333333
gemma-3-12b-it,base,3736,-1,options_first_idx0,uppercase_start,2,base,30,0.8333333333333334,0.8316498316498316,0.8148148148148148,0.8484848484848485,0.8082442056636431,0.4666666666666667,0.6333333333333333
gemma-3-12b-it,base,3737,-1,question_first_idx1,lowercase_start,2,base,30,0.7,0.699666295884316,0.7096774193548387,0.6896551724137931,0.9414614235639857,0.3333333333333333,0.6333333333333333
gemma-3-12b-it,base,3738,-1,question_first_idx4,numeric_zero_index,1,base,30,0.43333333333333335,0.40070505287896596,0.5405405405405406,0.2608695652173913,0.7981287376289993,0.13333333333333333,0.6333333333333333
gemma-3-12b-it,base,3739,-1,options_first_idx2,lowercase_start,3,base,30,0.7,0.699666295884316,0.7096774193548387,0.6896551724137931,0.7998864376998148,0.3333333333333333,0.6333333333333333
gemma-3-12b-it,base,3740,0,options_first_idx4,numeric,2,base,30,0.8333333333333334,0.8316498316498316,0.8148148148148148,0.8484848484848485,0.9484413717385303,0.4666666666666667,0.6333333333333333
gemma-3-12b-it,base,3741,-1,question_first_idx4,numeric_zero_index,3,base,30,0.7333333333333333,0.6273291925465838,0.42857142857142855,0.8260869565217391,0.8715531570225982,0.9,0.6333333333333333
gemma-3-12b-it,base,3742,0,options_first_idx4,numeric,1,base,30,0.7,0.6827262044653349,0.6086956521739131,0.7567567567567568,0.964441518322938,0.6,0.6333333333333333
gemma-3-12b-it,base,3743,0,options_first_idx0,numeric,1,base,30,0.7,0.696969696969697,0.6666666666666666,0.7272727272727273,0.9504877141920115,0.4666666666666667,0.6333333333333333
gemma-3-12b-it,base,3744,0,options_first_idx1,uppercase_start,3,base,30,0.5,0.4712103407755582,0.5945945945945946,0.34782608695652173,0.9539178839136684,0.13333333333333333,0.6333333333333333
gemma-3-12b-it,base,3745,-1,question_first_idx4,lowercase_start,2,base,30,0.6333333333333333,0.3877551020408163,0.0,0.7755102040816326,0.8562936027071025,1.0,0.6333333333333333
gemma-3-12b-it,base,3746,-1,question_first_idx4,numeric,3,base,30,0.4,0.3891402714932127,0.47058823529411764,0.3076923076923077,0.8148720497511907,0.23333333333333334,0.6333333333333333
gemma-3-12b-it,base,3747,-1,question_first_idx3,uppercase_start,3,base,30,0.6333333333333333,0.6296296296296295,0.6666666666666666,0.5925925925925926,0.823903785727031,0.26666666666666666,0.6333333333333333
gemma-3-12b-it,base,3748,-1,options_first_idx3,lowercase_start,3,base,30,0.43333333333333335,0.3772893772893773,0.5641025641025641,0.19047619047619047,0.9016500275150735,0.06666666666666667,0.6333333333333333
gemma-3-12b-it,base,3749,-1,options_first_idx1,uppercase_start,0,base,30,0.6666666666666666,0.6651785714285714,0.6875,0.6428571428571429,0.9296399742658624,0.3,0.6333333333333333
gemma-3-12b-it,base,3750,3,question_first_idx2,numeric_zero_index,1,base,30,0.8333333333333334,0.8285714285714285,0.8,0.8571428571428571,0.9630627623676615,0.5333333333333333,0.6333333333333333
gemma-3-12b-it,base,3751,0,options_first_idx1,uppercase_start,0,base,30,0.6333333333333333,0.6296296296296295,0.6666666666666666,0.5925925925925926,0.9607550297035953,0.26666666666666666,0.6333333333333333
gemma-3-12b-it,base,3752,3,question_first_idx2,numeric_zero_index,0,base,30,0.7,0.699666295884316,0.7096774193548387,0.6896551724137931,0.996148343657059,0.3333333333333333,0.6333333333333333
gemma-3-12b-it,base,3753,-1,options_first_idx0,numeric_zero_index,0,base,30,0.5666666666666667,0.5542857142857143,0.6285714285714286,0.48,0.887742388415877,0.2,0.6333333333333333
gemma-3-12b-it,base,3754,-1,question_first_idx0,numeric_zero_index,3,base,30,0.8,0.784688995215311,0.7272727272727273,0.8421052631578947,0.9290168439033849,0.6333333333333333,0.6333333333333333
gemma-3-12b-it,base,3755,-1,options_first_idx0,numeric,3,base,30,0.43333333333333335,0.3772893772893773,0.5641025641025641,0.19047619047619047,0.91774601783379,0.06666666666666667,0.6333333333333333
gemma-3-12b-it,base,3756,4,question_first_idx4,numeric_zero_index,0,base,30,0.7666666666666667,0.7532314923619272,0.6956521739130435,0.8108108108108109,0.9750166006378892,0.6,0.6333333333333333
gemma-3-12b-it,base,3757,-1,question_first_idx0,numeric_zero_index,0,base,30,0.6666666666666666,0.625,0.5,0.75,0.8881993767651205,0.7,0.6333333333333333
gemma-3-12b-it,base,3758,1,options_first_idx1,uppercase_start,2,base,30,0.6333333333333333,0.6296296296296295,0.6666666666666666,0.5925925925925926,0.949322820576765,0.26666666666666666,0.6333333333333333
gemma-3-12b-it,base,3759,1,options_first_idx3,uppercase_start,2,base,30,0.6333333333333333,0.6296296296296295,0.6666666666666666,0.5925925925925926,0.9643798709198087,0.26666666666666666,0.6333333333333333
gemma-3-12b-it,base,3760,0,options_first_idx1,lowercase_start,0,base,30,0.5333333333333333,0.513888888888889,0.6111111111111112,0.4166666666666667,0.9745005880152855,0.16666666666666666,0.6333333333333333
gemma-3-12b-it,base,3761,1,question_first_idx0,lowercase_start,3,base,30,0.6333333333333333,0.6296296296296295,0.6666666666666666,0.5925925925925926,0.8271389644376836,0.26666666666666666,0.6333333333333333
gemma-3-12b-it,base,3762,1,question_first_idx1,numeric_zero_index,2,base,30,0.6,0.5927601809954751,0.6470588235294118,0.5384615384615384,0.9522810607647414,0.23333333333333334,0.6333333333333333
gemma-3-12b-it,base,3763,1,options_first_idx0,numeric,3,base,30,0.6,0.5927601809954751,0.6470588235294118,0.5384615384615384,0.9542837802517258,0.23333333333333334,0.6333333333333333
gemma-3-12b-it,base,3764,1,question_first_idx4,lowercase_start,2,base,30,0.7,0.6534017971758665,0.5263157894736842,0.7804878048780488,0.8636282637163883,0.7333333333333333,0.6333333333333333
gemma-3-12b-it,base,3765,-1,options_first_idx0,numeric_zero_index,2,base,30,0.8,0.7963800904977376,0.7692307692307693,0.8235294117647058,0.8516402654033267,0.5,0.6333333333333333
gemma-3-12b-it,base,3766,-1,options_first_idx0,lowercase_start,3,base,30,0.43333333333333335,0.3772893772893773,0.5641025641025641,0.19047619047619047,0.9064525632420726,0.06666666666666667,0.6333333333333333
gemma-3-12b-it,base,3767,-1,question_first_idx4,numeric_zero_index,3,base,30,0.7333333333333333,0.6273291925465838,0.42857142857142855,0.8260869565217391,0.8692795583942794,0.9,0.6333333333333333
gemma-3-12b-it,base,3768,-1,question_first_idx0,numeric,1,base,30,0.8,0.7916666666666667,0.75,0.8333333333333334,0.878728742134074,0.5666666666666667,0.6333333333333333
gemma-3-12b-it,base,3769,-1,question_first_idx3,uppercase_start,3,base,30,0.6333333333333333,0.6296296296296295,0.6666666666666666,0.5925925925925926,0.823903785727031,0.26666666666666666,0.6333333333333333
gemma-3-12b-it,base,3770,3,question_first_idx4,lowercase_start,3,base,30,0.5666666666666667,0.5542857142857143,0.6285714285714286,0.48,0.8437043441886907,0.2,0.6333333333333333
gemma-3-12b-it,base,3771,4,question_first_idx3,numeric_zero_index,3,base,30,0.7666666666666667,0.7643097643097643,0.7407407407407407,0.7878787878787878,0.8962209268308793,0.4666666666666667,0.6333333333333333
gemma-3-12b-it,base,3772,-1,options_first_idx1,lowercase_start,3,base,30,0.8,0.7991071428571428,0.7857142857142857,0.8125,0.9043637253693803,0.43333333333333335,0.6333333333333333
gemma-3-12b-it,base,3773,3,options_first_idx4,uppercase_start,2,base,30,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.7333333333333333,0.963310618580337,0.36666666666666664,0.6333333333333333
gemma-3-12b-it,base,3774,3,question_first_idx0,lowercase_start,1,base,30,0.8,0.7963800904977376,0.7692307692307693,0.8235294117647058,0.8583063147519401,0.5,0.6333333333333333
gemma-3-12b-it,base,3775,3,question_first_idx0,numeric_zero_index,1,base,30,0.7666666666666667,0.7664071190211346,0.7586206896551724,0.7741935483870968,0.9524370978368776,0.4,0.6333333333333333
gemma-3-12b-it,base,3776,-1,question_first_idx3,lowercase_start,2,base,30,0.8666666666666667,0.8642533936651584,0.8461538461538461,0.8823529411764706,0.9208678868827015,0.5,0.6333333333333333
gemma-3-12b-it,base,3777,3,options_first_idx1,lowercase_start,1,base,30,0.5,0.4712103407755582,0.5945945945945946,0.34782608695652173,0.9607048931692626,0.13333333333333333,0.6333333333333333
gemma-3-12b-it,base,3778,-1,options_first_idx1,uppercase_start,1,base,30,0.8,0.7991071428571428,0.7857142857142857,0.8125,0.8882262382776636,0.43333333333333335,0.6333333333333333
gemma-3-12b-it,base,3779,-1,options_first_idx2,numeric,3,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.972532210881585,0.0,0.6333333333333333
gemma-3-12b-it,base,3780,4,options_first_idx2,numeric,0,base,30,0.5333333333333333,0.513888888888889,0.6111111111111112,0.4166666666666667,0.9603833918043605,0.16666666666666666,0.6333333333333333
gemma-3-12b-it,base,3781,3,options_first_idx3,numeric,1,base,30,0.7333333333333333,0.7129186602870814,0.6363636363636364,0.7894736842105263,0.8893545523504843,0.6333333333333333,0.6333333333333333
gemma-3-12b-it,base,3782,3,options_first_idx0,numeric,0,base,30,0.36666666666666664,0.2682926829268293,0.5365853658536586,0.0,0.9922149721431618,0.0,0.6333333333333333
gemma-3-12b-it,base,3783,-1,options_first_idx2,numeric_zero_index,2,base,30,0.8666666666666667,0.8642533936651584,0.8461538461538461,0.8823529411764706,0.9118031130055315,0.5,0.6333333333333333
