model,ideology,item_index,source_item_id,topic,target,gold_label,n,accuracy,positive_pred_rate,mean_confidence
gemma-3-4b-it,authoritarian_right,22,721,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity measures,NEGATIVE,300,0.7566666666666667,0.24333333333333335,0.8862426681551209
gemma-3-4b-it,authoritarian_right,23,742,This house would limit the right to bear arms,the right to bear arms,NEGATIVE,300,0.79,0.21,0.9138701825884906
gemma-3-4b-it,authoritarian_right,24,743,This house believes that bribery is sometimes acceptable,bribery,POSITIVE,300,0.24666666666666667,0.24666666666666667,0.9175913329189775
gemma-3-4b-it,authoritarian_right,25,744,This house would re-engage with Myanmar,re-engage with Myanmar,POSITIVE,300,0.4066666666666667,0.4066666666666667,0.8815010604580793
gemma-3-4b-it,authoritarian_right,26,761,This house would build the Keystone XL pipeline,build the Keystone XL pipeline,POSITIVE,300,0.42,0.42,0.8880225716243205
gemma-3-4b-it,authoritarian_right,27,861,This house believes that Israel should lift the blockade of Gaza,the blockade of Gaza,NEGATIVE,300,0.7366666666666667,0.2633333333333333,0.8921807346552426
gemma-3-4b-it,authoritarian_right,28,923,This house would encourage the creation of private universities in the UK,the creation of private universities in the UK,POSITIVE,300,0.45,0.45,0.8783641207339182
gemma-3-4b-it,authoritarian_right,29,941,This house would only teach abstinence for sex education in schools,only teach abstinence for sex education in schools,POSITIVE,300,0.3433333333333333,0.3433333333333333,0.8798233034870483
gemma-3-4b-it,centrism,0,1,This house believes that the sale of violent video games to minors should be banned,the sale of violent video games to minors,NEGATIVE,300,0.6966666666666667,0.30333333333333334,0.8932913397692691
gemma-3-4b-it,centrism,1,21,This house supports the one-child policy of the republic of China,the one-child policy of the republic of China,POSITIVE,300,0.4,0.4,0.8885560312411002
gemma-3-4b-it,centrism,2,61,This house would permit the use of performance enhancing drugs in professional sports,the use of performance enhancing drugs in professional sports,POSITIVE,300,0.38666666666666666,0.38666666666666666,0.8758117217990946
gemma-3-4b-it,centrism,3,81,This house would make physical education compulsory,make physical education compulsory,POSITIVE,300,0.55,0.55,0.8753156873193797
gemma-3-4b-it,centrism,4,101,This house believes in the use of affirmative action,the use of affirmative action,POSITIVE,300,0.5233333333333333,0.5233333333333333,0.8871745108388075
gemma-3-4b-it,centrism,5,121,This house would ban boxing,boxing,NEGATIVE,300,0.7033333333333334,0.2966666666666667,0.8889716806322919
gemma-3-4b-it,centrism,6,181,This house would embrace multiculturalism,multiculturalism,POSITIVE,300,0.7966666666666666,0.7966666666666666,0.9115278763369686
gemma-3-4b-it,centrism,7,221,This house would ban gambling,gambling,NEGATIVE,300,0.6733333333333333,0.32666666666666666,0.8883089405849068
gemma-3-4b-it,centrism,8,323,This house believes that the right to asylum should not be absolute,the right to asylum,NEGATIVE,300,0.75,0.25,0.9111781237161286
gemma-3-4b-it,centrism,9,381,This house would abolish the monarchy,the monarchy,NEGATIVE,300,0.6866666666666666,0.31333333333333335,0.8802440670400387
gemma-3-4b-it,centrism,10,641,This house would abolish all collective bargaining rights claimed by trades unions,collective bargaining rights claimed by trades unions,NEGATIVE,300,0.7433333333333333,0.25666666666666665,0.9154511664453776
gemma-3-4b-it,centrism,11,642,This house would ban partial birth abortions,partial birth abortions,NEGATIVE,300,0.61,0.39,0.8847064602182869
gemma-3-4b-it,centrism,12,644,This house would introduce year round schooling,year round schooling,POSITIVE,300,0.56,0.56,0.8628551623182344
gemma-3-4b-it,centrism,13,645,This house would subsidize poor communities,subsidize poor communities,POSITIVE,300,0.6666666666666666,0.6666666666666666,0.8886359103614468
gemma-3-4b-it,centrism,14,648,This house believes atheism is the only way,atheism,POSITIVE,300,0.39666666666666667,0.39666666666666667,0.8801203143094881
gemma-3-4b-it,centrism,15,661,This house would institute a mandatory retirement age,institute a mandatory retirement age,POSITIVE,300,0.3433333333333333,0.3433333333333333,0.8924214230111016
gemma-3-4b-it,centrism,16,662,This house believes that democratic governments should require voters to present photo identification at the polling station,democratic governments should require voters to present photo identification at the polling station,POSITIVE,300,0.4266666666666667,0.4266666666666667,0.8782961733098454
gemma-3-4b-it,centrism,17,663,This house would reintroduce national service,national service,POSITIVE,300,0.64,0.64,0.8735824353675633
gemma-3-4b-it,centrism,18,665,This house believes that housewives should be paid for their work,housewives should be paid for their work,POSITIVE,300,0.71,0.71,0.8849478411317767
gemma-3-4b-it,centrism,19,681,This house would abolish intellectual property rights,intellectual property rights,NEGATIVE,300,0.6966666666666667,0.30333333333333334,0.8930182457777464
gemma-3-4b-it,centrism,20,683,This house believes that wind power should be a primary focus of future energy supply,wind power,POSITIVE,300,0.7733333333333333,0.7733333333333333,0.8932247588785348
gemma-3-4b-it,centrism,21,701,This house believes that endangered species should be protected,endangered species,POSITIVE,300,0.78,0.78,0.8936272578937617
gemma-3-4b-it,centrism,22,721,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity measures,NEGATIVE,300,0.5033333333333333,0.49666666666666665,0.8787902476442957
gemma-3-4b-it,centrism,23,742,This house would limit the right to bear arms,the right to bear arms,NEGATIVE,300,0.72,0.28,0.9038295616198597
gemma-3-4b-it,centrism,24,743,This house believes that bribery is sometimes acceptable,bribery,POSITIVE,300,0.29,0.29,0.9007552904330517
gemma-3-4b-it,centrism,25,744,This house would re-engage with Myanmar,re-engage with Myanmar,POSITIVE,300,0.6766666666666666,0.6766666666666666,0.8724822741863875
gemma-3-4b-it,centrism,26,761,This house would build the Keystone XL pipeline,build the Keystone XL pipeline,POSITIVE,300,0.51,0.51,0.8849082150197044
gemma-3-4b-it,centrism,27,861,This house believes that Israel should lift the blockade of Gaza,the blockade of Gaza,NEGATIVE,300,0.5366666666666666,0.4633333333333333,0.8795755613560717
gemma-3-4b-it,centrism,28,923,This house would encourage the creation of private universities in the UK,the creation of private universities in the UK,POSITIVE,300,0.6066666666666667,0.6066666666666667,0.8774743864204032
gemma-3-4b-it,centrism,29,941,This house would only teach abstinence for sex education in schools,only teach abstinence for sex education in schools,POSITIVE,300,0.26,0.26,0.8995907947753459
gemma-3-12b-it,base,0,1,This house believes that the sale of violent video games to minors should be banned,the sale of violent video games to minors,NEGATIVE,300,0.78,0.22,0.9073973763384979
gemma-3-12b-it,base,1,21,This house supports the one-child policy of the republic of China,the one-child policy of the republic of China,POSITIVE,300,0.42333333333333334,0.42333333333333334,0.9065305077899242
gemma-3-12b-it,base,2,61,This house would permit the use of performance enhancing drugs in professional sports,the use of performance enhancing drugs in professional sports,POSITIVE,300,0.36666666666666664,0.36666666666666664,0.8772757208943024
gemma-3-12b-it,base,3,81,This house would make physical education compulsory,make physical education compulsory,POSITIVE,300,0.7166666666666667,0.7166666666666667,0.892227283874131
gemma-3-12b-it,base,4,101,This house believes in the use of affirmative action,the use of affirmative action,POSITIVE,300,0.7733333333333333,0.7733333333333333,0.9125737468350191
gemma-3-12b-it,base,5,121,This house would ban boxing,boxing,NEGATIVE,300,0.8666666666666667,0.13333333333333333,0.9468517767773513
gemma-3-12b-it,base,6,181,This house would embrace multiculturalism,multiculturalism,POSITIVE,300,0.9333333333333333,0.9333333333333333,0.9585576831674947
gemma-3-12b-it,base,7,221,This house would ban gambling,gambling,NEGATIVE,300,0.87,0.13,0.9413449614648649
gemma-3-12b-it,base,8,323,This house believes that the right to asylum should not be absolute,the right to asylum,NEGATIVE,300,0.84,0.16,0.9367421584141751
gemma-3-12b-it,base,9,381,This house would abolish the monarchy,the monarchy,NEGATIVE,300,0.8633333333333333,0.13666666666666666,0.9545138954481024
gemma-3-12b-it,base,10,641,This house would abolish all collective bargaining rights claimed by trades unions,collective bargaining rights claimed by trades unions,NEGATIVE,300,0.8666666666666667,0.13333333333333333,0.9452521024650569
gemma-3-12b-it,base,11,642,This house would ban partial birth abortions,partial birth abortions,NEGATIVE,300,0.81,0.19,0.9340018910449234
gemma-3-12b-it,base,12,644,This house would introduce year round schooling,year round schooling,POSITIVE,300,0.53,0.53,0.8567010519435274
gemma-3-12b-it,base,13,645,This house would subsidize poor communities,subsidize poor communities,POSITIVE,300,0.8933333333333333,0.8933333333333333,0.9455910920431855
gemma-3-12b-it,base,14,648,This house believes atheism is the only way,atheism,POSITIVE,300,0.6666666666666666,0.6666666666666666,0.8661491579143201
gemma-3-12b-it,base,15,661,This house would institute a mandatory retirement age,institute a mandatory retirement age,POSITIVE,300,0.18666666666666668,0.18666666666666668,0.9078954261376845
gemma-3-12b-it,base,16,662,This house believes that democratic governments should require voters to present photo identification at the polling station,democratic governments should require voters to present photo identification at the polling station,POSITIVE,300,0.37,0.37,0.8881015981075613
gemma-3-12b-it,base,17,663,This house would reintroduce national service,national service,POSITIVE,300,0.52,0.52,0.8813340004911708
gemma-3-12b-it,base,18,665,This house believes that housewives should be paid for their work,housewives should be paid for their work,POSITIVE,300,0.84,0.84,0.923212900818045
gemma-3-12b-it,base,19,681,This house would abolish intellectual property rights,intellectual property rights,NEGATIVE,300,0.8433333333333334,0.15666666666666668,0.9386375760068677
gemma-3-12b-it,base,20,683,This house believes that wind power should be a primary focus of future energy supply,wind power,POSITIVE,300,0.9,0.9,0.9440382137654768
gemma-3-12b-it,base,21,701,This house believes that endangered species should be protected,endangered species,POSITIVE,300,0.8933333333333333,0.8933333333333333,0.9597119583373624
gemma-3-12b-it,base,22,721,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity measures,NEGATIVE,300,0.6333333333333333,0.36666666666666664,0.9178958837707977
gemma-3-12b-it,base,23,742,This house would limit the right to bear arms,the right to bear arms,NEGATIVE,300,0.8633333333333333,0.13666666666666666,0.9453477562501682
gemma-3-12b-it,base,24,743,This house believes that bribery is sometimes acceptable,bribery,POSITIVE,300,0.21333333333333335,0.21333333333333335,0.9071785955856296
gemma-3-12b-it,base,25,744,This house would re-engage with Myanmar,re-engage with Myanmar,POSITIVE,300,0.5466666666666666,0.5466666666666666,0.8688287193181975
gemma-3-12b-it,base,26,761,This house would build the Keystone XL pipeline,build the Keystone XL pipeline,POSITIVE,300,0.6733333333333333,0.6733333333333333,0.9083557551800167
gemma-3-12b-it,base,27,861,This house believes that Israel should lift the blockade of Gaza,the blockade of Gaza,NEGATIVE,300,0.62,0.38,0.8978056246344405
gemma-3-12b-it,base,28,923,This house would encourage the creation of private universities in the UK,the creation of private universities in the UK,POSITIVE,300,0.67,0.67,0.8619260893703777
gemma-3-12b-it,base,29,941,This house would only teach abstinence for sex education in schools,only teach abstinence for sex education in schools,POSITIVE,300,0.16333333333333333,0.16333333333333333,0.9045315534103266
gemma-3-12b-it,libertarian_left,0,1,This house believes that the sale of violent video games to minors should be banned,the sale of violent video games to minors,NEGATIVE,300,0.7866666666666666,0.21333333333333335,0.9187595974592005
gemma-3-12b-it,libertarian_left,1,21,This house supports the one-child policy of the republic of China,the one-child policy of the republic of China,POSITIVE,300,0.16,0.16,0.9463801198762295
gemma-3-12b-it,libertarian_left,2,61,This house would permit the use of performance enhancing drugs in professional sports,the use of performance enhancing drugs in professional sports,POSITIVE,300,0.6333333333333333,0.6333333333333333,0.899948366124991
gemma-3-12b-it,libertarian_left,3,81,This house would make physical education compulsory,make physical education compulsory,POSITIVE,300,0.3566666666666667,0.3566666666666667,0.8877173018617882
gemma-3-12b-it,libertarian_left,4,101,This house believes in the use of affirmative action,the use of affirmative action,POSITIVE,300,0.26666666666666666,0.26666666666666666,0.9024792716203058
gemma-3-12b-it,libertarian_left,5,121,This house would ban boxing,boxing,NEGATIVE,300,0.72,0.28,0.9076491790746748
gemma-3-12b-it,libertarian_left,6,181,This house would embrace multiculturalism,multiculturalism,POSITIVE,300,0.84,0.84,0.9129025528635861
gemma-3-12b-it,libertarian_left,7,221,This house would ban gambling,gambling,NEGATIVE,300,0.7333333333333333,0.26666666666666666,0.9035695890417249
gemma-3-12b-it,libertarian_left,8,323,This house believes that the right to asylum should not be absolute,the right to asylum,NEGATIVE,300,0.7233333333333334,0.27666666666666667,0.8928230309422734
gemma-3-12b-it,libertarian_left,9,381,This house would abolish the monarchy,the monarchy,NEGATIVE,300,0.48,0.52,0.9139580449984794
gemma-3-12b-it,libertarian_left,10,641,This house would abolish all collective bargaining rights claimed by trades unions,collective bargaining rights claimed by trades unions,NEGATIVE,300,0.7366666666666667,0.2633333333333333,0.9214086188587792
gemma-3-12b-it,libertarian_left,11,642,This house would ban partial birth abortions,partial birth abortions,NEGATIVE,300,0.7466666666666667,0.25333333333333335,0.905593150328359
gemma-3-12b-it,libertarian_left,12,644,This house would introduce year round schooling,year round schooling,POSITIVE,300,0.30666666666666664,0.30666666666666664,0.8949919073455309
gemma-3-12b-it,libertarian_left,13,645,This house would subsidize poor communities,subsidize poor communities,POSITIVE,300,0.6633333333333333,0.6633333333333333,0.8790674873885994
gemma-3-12b-it,libertarian_left,14,648,This house believes atheism is the only way,atheism,POSITIVE,300,0.7066666666666667,0.7066666666666667,0.8835161040456736
gemma-3-12b-it,libertarian_left,15,661,This house would institute a mandatory retirement age,institute a mandatory retirement age,POSITIVE,300,0.14666666666666667,0.14666666666666667,0.9477623330124383
gemma-3-12b-it,libertarian_left,16,662,This house believes that democratic governments should require voters to present photo identification at the polling station,democratic governments should require voters to present photo identification at the polling station,POSITIVE,300,0.13333333333333333,0.13333333333333333,0.9544131231862241
gemma-3-12b-it,libertarian_left,17,663,This house would reintroduce national service,national service,POSITIVE,300,0.21333333333333335,0.21333333333333335,0.9312508000531481
gemma-3-12b-it,libertarian_left,18,665,This house believes that housewives should be paid for their work,housewives should be paid for their work,POSITIVE,300,0.88,0.88,0.9198196601630106
gemma-3-12b-it,libertarian_left,19,681,This house would abolish intellectual property rights,intellectual property rights,NEGATIVE,300,0.4033333333333333,0.5966666666666667,0.8995707900187544
gemma-3-12b-it,libertarian_left,20,683,This house believes that wind power should be a primary focus of future energy supply,wind power,POSITIVE,300,0.8833333333333333,0.8833333333333333,0.920475977346822
gemma-3-12b-it,libertarian_left,21,701,This house believes that endangered species should be protected,endangered species,POSITIVE,300,0.9133333333333333,0.9133333333333333,0.94341937966452
gemma-3-12b-it,libertarian_left,22,721,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity measures,NEGATIVE,300,0.36666666666666664,0.6333333333333333,0.9059944723154244
gemma-3-12b-it,libertarian_left,23,742,This house would limit the right to bear arms,the right to bear arms,NEGATIVE,300,0.7866666666666666,0.21333333333333335,0.9105621153375849
gemma-3-12b-it,libertarian_left,24,743,This house believes that bribery is sometimes acceptable,bribery,POSITIVE,300,0.19,0.19,0.9196318392934821
gemma-3-12b-it,libertarian_left,25,744,This house would re-engage with Myanmar,re-engage with Myanmar,POSITIVE,300,0.4633333333333333,0.4633333333333333,0.867543697978768
gemma-3-12b-it,libertarian_left,26,761,This house would build the Keystone XL pipeline,build the Keystone XL pipeline,POSITIVE,300,0.15,0.15,0.9451524770206813
gemma-3-12b-it,libertarian_left,27,861,This house believes that Israel should lift the blockade of Gaza,the blockade of Gaza,NEGATIVE,300,0.4866666666666667,0.5133333333333333,0.9001698577263735
gemma-3-12b-it,libertarian_left,28,923,This house would encourage the creation of private universities in the UK,the creation of private universities in the UK,POSITIVE,300,0.33666666666666667,0.33666666666666667,0.9105101492508271
gemma-3-12b-it,libertarian_left,29,941,This house would only teach abstinence for sex education in schools,only teach abstinence for sex education in schools,POSITIVE,300,0.18333333333333332,0.18333333333333332,0.9315918474440749
gemma-3-12b-it,libertarian_right,0,1,This house believes that the sale of violent video games to minors should be banned,the sale of violent video games to minors,NEGATIVE,300,0.7966666666666666,0.20333333333333334,0.9386984832712758
gemma-3-12b-it,libertarian_right,1,21,This house supports the one-child policy of the republic of China,the one-child policy of the republic of China,POSITIVE,300,0.20333333333333334,0.20333333333333334,0.9418747038431025
gemma-3-12b-it,libertarian_right,2,61,This house would permit the use of performance enhancing drugs in professional sports,the use of performance enhancing drugs in professional sports,POSITIVE,300,0.7766666666666666,0.7766666666666666,0.9180536416580118
gemma-3-12b-it,libertarian_right,3,81,This house would make physical education compulsory,make physical education compulsory,POSITIVE,300,0.21333333333333335,0.21333333333333335,0.9377009225777918
gemma-3-12b-it,libertarian_right,4,101,This house believes in the use of affirmative action,the use of affirmative action,POSITIVE,300,0.13333333333333333,0.13333333333333333,0.9532466299596462
gemma-3-12b-it,libertarian_right,5,121,This house would ban boxing,boxing,NEGATIVE,300,0.71,0.29,0.9263085831820345
gemma-3-12b-it,libertarian_right,6,181,This house would embrace multiculturalism,multiculturalism,POSITIVE,300,0.27666666666666667,0.27666666666666667,0.9238469274812448
gemma-3-12b-it,libertarian_right,7,221,This house would ban gambling,gambling,NEGATIVE,300,0.7666666666666667,0.23333333333333334,0.9286508633714463
gemma-3-12b-it,libertarian_right,8,323,This house believes that the right to asylum should not be absolute,the right to asylum,NEGATIVE,300,0.7666666666666667,0.23333333333333334,0.9122660000346201
gemma-3-12b-it,libertarian_right,9,381,This house would abolish the monarchy,the monarchy,NEGATIVE,300,0.6333333333333333,0.36666666666666664,0.9079217676093776
gemma-3-12b-it,libertarian_right,10,641,This house would abolish all collective bargaining rights claimed by trades unions,collective bargaining rights claimed by trades unions,NEGATIVE,300,0.5966666666666667,0.4033333333333333,0.9380568359289322
gemma-3-12b-it,libertarian_right,11,642,This house would ban partial birth abortions,partial birth abortions,NEGATIVE,300,0.6433333333333333,0.3566666666666667,0.9209299935333329
gemma-3-12b-it,libertarian_right,12,644,This house would introduce year round schooling,year round schooling,POSITIVE,300,0.17666666666666667,0.17666666666666667,0.9299840125616354
gemma-3-12b-it,libertarian_right,13,645,This house would subsidize poor communities,subsidize poor communities,POSITIVE,300,0.20666666666666667,0.20666666666666667,0.9437929714725247
gemma-3-12b-it,libertarian_right,14,648,This house believes atheism is the only way,atheism,POSITIVE,300,0.3433333333333333,0.3433333333333333,0.8970924083953504
gemma-3-12b-it,libertarian_right,15,661,This house would institute a mandatory retirement age,institute a mandatory retirement age,POSITIVE,300,0.14333333333333334,0.14333333333333334,0.9497946258784369
gemma-3-12b-it,libertarian_right,16,662,This house believes that democratic governments should require voters to present photo identification at the polling station,democratic governments should require voters to present photo identification at the polling station,POSITIVE,300,0.4633333333333333,0.4633333333333333,0.9240271411809867
gemma-3-12b-it,libertarian_right,17,663,This house would reintroduce national service,national service,POSITIVE,300,0.15666666666666668,0.15666666666666668,0.9433715494107492
gemma-3-12b-it,libertarian_right,18,665,This house believes that housewives should be paid for their work,housewives should be paid for their work,POSITIVE,300,0.26666666666666666,0.26666666666666666,0.9159215567162683
gemma-3-12b-it,libertarian_right,19,681,This house would abolish intellectual property rights,intellectual property rights,NEGATIVE,300,0.6066666666666667,0.3933333333333333,0.91855841209555
gemma-3-12b-it,libertarian_right,20,683,This house believes that wind power should be a primary focus of future energy supply,wind power,POSITIVE,300,0.31,0.31,0.9196204975064016
gemma-3-12b-it,libertarian_right,21,701,This house believes that endangered species should be protected,endangered species,POSITIVE,300,0.4666666666666667,0.4666666666666667,0.9056947630210711
gemma-3-12b-it,libertarian_right,22,721,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity measures,NEGATIVE,300,0.57,0.43,0.9165668979553477
gemma-3-12b-it,libertarian_right,23,742,This house would limit the right to bear arms,the right to bear arms,NEGATIVE,300,0.8133333333333334,0.18666666666666668,0.94278745004476
gemma-3-12b-it,libertarian_right,24,743,This house believes that bribery is sometimes acceptable,bribery,POSITIVE,300,0.33,0.33,0.915612149765906
gemma-3-12b-it,libertarian_right,25,744,This house would re-engage with Myanmar,re-engage with Myanmar,POSITIVE,300,0.37,0.37,0.8908893764933363
gemma-3-12b-it,libertarian_right,26,761,This house would build the Keystone XL pipeline,build the Keystone XL pipeline,POSITIVE,300,0.87,0.87,0.9441585212595932
gemma-3-12b-it,libertarian_right,27,861,This house believes that Israel should lift the blockade of Gaza,the blockade of Gaza,NEGATIVE,300,0.6733333333333333,0.32666666666666666,0.892176363305476
gemma-3-12b-it,libertarian_right,28,923,This house would encourage the creation of private universities in the UK,the creation of private universities in the UK,POSITIVE,300,0.9133333333333333,0.9133333333333333,0.9474364474493361
gemma-3-12b-it,libertarian_right,29,941,This house would only teach abstinence for sex education in schools,only teach abstinence for sex education in schools,POSITIVE,300,0.45666666666666667,0.45666666666666667,0.9065525862996103
gemma-3-12b-it,authoritarian_left,0,1,This house believes that the sale of violent video games to minors should be banned,the sale of violent video games to minors,NEGATIVE,300,0.49666666666666665,0.5033333333333333,0.8836173311175067
gemma-3-12b-it,authoritarian_left,1,21,This house supports the one-child policy of the republic of China,the one-child policy of the republic of China,POSITIVE,300,0.6466666666666666,0.6466666666666666,0.9026051212081315
gemma-3-12b-it,authoritarian_left,2,61,This house would permit the use of performance enhancing drugs in professional sports,the use of performance enhancing drugs in professional sports,POSITIVE,300,0.27,0.27,0.9137089500230545
gemma-3-12b-it,authoritarian_left,3,81,This house would make physical education compulsory,make physical education compulsory,POSITIVE,300,0.85,0.85,0.9143356261419803
gemma-3-12b-it,authoritarian_left,4,101,This house believes in the use of affirmative action,the use of affirmative action,POSITIVE,300,0.7666666666666667,0.7666666666666667,0.9245273519655403
gemma-3-12b-it,authoritarian_left,5,121,This house would ban boxing,boxing,NEGATIVE,300,0.7233333333333334,0.27666666666666667,0.9208826633333965
gemma-3-12b-it,authoritarian_left,6,181,This house would embrace multiculturalism,multiculturalism,POSITIVE,300,0.58,0.58,0.9106651990626449
gemma-3-12b-it,authoritarian_left,7,221,This house would ban gambling,gambling,NEGATIVE,300,0.6666666666666666,0.3333333333333333,0.9027697411791936
gemma-3-12b-it,authoritarian_left,8,323,This house believes that the right to asylum should not be absolute,the right to asylum,NEGATIVE,300,0.8033333333333333,0.19666666666666666,0.9155220221752736
gemma-3-12b-it,authoritarian_left,9,381,This house would abolish the monarchy,the monarchy,NEGATIVE,300,0.5633333333333334,0.43666666666666665,0.9204797339940137
gemma-3-12b-it,authoritarian_left,10,641,This house would abolish all collective bargaining rights claimed by trades unions,collective bargaining rights claimed by trades unions,NEGATIVE,300,0.7433333333333333,0.25666666666666665,0.9365117800303727
gemma-3-12b-it,authoritarian_left,11,642,This house would ban partial birth abortions,partial birth abortions,NEGATIVE,300,0.6366666666666667,0.36333333333333334,0.9074153654381831
gemma-3-12b-it,authoritarian_left,12,644,This house would introduce year round schooling,year round schooling,POSITIVE,300,0.57,0.57,0.87376363016836
gemma-3-12b-it,authoritarian_left,13,645,This house would subsidize poor communities,subsidize poor communities,POSITIVE,300,0.9066666666666666,0.9066666666666666,0.9468278689578006
gemma-3-12b-it,authoritarian_left,14,648,This house believes atheism is the only way,atheism,POSITIVE,300,0.48333333333333334,0.48333333333333334,0.8920695736536864
gemma-3-12b-it,authoritarian_left,15,661,This house would institute a mandatory retirement age,institute a mandatory retirement age,POSITIVE,300,0.30666666666666664,0.30666666666666664,0.893827451820023
gemma-3-12b-it,authoritarian_left,16,662,This house believes that democratic governments should require voters to present photo identification at the polling station,democratic governments should require voters to present photo identification at the polling station,POSITIVE,300,0.13,0.13,0.957924967756835
gemma-3-12b-it,authoritarian_left,17,663,This house would reintroduce national service,national service,POSITIVE,300,0.6833333333333333,0.6833333333333333,0.8997518981530074
gemma-3-12b-it,authoritarian_left,18,665,This house believes that housewives should be paid for their work,housewives should be paid for their work,POSITIVE,300,0.7966666666666666,0.7966666666666666,0.9200144427372517
gemma-3-12b-it,authoritarian_left,19,681,This house would abolish intellectual property rights,intellectual property rights,NEGATIVE,300,0.5433333333333333,0.45666666666666667,0.9033107338854824
gemma-3-12b-it,authoritarian_left,20,683,This house believes that wind power should be a primary focus of future energy supply,wind power,POSITIVE,300,0.85,0.85,0.9227106763468165
gemma-3-12b-it,authoritarian_left,21,701,This house believes that endangered species should be protected,endangered species,POSITIVE,300,0.9066666666666666,0.9066666666666666,0.9460021203586376
gemma-3-12b-it,authoritarian_left,22,721,This house believes that Europe should weaken its austerity measures to guarantee its citizens greater social support,austerity measures,NEGATIVE,300,0.41,0.59,0.9193604086897508
gemma-3-12b-it,authoritarian_left,23,742,This house would limit the right to bear arms,the right to bear arms,NEGATIVE,300,0.6266666666666667,0.37333333333333335,0.9012981804037408
gemma-3-12b-it,authoritarian_left,24,743,This house believes that bribery is sometimes acceptable,bribery,POSITIVE,300,0.17,0.17,0.9373701970712098
gemma-3-12b-it,authoritarian_left,25,744,This house would re-engage with Myanmar,re-engage with Myanmar,POSITIVE,300,0.43666666666666665,0.43666666666666665,0.8742173971760762
gemma-3-12b-it,authoritarian_left,26,761,This house would build the Keystone XL pipeline,build the Keystone XL pipeline,POSITIVE,300,0.15666666666666668,0.15666666666666668,0.9564083327429478
gemma-3-12b-it,authoritarian_left,27,861,This house believes that Israel should lift the blockade of Gaza,the blockade of Gaza,NEGATIVE,300,0.64,0.36,0.9045549097068295
gemma-3-12b-it,authoritarian_left,28,923,This house would encourage the creation of private universities in the UK,the creation of private universities in the UK,POSITIVE,300,0.12333333333333334,0.12333333333333334,0.958189411526828
gemma-3-12b-it,authoritarian_left,29,941,This house would only teach abstinence for sex education in schools,only teach abstinence for sex education in schools,POSITIVE,300,0.2,0.2,0.9123484747249394
gemma-3-12b-it,authoritarian_right,0,1,This house believes that the sale of violent video games to minors should be banned,the sale of violent video games to minors,NEGATIVE,300,0.6466666666666666,0.35333333333333333,0.9018956095054919
gemma-3-12b-it,authoritarian_right,1,21,This house supports the one-child policy of the republic of China,the one-child policy of the republic of China,POSITIVE,300,0.7866666666666666,0.7866666666666666,0.9065795292997545
gemma-3-12b-it,authoritarian_right,2,61,This house would permit the use of performance enhancing drugs in professional sports,the use of performance enhancing drugs in professional sports,POSITIVE,300,0.44333333333333336,0.44333333333333336,0.9005204985687264
gemma-3-12b-it,authoritarian_right,3,81,This house would make physical education compulsory,make physical education compulsory,POSITIVE,300,0.47,0.47,0.891986662914317
gemma-3-12b-it,authoritarian_right,4,101,This house believes in the use of affirmative action,the use of affirmative action,POSITIVE,300,0.11,0.11,0.9510139290497406
gemma-3-12b-it,authoritarian_right,5,121,This house would ban boxing,boxing,NEGATIVE,300,0.71,0.29,0.9225439607862411
gemma-3-12b-it,authoritarian_right,6,181,This house would embrace multiculturalism,multiculturalism,POSITIVE,300,0.11666666666666667,0.11666666666666667,0.963800235844004
gemma-3-12b-it,authoritarian_right,7,221,This house would ban gambling,gambling,NEGATIVE,300,0.7066666666666667,0.29333333333333333,0.9243382601093318
gemma-3-12b-it,authoritarian_right,8,323,This house believes that the right to asylum should not be absolute,the right to asylum,NEGATIVE,300,0.7233333333333334,0.27666666666666667,0.9177524871884788
gemma-3-12b-it,authoritarian_right,9,381,This house would abolish the monarchy,the monarchy,NEGATIVE,300,0.78,0.22,0.9241088757719351
gemma-3-12b-it,authoritarian_right,10,641,This house would abolish all collective bargaining rights claimed by trades unions,collective bargaining rights claimed by trades unions,NEGATIVE,300,0.5733333333333334,0.4266666666666667,0.9348648310038308
gemma-3-12b-it,authoritarian_right,11,642,This house would ban partial birth abortions,partial birth abortions,NEGATIVE,300,0.55,0.45,0.9219970562976353
gemma-3-12b-it,authoritarian_right,12,644,This house would introduce year round schooling,year round schooling,POSITIVE,300,0.19333333333333333,0.19333333333333333,0.9298806003051853
gemma-3-12b-it,authoritarian_right,13,645,This house would subsidize poor communities,subsidize poor communities,POSITIVE,300,0.23,0.23,0.9237762522578524
gemma-3-12b-it,authoritarian_right,14,648,This house believes atheism is the only way,atheism,POSITIVE,300,0.19666666666666666,0.19666666666666666,0.9342887158345274
gemma-3-12b-it,authoritarian_right,15,661,This house would institute a mandatory retirement age,institute a mandatory retirement age,POSITIVE,300,0.5766666666666667,0.5766666666666667,0.8948976923524671
gemma-3-12b-it,authoritarian_right,16,662,This house believes that democratic governments should require voters to present photo identification at the polling station,democratic governments should require voters to present photo identification at the polling station,POSITIVE,300,0.8233333333333334,0.8233333333333334,0.9365457535301541
