model,ideology,target,context_combo,instr_combo,persona_combo,mean_p_hate,mean_item_dispersion
Qwen/Qwen3-32B,authoritarian_right,christians,absent,4,long_idx2,0.412843228818418,0.12781985424167155
Qwen/Qwen3-32B,authoritarian_right,christians,Ctx_1,6,short_idx1,0.4132996779662353,0.13221205610447126
Qwen/Qwen3-32B,authoritarian_right,asian people,Ctx_0,0,long_idx0,0.48640836251748576,0.1565032847987981
Qwen/Qwen3-32B,authoritarian_right,men,absent,7,short_idx0,0.5221811643949859,0.13947974935710356
Qwen/Qwen3-32B,authoritarian_right,jews,Ctx_3,3,long_idx2,0.5632224326377159,0.15479599188481596
Qwen/Qwen3-32B,authoritarian_right,asian people,absent,2,short_idx2,0.5394553450850753,0.1629638297533317
Qwen/Qwen3-32B,authoritarian_right,latinx people,Ctx_2,0,short_idx0,0.5341308496377848,0.1449848936516663
Qwen/Qwen3-32B,authoritarian_right,jews,absent,9,short_idx2,0.335211418770455,0.16664945346759683
Qwen/Qwen3-32B,authoritarian_right,christians,Ctx_0,6,short_idx1,0.4365870344030249,0.12590160260740182
Qwen/Qwen3-32B,authoritarian_right,women,absent,2,long_idx3,0.509520086798224,0.15559274642085014
Qwen/Qwen3-32B,authoritarian_right,jews,absent,2,long_idx3,0.5362079494350307,0.16431127886854913
Qwen/Qwen3-32B,authoritarian_right,lgbtq+ people,absent,7,short_idx0,0.7081003504114466,0.12692711553284647
Qwen/Qwen3-32B,authoritarian_right,lgbtq+ people,absent,0,short_idx0,0.636540902627481,0.14136121907107485
Qwen/Qwen3-32B,authoritarian_right,women,Ctx_3,5,short_idx4,0.4195182674281948,0.15798151634051288
Qwen/Qwen3-32B,authoritarian_right,women,Ctx_4,1,short_idx1,0.5192582700345609,0.16150992825537655
Qwen/Qwen3-32B,authoritarian_right,white people,Ctx_2,9,long_idx3,0.6300986922897018,0.14590998994881865
Qwen/Qwen3-32B,authoritarian_right,muslims,Ctx_1,2,long_idx2,0.4262423816027942,0.17917875661906246
Qwen/Qwen3-32B,authoritarian_right,lgbtq+ people,absent,5,short_idx2,0.6746327855565526,0.1427324356195026
Qwen/Qwen3-32B,authoritarian_right,asian people,absent,0,long_idx3,0.3886652622852956,0.14939433832035787
Qwen/Qwen3-32B,authoritarian_right,jews,absent,3,short_idx1,0.35576525393191044,0.1892103436056003
Qwen/Qwen3-32B,authoritarian_right,jews,Ctx_3,8,short_idx1,0.5789651469783382,0.15020535900545726
Qwen/Qwen3-32B,authoritarian_right,men,absent,4,short_idx4,0.5357800389195347,0.1469554715968498
Qwen/Qwen3-32B,authoritarian_right,muslims,Ctx_0,8,long_idx3,0.4749401825684327,0.15948728286225874
Qwen/Qwen3-32B,authoritarian_right,jews,Ctx_2,2,long_idx3,0.6457920074462891,0.11678071449193146
Qwen/Qwen3-32B,authoritarian_right,muslims,Ctx_2,5,short_idx0,0.4797746841613953,0.16445893898428487
Qwen/Qwen3-32B,authoritarian_right,jews,Ctx_3,9,short_idx4,0.45589740569885073,0.1759389018182804
Qwen/Qwen3-32B,authoritarian_right,women,Ctx_1,2,short_idx3,0.3919412653009455,0.14048918277932773
Qwen/Qwen3-32B,authoritarian_right,latinx people,absent,0,short_idx1,0.4998565078139663,0.16762773620645818
Qwen/Qwen3-32B,authoritarian_right,latinx people,absent,9,short_idx1,0.35721791470730985,0.172578202364552
Qwen/Qwen3-32B,authoritarian_right,asian people,Ctx_0,0,short_idx1,0.4928061439468338,0.15121477926058796
Qwen/Qwen3-32B,authoritarian_right,men,Ctx_0,1,short_idx3,0.4027829528212905,0.14271678564732979
Qwen/Qwen3-32B,authoritarian_right,jews,absent,8,long_idx3,0.5098089727911506,0.1388041475589713
Qwen/Qwen3-32B,authoritarian_right,white people,absent,2,long_idx1,0.5344191771727782,0.1641158830037469
Qwen/Qwen3-32B,authoritarian_right,lgbtq+ people,absent,2,short_idx1,0.6224043562605575,0.16650597204093462
Qwen/Qwen3-32B,authoritarian_right,christians,absent,8,long_idx3,0.3333881395357149,0.11288670185128902
Qwen/Qwen3-32B,authoritarian_right,latinx people,Ctx_2,1,long_idx1,0.5881391702829538,0.13244969238546872
Qwen/Qwen3-32B,authoritarian_right,muslims,absent,0,long_idx4,0.5062936003859695,0.16700302287568916
Qwen/Qwen3-32B,authoritarian_right,women,absent,6,short_idx2,0.5695449955112584,0.14223471221138406
Qwen/Qwen3-32B,authoritarian_right,women,Ctx_0,1,long_idx0,0.3353607418300869,0.150096602351382
Qwen/Qwen3-32B,authoritarian_right,men,absent,5,short_idx3,0.387395237301205,0.15003841742352075
Qwen/Qwen3-32B,authoritarian_right,muslims,Ctx_4,5,short_idx3,0.6413524845340947,0.14557773461584603
Qwen/Qwen3-32B,authoritarian_right,men,Ctx_1,4,short_idx1,0.5200301791812565,0.14253130385664595
Qwen/Qwen3-32B,authoritarian_right,white people,Ctx_4,4,long_idx3,0.6949668804088512,0.12319889456146801
Qwen/Qwen3-32B,authoritarian_right,christians,absent,0,short_idx0,0.3497247323617563,0.13443012657410475
Qwen/Qwen3-32B,authoritarian_right,black people,absent,4,short_idx2,0.6424602359622806,0.13450069576638188
Qwen/Qwen3-32B,authoritarian_right,black people,absent,2,long_idx1,0.5871829299239425,0.15103708749161382
Qwen/Qwen3-32B,authoritarian_right,white people,Ctx_2,2,short_idx0,0.4613290735193201,0.15635844950449537
Qwen/Qwen3-32B,authoritarian_right,women,Ctx_4,4,long_idx4,0.7053908213480815,0.12077954141048602
Qwen/Qwen3-32B,authoritarian_right,asian people,Ctx_2,0,short_idx2,0.5448287127612231,0.13094402262875343
Qwen/Qwen3-32B,authoritarian_right,jews,absent,1,long_idx4,0.456617873710197,0.15532201373397592
Qwen/Qwen3-32B,authoritarian_right,white people,Ctx_1,7,short_idx4,0.488434886073207,0.1764700138521805
Qwen/Qwen3-32B,authoritarian_right,women,Ctx_4,1,long_idx0,0.50621409029574,0.1501241969954563
Qwen/Qwen3-32B,authoritarian_right,lgbtq+ people,absent,8,short_idx1,0.600431883299315,0.1605143191267711
Qwen/Qwen3-32B,authoritarian_right,jews,Ctx_2,7,short_idx2,0.6585582670148786,0.12406619292951646
Qwen/Qwen3-32B,authoritarian_right,asian people,Ctx_1,4,long_idx3,0.6157970485744534,0.11581494057103195
Qwen/Qwen3-32B,authoritarian_right,jews,Ctx_3,3,short_idx4,0.5266233936802402,0.17460738820224284
Qwen/Qwen3-32B,authoritarian_right,christians,Ctx_0,5,long_idx3,0.389955692463093,0.12662955240607202
Qwen/Qwen3-32B,authoritarian_right,latinx people,absent,8,long_idx4,0.6024101804326605,0.14181535691174454
Qwen/Qwen3-32B,authoritarian_right,black people,Ctx_4,9,long_idx3,0.6549991229632953,0.145396151240197
Qwen/Qwen3-32B,authoritarian_right,christians,Ctx_3,3,long_idx2,0.37569840462716136,0.1391967097803569
Qwen/Qwen3-32B,authoritarian_right,black people,Ctx_4,5,long_idx2,0.7547900454776065,0.11962255241185729
Qwen/Qwen3-32B,authoritarian_right,asian people,Ctx_3,7,short_idx1,0.5241322388520112,0.14322531444230588
Qwen/Qwen3-32B,authoritarian_right,women,absent,7,short_idx2,0.5847308671510255,0.14113950036717524
Qwen/Qwen3-32B,authoritarian_right,lgbtq+ people,Ctx_1,1,short_idx0,0.6186050896172051,0.13760187479512845
Qwen/Qwen3-32B,authoritarian_right,muslims,absent,2,long_idx4,0.5139722050847234,0.16427688624404999
Qwen/Qwen3-32B,authoritarian_right,white people,absent,6,short_idx1,0.5567579298048048,0.15899348478491962
Qwen/Qwen3-32B,authoritarian_right,white people,Ctx_1,1,long_idx4,0.5126602069751637,0.1662140158549117
Qwen/Qwen3-32B,authoritarian_right,women,absent,8,long_idx0,0.4369705589683922,0.13747772701952835
Qwen/Qwen3-32B,authoritarian_right,black people,Ctx_1,9,long_idx0,0.49408211006416575,0.17282038643661127
Qwen/Qwen3-32B,authoritarian_right,white people,absent,7,long_idx2,0.5397250086695582,0.1518988363906621
Qwen/Qwen3-32B,authoritarian_right,black people,Ctx_0,5,short_idx1,0.6009477323239988,0.14905407222708075
Qwen/Qwen3-32B,authoritarian_right,women,Ctx_3,0,long_idx2,0.4519600166572823,0.13741070123375118
Qwen/Qwen3-32B,authoritarian_right,jews,Ctx_0,1,long_idx1,0.45794771956251906,0.16569207350928788
Qwen/Qwen3-32B,authoritarian_right,muslims,Ctx_4,1,long_idx1,0.48788773476540503,0.17612464153547822
Qwen/Qwen3-32B,authoritarian_right,jews,absent,0,short_idx2,0.5729907482593983,0.15230676283191824
Qwen/Qwen3-32B,authoritarian_right,christians,absent,4,short_idx0,0.47638622203746717,0.12519110250278018
Qwen/Qwen3-32B,authoritarian_right,white people,absent,4,long_idx0,0.5634389424825216,0.16271432180114248
Qwen/Qwen3-32B,authoritarian_right,black people,absent,7,short_idx2,0.6795371330536164,0.12623189868292967
Qwen/Qwen3-32B,authoritarian_right,christians,Ctx_4,2,long_idx1,0.44622167667469104,0.12802326427616798
Qwen/Qwen3-32B,authoritarian_right,men,absent,9,short_idx4,0.3053976694742839,0.15294557482551457
Qwen/Qwen3-32B,authoritarian_right,jews,absent,0,short_idx0,0.530393603327754,0.1530062632098541
Qwen/Qwen3-32B,authoritarian_right,white people,Ctx_2,5,long_idx0,0.5604821683408262,0.1662171095391255
Qwen/Qwen3-32B,authoritarian_right,lgbtq+ people,Ctx_1,8,long_idx1,0.6106565779035872,0.16193185349179617
Qwen/Qwen3-32B,authoritarian_right,jews,absent,4,short_idx0,0.6652144984798031,0.123151052017305
Qwen/Qwen3-32B,authoritarian_right,muslims,absent,8,long_idx0,0.43302424605544265,0.15545502884204696
Qwen/Qwen3-32B,authoritarian_right,white people,Ctx_2,2,long_idx4,0.5454856282597905,0.15195224116672892
Qwen/Qwen3-32B,authoritarian_right,muslims,Ctx_0,4,long_idx0,0.5406463955257748,0.16137691410537214
Qwen/Qwen3-32B,authoritarian_right,men,absent,7,short_idx0,0.5221811643949859,0.13947974935710356
Qwen/Qwen3-32B,authoritarian_right,black people,absent,7,short_idx4,0.5205279628077785,0.17060367155427886
Qwen/Qwen3-32B,authoritarian_right,christians,Ctx_0,0,long_idx3,0.3516954845852322,0.12569635300372886
Qwen/Qwen3-32B,authoritarian_right,lgbtq+ people,Ctx_3,5,short_idx4,0.6103448953714457,0.16456964257447323
Qwen/Qwen3-32B,authoritarian_right,christians,absent,2,short_idx4,0.32794277088062185,0.15300682488357467
Qwen/Qwen3-32B,authoritarian_right,men,absent,5,short_idx0,0.44691201230069183,0.1411305959051867
Qwen/Qwen3-32B,authoritarian_right,black people,absent,3,long_idx2,0.37247614244799,0.14853570094286128
Qwen/Qwen3-32B,authoritarian_right,lgbtq+ people,absent,3,short_idx2,0.48979475691511826,0.18289209046616434
Qwen/Qwen3-32B,authoritarian_right,black people,Ctx_0,6,long_idx1,0.6150239222758526,0.1369753602115774
Qwen/Qwen3-32B,authoritarian_right,christians,Ctx_1,9,long_idx4,0.28798514013891824,0.13635297760242587
Qwen/Qwen3-32B,authoritarian_right,white people,absent,9,short_idx1,0.3234722950795033,0.1743210372967749
Qwen/Qwen3-32B,authoritarian_right,lgbtq+ people,Ctx_3,4,long_idx2,0.7377592493463923,0.10986656870161758
Qwen/Qwen3-32B,authoritarian_right,black people,Ctx_2,3,short_idx3,0.632698849514798,0.14705776597550432
Qwen/Qwen3-32B,authoritarian_right,latinx people,Ctx_0,9,short_idx2,0.461078838543133,0.1603413211849837
Qwen/Qwen3-32B,authoritarian_right,men,absent,7,short_idx2,0.5682867325104035,0.12932879332712893
Qwen/Qwen3-32B,authoritarian_right,muslims,Ctx_1,1,short_idx0,0.35774545411805847,0.15068709085199544
Qwen/Qwen3-32B,authoritarian_right,christians,Ctx_2,8,long_idx3,0.4528441386179881,0.12549951684409674
Qwen/Qwen3-32B,authoritarian_right,christians,Ctx_0,5,short_idx3,0.3867462576330603,0.14078969543450992
Qwen/Qwen3-32B,authoritarian_right,latinx people,absent,6,long_idx4,0.636158708337549,0.12234192422498551
Qwen/Qwen3-32B,authoritarian_right,lgbtq+ people,absent,4,long_idx0,0.6943574051957231,0.1326423958915792
Qwen/Qwen3-32B,authoritarian_right,muslims,absent,7,long_idx3,0.5182719645915447,0.15245840169472602
Qwen/Qwen3-32B,authoritarian_right,men,absent,5,short_idx4,0.3369093771811362,0.15159431124983885
Qwen/Qwen3-32B,authoritarian_right,jews,Ctx_1,7,long_idx0,0.5026063374928884,0.1636503049195272
Qwen/Qwen3-32B,authoritarian_right,christians,Ctx_2,8,long_idx4,0.43296344001013953,0.13989573183423634
Qwen/Qwen3-32B,authoritarian_right,lgbtq+ people,absent,5,short_idx4,0.475469789705477,0.17783923639881624
Qwen/Qwen3-32B,authoritarian_right,men,absent,0,short_idx1,0.4395556578765044,0.16180783987491285
Qwen/Qwen3-32B,authoritarian_right,latinx people,absent,1,short_idx0,0.48317676693111566,0.17323770951394896
Qwen/Qwen3-32B,authoritarian_right,latinx people,absent,9,long_idx2,0.3707045592345275,0.1604664880972371
Qwen/Qwen3-32B,authoritarian_right,black people,Ctx_4,9,long_idx4,0.6015069749620225,0.1582259461037219
Qwen/Qwen3-32B,authoritarian_right,women,Ctx_2,6,short_idx4,0.5470034968745601,0.13607290966573307
Qwen/Qwen3-32B,authoritarian_right,latinx people,absent,6,short_idx0,0.6108349808701524,0.1330529559246471
Qwen/Qwen3-32B,authoritarian_right,asian people,Ctx_1,9,short_idx1,0.312565961041608,0.1471830042282381
Qwen/Qwen3-32B,authoritarian_right,lgbtq+ people,Ctx_1,0,short_idx1,0.5461585242469031,0.16322067277030544
Qwen/Qwen3-32B,authoritarian_right,lgbtq+ people,Ctx_2,6,long_idx3,0.7775127880566113,0.09980277102104984
Qwen/Qwen3-32B,authoritarian_right,latinx people,Ctx_2,3,long_idx1,0.5803120329573348,0.14347555608957382
Qwen/Qwen3-32B,authoritarian_right,muslims,absent,0,long_idx1,0.43293612139361043,0.173738498516715
Qwen/Qwen3-32B,authoritarian_right,black people,Ctx_2,4,short_idx0,0.6832924719687339,0.11642399226927243
Qwen/Qwen3-32B,libertarian_left,asian people,Ctx_4,8,short_idx4,0.621765503296265,0.14256475010223257
Qwen/Qwen3-32B,libertarian_left,women,absent,1,long_idx3,0.3499649351423567,0.12867890881189323
Qwen/Qwen3-32B,libertarian_left,women,Ctx_2,8,long_idx2,0.5468883686237507,0.12547834894717158
Qwen/Qwen3-32B,libertarian_left,asian people,absent,7,long_idx2,0.47218103666563294,0.13828020542596742
Qwen/Qwen3-32B,libertarian_left,women,Ctx_2,6,short_idx0,0.5651112977448884,0.12223996301788163
Qwen/Qwen3-32B,libertarian_left,christians,absent,8,long_idx3,0.2945660653415027,0.09157125374957104
Qwen/Qwen3-32B,libertarian_left,men,Ctx_4,5,long_idx0,0.5728569574900217,0.14293651862026746
Qwen/Qwen3-32B,libertarian_left,christians,absent,6,short_idx4,0.3885060215855504,0.11393367564302276
Qwen/Qwen3-32B,libertarian_left,jews,Ctx_1,2,short_idx0,0.481850495209565,0.15102962165366154
Qwen/Qwen3-32B,libertarian_left,women,absent,1,short_idx0,0.39821045677941125,0.1447344174093022
Qwen/Qwen3-32B,libertarian_left,christians,Ctx_0,0,short_idx1,0.3225916198066047,0.12242988145176828
Qwen/Qwen3-32B,libertarian_left,jews,absent,4,short_idx4,0.5251989908762522,0.12466496877667149
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,Ctx_4,6,long_idx3,0.8099455790476756,0.0719831062018205
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,Ctx_0,1,short_idx4,0.5156174679776212,0.15272222149849893
Qwen/Qwen3-32B,libertarian_left,latinx people,absent,1,short_idx3,0.42272227519267314,0.1470068103330372
Qwen/Qwen3-32B,libertarian_left,latinx people,Ctx_1,8,long_idx0,0.4839885012881534,0.16108280665131672
Qwen/Qwen3-32B,libertarian_left,asian people,absent,2,short_idx0,0.5505896674262153,0.14826177482076505
Qwen/Qwen3-32B,libertarian_left,christians,absent,4,short_idx2,0.40943682157957517,0.11159606167482478
Qwen/Qwen3-32B,libertarian_left,white people,Ctx_3,5,long_idx4,0.43702464776712135,0.1601515338375735
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,absent,4,long_idx0,0.6534415637408649,0.10868669177562679
Qwen/Qwen3-32B,libertarian_left,asian people,absent,3,short_idx1,0.2807635917319908,0.1522511540768845
Qwen/Qwen3-32B,libertarian_left,white people,absent,8,long_idx4,0.4733333100785722,0.14763354290779615
Qwen/Qwen3-32B,libertarian_left,asian people,Ctx_4,3,long_idx1,0.5137435294486381,0.15496143803658388
Qwen/Qwen3-32B,libertarian_left,white people,absent,0,short_idx0,0.38511502348982896,0.14754266196873564
Qwen/Qwen3-32B,libertarian_left,white people,Ctx_1,7,short_idx4,0.5075217438889695,0.1558578421302029
Qwen/Qwen3-32B,libertarian_left,men,absent,5,long_idx1,0.43563870266751126,0.13218891873719138
Qwen/Qwen3-32B,libertarian_left,latinx people,absent,4,long_idx2,0.6370490678437837,0.12404221025329074
Qwen/Qwen3-32B,libertarian_left,white people,absent,1,short_idx2,0.36209394552328206,0.15715800654815193
Qwen/Qwen3-32B,libertarian_left,christians,Ctx_1,7,short_idx4,0.3567586303115249,0.1267137292059422
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,Ctx_4,3,long_idx3,0.7141193699192356,0.12257724947173025
Qwen/Qwen3-32B,libertarian_left,christians,absent,4,short_idx2,0.40943682157957517,0.11159606167482478
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,absent,5,short_idx0,0.5561633725782057,0.14940144127023006
Qwen/Qwen3-32B,libertarian_left,asian people,Ctx_2,9,short_idx4,0.43192896828637106,0.14378259356549647
Qwen/Qwen3-32B,libertarian_left,black people,absent,1,short_idx0,0.43556467119279924,0.16185906047627083
Qwen/Qwen3-32B,libertarian_left,white people,absent,5,short_idx3,0.4229824822228234,0.1664013368766367
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,Ctx_3,8,long_idx1,0.6189853078252202,0.12433603612824534
Qwen/Qwen3-32B,libertarian_left,black people,Ctx_2,6,long_idx1,0.6954216957092285,0.10131668800933313
Qwen/Qwen3-32B,libertarian_left,latinx people,Ctx_0,2,long_idx3,0.5214530899002029,0.12988131645002035
Qwen/Qwen3-32B,libertarian_left,latinx people,Ctx_4,9,short_idx4,0.5320023717107,0.15965456092535615
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,Ctx_3,1,short_idx4,0.6461684080931518,0.11879222735716449
Qwen/Qwen3-32B,libertarian_left,men,Ctx_4,2,long_idx1,0.5562005329418469,0.1270441433332132
Qwen/Qwen3-32B,libertarian_left,muslims,absent,2,long_idx0,0.5230389672356683,0.1481979847816186
Qwen/Qwen3-32B,libertarian_left,women,Ctx_3,2,long_idx2,0.519294936377723,0.11658559721615017
Qwen/Qwen3-32B,libertarian_left,latinx people,absent,3,short_idx1,0.313900263101847,0.1626806967196844
Qwen/Qwen3-32B,libertarian_left,asian people,absent,3,long_idx2,0.35886873067678277,0.1358130712389058
Qwen/Qwen3-32B,libertarian_left,black people,absent,6,long_idx1,0.6338542345407847,0.11430444383748799
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,Ctx_0,8,short_idx4,0.6509580182599591,0.14721766490189991
Qwen/Qwen3-32B,libertarian_left,asian people,absent,3,long_idx1,0.3654067638042095,0.13958933442701166
Qwen/Qwen3-32B,libertarian_left,latinx people,Ctx_3,0,long_idx4,0.4315219841919862,0.13498305315623382
Qwen/Qwen3-32B,libertarian_left,women,absent,3,short_idx4,0.3663303959477055,0.14960450740042003
Qwen/Qwen3-32B,libertarian_left,asian people,Ctx_1,3,short_idx3,0.5330926419736387,0.14791340178897633
Qwen/Qwen3-32B,libertarian_left,latinx people,absent,3,long_idx1,0.4094692235952383,0.14754898684276868
Qwen/Qwen3-32B,libertarian_left,white people,absent,7,short_idx4,0.3747114777207017,0.1516509498415235
Qwen/Qwen3-32B,libertarian_left,women,Ctx_0,7,long_idx2,0.5000524893179312,0.12506732432045936
Qwen/Qwen3-32B,libertarian_left,men,absent,6,short_idx3,0.5237841419987492,0.13542967153910934
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,absent,4,long_idx0,0.6534415637408649,0.10868669177562679
Qwen/Qwen3-32B,libertarian_left,women,Ctx_0,4,long_idx1,0.6080194478994375,0.12953229694334525
Qwen/Qwen3-32B,libertarian_left,muslims,absent,1,long_idx3,0.2746593486797344,0.13284607210046928
Qwen/Qwen3-32B,libertarian_left,jews,absent,0,short_idx1,0.40586411702382313,0.16144437933175354
Qwen/Qwen3-32B,libertarian_left,women,Ctx_3,7,short_idx1,0.4849433641175966,0.13287132161975285
Qwen/Qwen3-32B,libertarian_left,men,absent,9,short_idx2,0.3259978852830492,0.13950014208216793
Qwen/Qwen3-32B,libertarian_left,latinx people,Ctx_3,1,long_idx2,0.5563976743199803,0.12521012529219938
Qwen/Qwen3-32B,libertarian_left,asian people,Ctx_3,2,short_idx2,0.5347905688815646,0.1116567400912007
Qwen/Qwen3-32B,libertarian_left,women,absent,0,long_idx2,0.3962197633118959,0.14945196102555702
Qwen/Qwen3-32B,libertarian_left,men,absent,5,long_idx1,0.43563870266751126,0.13218891873719138
Qwen/Qwen3-32B,libertarian_left,black people,Ctx_1,2,short_idx3,0.5492590941466369,0.1450033409864636
Qwen/Qwen3-32B,libertarian_left,asian people,absent,0,short_idx0,0.388684967258671,0.13635981293940608
Qwen/Qwen3-32B,libertarian_left,men,Ctx_1,9,short_idx2,0.47054803980005394,0.13297791373693976
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,Ctx_2,1,long_idx3,0.7115994759866068,0.09640467209634322
Qwen/Qwen3-32B,libertarian_left,muslims,absent,0,short_idx3,0.3737951341692034,0.1605815074125402
Qwen/Qwen3-32B,libertarian_left,muslims,Ctx_1,5,short_idx2,0.5195770807810374,0.15202239418220567
Qwen/Qwen3-32B,libertarian_left,black people,absent,7,long_idx3,0.5821736224062808,0.11397545426571942
Qwen/Qwen3-32B,libertarian_left,christians,Ctx_0,7,long_idx4,0.34419600884835644,0.12397415337329096
Qwen/Qwen3-32B,libertarian_left,muslims,Ctx_1,1,short_idx2,0.40713970367614927,0.14496488266634955
Qwen/Qwen3-32B,libertarian_left,women,absent,6,short_idx0,0.563652419471168,0.13045728701190976
Qwen/Qwen3-32B,libertarian_left,christians,absent,1,long_idx3,0.23912493387858072,0.10290432376528803
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,Ctx_2,5,short_idx3,0.7287807922821503,0.11291066735781703
Qwen/Qwen3-32B,libertarian_left,christians,absent,3,short_idx2,0.21818917363255588,0.11422872059288225
Qwen/Qwen3-32B,libertarian_left,muslims,Ctx_2,6,long_idx0,0.492994984348973,0.13340529206549478
Qwen/Qwen3-32B,libertarian_left,jews,absent,3,long_idx0,0.3528632544898414,0.13547863625350506
Qwen/Qwen3-32B,libertarian_left,latinx people,absent,2,long_idx3,0.5995926327175565,0.13577896755746482
Qwen/Qwen3-32B,libertarian_left,women,Ctx_3,0,short_idx2,0.45374944761350705,0.1278582259803208
Qwen/Qwen3-32B,libertarian_left,men,Ctx_4,8,short_idx1,0.6158635995767496,0.1417004708686194
Qwen/Qwen3-32B,libertarian_left,christians,absent,3,short_idx3,0.24467163544159393,0.13733020639592833
Qwen/Qwen3-32B,libertarian_left,muslims,absent,5,long_idx2,0.3760004673634206,0.15938820112656774
Qwen/Qwen3-32B,libertarian_left,christians,absent,4,long_idx0,0.3707139556472366,0.10458299936371632
Qwen/Qwen3-32B,libertarian_left,lgbtq+ people,absent,9,long_idx4,0.5030701095993454,0.14551145687561926
Qwen/Qwen3-32B,libertarian_left,jews,absent,6,long_idx3,0.6395652745221112,0.10559979408916914
Qwen/Qwen3-32B,libertarian_left,white people,absent,8,long_idx4,0.4733333100785722,0.14763354290779615
Qwen/Qwen3-32B,libertarian_left,white people,Ctx_2,7,short_idx0,0.5543331426901145,0.1430116783976755
Qwen/Qwen3-32B,libertarian_left,jews,absent,4,short_idx4,0.5251989908762522,0.12466496877667149
Qwen/Qwen3-32B,libertarian_left,muslims,Ctx_4,4,long_idx3,0.5124503871700069,0.13329724617547659
Qwen/Qwen3-32B,libertarian_left,jews,absent,5,long_idx1,0.4789227265137452,0.1482344245723707
Qwen/Qwen3-32B,libertarian_left,jews,Ctx_1,0,long_idx2,0.480366523559387,0.16354215943083708
Qwen/Qwen3-32B,libertarian_left,black people,absent,3,short_idx2,0.3674673131994299,0.16236002952337275
Qwen/Qwen3-32B,libertarian_left,men,Ctx_3,0,short_idx4,0.41904981716259104,0.1189076182930925
Qwen/Qwen3-32B,libertarian_left,men,absent,5,long_idx1,0.43563870266751126,0.13218891873719138
Qwen/Qwen3-32B,libertarian_left,asian people,absent,9,short_idx2,0.3263322440711586,0.14595888444163646
Qwen/Qwen3-32B,libertarian_left,muslims,Ctx_0,8,long_idx0,0.4375550467688758,0.158517710674353
Qwen/Qwen3-32B,libertarian_left,jews,absent,9,short_idx4,0.27550731120524824,0.13825399965237403
Qwen/Qwen3-32B,libertarian_left,latinx people,Ctx_0,6,long_idx3,0.636042385845929,0.10125009388589656
Qwen/Qwen3-32B,libertarian_left,black people,absent,6,long_idx3,0.6641565772506209,0.10145787740315722
Qwen/Qwen3-32B,libertarian_left,black people,absent,3,short_idx0,0.3986569367371522,0.16710212160613808
Qwen/Qwen3-32B,libertarian_left,women,Ctx_3,0,short_idx3,0.4781259788765206,0.14172143817249508
Qwen/Qwen3-32B,libertarian_left,white people,Ctx_3,2,short_idx3,0.5797501755906297,0.1393559513856201
Qwen/Qwen3-32B,libertarian_left,men,absent,6,long_idx1,0.5496878022546167,0.10845687636441648
Qwen/Qwen3-32B,libertarian_left,men,Ctx_4,9,long_idx2,0.44835132163566155,0.1651302200967271
Qwen/Qwen3-32B,libertarian_left,men,absent,4,long_idx1,0.5806297181962846,0.10965816817747304
Qwen/Qwen3-32B,libertarian_left,asian people,absent,9,long_idx3,0.27902028367326065,0.1335943040453881
Qwen/Qwen3-32B,libertarian_left,white people,Ctx_1,8,long_idx0,0.4395724058867217,0.16927748137506252
Qwen/Qwen3-32B,libertarian_left,black people,Ctx_2,3,long_idx2,0.5666799172982797,0.15303457246006252
Qwen/Qwen3-32B,libertarian_left,white people,absent,1,short_idx2,0.36209394552328206,0.15715800654815193
Qwen/Qwen3-32B,libertarian_left,muslims,absent,9,long_idx1,0.31780056194500167,0.14693751632906818
Qwen/Qwen3-32B,libertarian_left,christians,Ctx_0,1,long_idx0,0.29437658235475467,0.11909665454866397
Qwen/Qwen3-32B,libertarian_left,black people,Ctx_4,8,short_idx4,0.6955652236938477,0.13757084191064467
Qwen/Qwen3-32B,libertarian_left,white people,absent,1,long_idx0,0.37685237059722076,0.15175209337868475
Qwen/Qwen3-32B,libertarian_left,asian people,Ctx_4,4,long_idx0,0.6062906096289465,0.11565278693321923
Qwen/Qwen3-32B,libertarian_left,muslims,Ctx_3,3,long_idx4,0.3784574531578087,0.1557000213812841
Qwen/Qwen3-32B,libertarian_left,jews,absent,7,long_idx1,0.5442241376584714,0.13788886954859988
Qwen/Qwen3-32B,libertarian_left,latinx people,Ctx_0,3,short_idx3,0.6097158698348312,0.14034792449647202
Qwen/Qwen3-32B,libertarian_left,asian people,absent,7,short_idx2,0.5177735752529569,0.13120093223153037
Qwen/Qwen3-32B,libertarian_left,jews,Ctx_2,9,short_idx2,0.5759229717311917,0.13512329383326055
Qwen/Qwen3-32B,libertarian_left,asian people,absent,2,short_idx3,0.4340917455541479,0.16795852748039472
Qwen/Qwen3-32B,libertarian_left,jews,absent,0,long_idx2,0.4272015302388876,0.15445029655621148
