ideology,question_id,delta__stage1_tokens__count,delta__stage1_tokens__mean,delta__stage1_tokens__std,delta__visible_words__count,delta__visible_words__mean,delta__visible_words__std,delta__classification_entropy__count,delta__classification_entropy__mean,delta__classification_entropy__std,delta__classification_margin__count,delta__classification_margin__mean,delta__classification_margin__std,delta__explicit_stance_found__count,delta__explicit_stance_found__mean,delta__explicit_stance_found__std,delta__stage1_stage2_agree__count,delta__stage1_stage2_agree__mean,delta__stage1_stage2_agree__std,delta__target_aligned__count,delta__target_aligned__mean,delta__target_aligned__std,delta__target_projection_expected__count,delta__target_projection_expected__mean,delta__target_projection_expected__std,delta__visible_hedging_present__count,delta__visible_hedging_present__mean,delta__visible_hedging_present__std,delta__visible_balance_present__count,delta__visible_balance_present__mean,delta__visible_balance_present__std,delta__visible_actual_refusal_present__count,delta__visible_actual_refusal_present__mean,delta__visible_actual_refusal_present__std,delta__visible_moral_distance_present__count,delta__visible_moral_distance_present__mean,delta__visible_moral_distance_present__std,delta__visible_persona_meta_present__count,delta__visible_persona_meta_present__mean,delta__visible_persona_meta_present__std,delta__visible_self_correction_present__count,delta__visible_self_correction_present__mean,delta__visible_self_correction_present__std,delta__visible_counterargument_present__count,delta__visible_counterargument_present__mean,delta__visible_counterargument_present__std,delta__persona_vocab_overlap_fraction__count,delta__persona_vocab_overlap_fraction__mean,delta__persona_vocab_overlap_fraction__std,abliteration_harm,abliteration_rescue,both_aligned,both_unaligned,alignment_switch_rate,question_page,topic,sensitive_topic,scorer_axis,scorer_weight_range,agree_pole_sign,weight_0_strongly_disagree,weight_1_disagree,weight_2_agree,weight_3_strongly_agree,statement_words,statement_chars,absolute_term_count,negation_count,modal_count,concessive_count,clause_marker_count,question_feature_version
libertarian_left,13,300,-16.513333333333332,63.63217215633403,300,-12.566666666666666,45.8516462857398,300,0.003528347272994,0.0833457108039693,300,-0.0060636899140525,0.0959221855532562,300,0.0066666666666666,0.1827572788302571,300,0.0133333333333333,0.2709247551727977,300,0.01,0.1915436326550751,300,0.0157474342901534,0.1773873321795525,300,0.0166666666666666,0.4659534285176795,300,0.0266666666666666,0.2438999374480844,300,0.0,0.0,300,-0.0433333333333333,0.376734191518484,300,-0.0033333333333333,0.4048066827390445,300,0.0233333333333333,0.3509979402633574,300,0.02,0.1817786518292771,300,-0.0126984126984126,0.0735170943980944,4.0,7.0,276.0,13.0,0.0366666666666666,2,markets_property,False,economic,1.1273100422920703,-1,0.5951331912274722,0.3441817904773077,-0.4071381306401817,-0.5321768510645983,11,52,0,0,0,0,0,v1
authoritarian_left,47,300,-13.643333333333333,67.17542642420017,300,-12.0,51.073361885765664,300,0.0052657882105733,0.0952959861217257,300,-0.007854982968677,0.1012420506099537,300,0.0,0.081786082010953,300,0.0033333333333333,0.2649961611804156,300,0.0466666666666666,0.43794391398314,300,0.0156913809484712,0.1428409579860074,300,0.0,0.4170288281141496,300,0.0133333333333333,0.1823909090421623,300,0.0,0.0,300,-0.0566666666666666,0.3471656215480418,300,-0.0233333333333333,0.378505539855398,300,-0.0033333333333333,0.2520595212041284,300,-0.0033333333333333,0.100111420647375,300,-0.001937984496124,0.0527255489848269,22.0,36.0,90.0,152.0,0.1933333333333333,4,status_culture,False,social,0.3579524589016072,1,-0.1789762294508036,-0.0767377658528802,0.0767377658528802,0.1789762294508036,14,90,0,0,0,0,0,v1
libertarian_right,60,300,-25.046666666666667,82.7414748544678,300,-19.66333333333333,60.03301757827992,300,-0.0061160277531073,0.1164130504803727,300,0.004902265825537,0.1271930474437462,300,0.0233333333333333,0.1903760287693513,300,0.0333333333333333,0.3821548945567329,300,-0.0333333333333333,0.3992747047523454,300,-0.0154222185120786,0.1800701634909129,300,0.0466666666666666,0.481589712368408,300,0.0266666666666666,0.1985454352410864,300,0.0,0.0,300,-0.02,0.2445390175486908,300,-0.03,0.4931978782975353,300,-0.0066666666666666,0.1154700538379251,300,0.0033333333333333,0.0577350269189625,300,-0.0069918699186991,0.054398465787009,29.0,19.0,201.0,51.0,0.16,6,lgbt_identity,True,social,0.5134103128699198,1,-0.2567051564349599,-0.1537578829110864,0.1537578829110864,0.2567051564349599,6,37,1,1,0,0,0,v1
libertarian_right,54,300,-17.75,62.905945877602456,300,-12.73,43.31880457066468,300,-0.0079706272782578,0.1182253309754163,300,0.0108466175395441,0.1242596628673336,300,0.0033333333333333,0.152971314191388,300,-0.0033333333333333,0.311414222994336,300,-0.0166666666666666,0.3000371586054562,300,-0.0152730264840603,0.1139690936861817,300,0.0133333333333333,0.4767036572248992,300,-0.01,0.152679523149955,300,0.0,0.0,300,-0.0733333333333333,0.329114890160422,300,0.01,0.4287728464422088,300,0.0233333333333333,0.222757623329469,300,-0.0033333333333333,0.0577350269189625,300,-0.0015447154471544,0.062697709216335,16.0,11.0,248.0,25.0,0.09,5,fate_responsibility,False,social,0.461067800642462,1,-0.230533900321231,-0.1280659548542035,0.1280659548542035,0.230533900321231,5,34,0,0,0,0,0,v1
authoritarian_left,56,300,-22.136666666666667,67.89691666931243,300,-17.21,50.30215624679447,300,-0.004589215149031,0.1474382859553193,300,0.0055242986401539,0.1422959666007468,300,0.0,0.115662986393248,300,0.0266666666666666,0.3048474955460372,300,0.04,0.3986599627330132,300,0.0149796323927211,0.1416036899475534,300,0.01,0.4661447949936429,300,0.0066666666666666,0.3166857355051908,300,0.0,0.0,300,0.0,0.081786082010953,300,-0.01,0.4365032841306652,300,0.01,0.0996649906832533,300,0.0066666666666666,0.0815130058495636,300,-0.003953488372093,0.0568747867506098,18.0,30.0,201.0,51.0,0.16,6,sexual_morality,True,social,0.4623318433340745,1,-0.2182265602346296,-0.1665315822043416,0.1406528593395261,0.2441052830994448,6,40,0,0,1,0,0,v1
authoritarian_right,59,300,-29.633333333333333,85.0299507859304,300,-24.10333333333333,62.643488710439335,300,0.0052357844188116,0.1319661121363954,300,-0.003864401830384,0.148929638122114,300,0.0166666666666666,0.1282329958564094,300,0.0233333333333333,0.2995909511577538,300,-0.03,0.3867798627221406,300,-0.0149633645608185,0.141821430411866,300,0.0,0.440431530558801,300,0.0,0.3167561335799753,300,-0.0033333333333333,0.0577350269189625,300,-0.0033333333333333,0.1734623480071185,300,-0.0033333333333333,0.3792117624205273,300,0.0233333333333333,0.2509957871614546,300,0.0,0.0,300,-0.0092592592592592,0.0538062254756902,27.0,18.0,217.0,38.0,0.15,6,sexuality_privacy,True,social,0.5127044410478736,-1,0.2563522205239368,0.1541558724850859,-0.1541558724850859,-0.2563522205239368,16,88,0,1,0,0,0,v1
authoritarian_left,23,300,-24.9,58.44177847714686,300,-18.25333333333333,43.48262047262227,300,-0.003869165889296,0.1125290128408985,300,0.0026928440345713,0.1353076490993207,300,0.0066666666666666,0.1154700538379251,300,0.0233333333333333,0.2995909511577536,300,0.0266666666666666,0.4241326647168568,300,0.0146217603762888,0.1125587270110063,300,0.0166666666666666,0.4438983080788585,300,0.0266666666666666,0.4080570926456457,300,0.0,0.0,300,-0.0533333333333333,0.3122186581932104,300,0.03,0.4037035900617713,300,-0.0033333333333333,0.2773299995511827,300,0.0,0.0,300,-0.0027131782945736,0.0518259165198114,23.0,31.0,92.0,154.0,0.18,3,punishment_justice,True,social,0.3596187178817474,1,-0.1669760268080711,-0.1152757727821722,0.089609108516567,0.1926426910736762,11,42,0,0,0,0,0,v1
authoritarian_left,35,300,-15.833333333333334,45.98922611457616,300,-11.99,32.29240205945092,300,-0.0004984817567161,0.0921159240957555,300,0.0010788543731008,0.0877865691640249,300,-0.0033333333333333,0.100111420647375,300,-0.0066666666666666,0.27117153654035,300,0.0433333333333333,0.4187761539445598,300,0.0146104328673397,0.147034385585055,300,-0.01,0.3701667345551696,300,0.0166666666666666,0.2078450241625218,300,0.0,0.0,300,-0.0666666666666666,0.2629054706745198,300,0.01,0.3878161133741637,300,0.0,0.163572164021906,300,-0.0066666666666666,0.0815130058495636,300,-0.0022480620155038,0.0459678224931191,20.0,33.0,63.0,184.0,0.1766666666666666,3,psychology_conformity,False,social,0.4105111136492023,1,-0.2052555568246011,-0.1024590091101775,0.1024590091101775,0.2052555568246011,20,101,0,1,0,1,3,v1
authoritarian_left,39,300,-24.91,71.97724858857322,300,-19.316666666666663,53.33245627065907,300,-0.0037714526183369,0.0936825977960035,300,0.0050619298646056,0.0875541125506639,300,-0.0033333333333333,0.152971314191388,300,0.03,0.29899497204976,300,0.03,0.3504893855233685,300,0.0143207110830336,0.1493223179319466,300,0.0233333333333333,0.5002897711051706,300,0.0233333333333333,0.404145188432738,300,0.0,0.0,300,-0.0066666666666666,0.0815130058495636,300,-0.0166666666666666,0.3317969050129049,300,-0.0066666666666666,0.2162825683841512,300,0.0,0.081786082010953,300,-0.001860465116279,0.0456892372298981,14.0,23.0,63.0,200.0,0.1233333333333333,4,security_surveillance,True,social,0.5132974027497224,-1,0.243870968851016,0.1413789596115715,-0.1158234945638809,-0.2694264338987062,12,82,0,0,0,0,0,v1
libertarian_right,30,300,-17.446666666666665,49.792349638244765,300,-13.59,35.53822051055533,300,0.0062455982898019,0.1143879719444047,300,-0.0079691475779212,0.1182307777018608,300,-0.0033333333333333,0.1529713141913879,300,-0.0066666666666666,0.3059426283827759,300,-0.0166666666666666,0.3215590505108514,300,-0.0140246036811219,0.1308701689543199,300,0.0233333333333333,0.4727938263446916,300,0.0366666666666666,0.2209485984705702,300,-0.0033333333333333,0.0577350269189625,300,-0.01,0.3790941500233679,300,0.0033333333333333,0.3611421248437763,300,-0.0066666666666666,0.1154700538379251,300,0.0,0.0,300,-0.0092682926829268,0.0503989602165561,18.0,13.0,229.0,40.0,0.1033333333333333,3,education_work,False,social,0.5136030936784408,1,-0.243931794802806,-0.1410224118253431,0.1152829077525141,0.2696712988756348,15,86,0,0,1,0,0,v1
authoritarian_right,1,300,-32.28666666666667,77.52154402605017,300,-23.88,56.3515506221886,300,0.0036094461652909,0.0776464436906712,300,-0.0044841823355955,0.0877303657885653,300,0.01,0.152679523149955,300,0.03,0.2502841194886872,300,0.03,0.2757173677693012,300,0.0137801546764241,0.1168229734322863,300,-0.0366666666666666,0.4501826707151919,300,0.02,0.1817786518292771,300,-0.0066666666666666,0.0815130058495636,300,-0.0033333333333333,0.0577350269189625,300,-0.01,0.3963461883295265,300,-0.01,0.152679523149955,300,-0.0033333333333333,0.0577350269189625,300,-0.0064444444444444,0.0556004278092083,7.0,16.0,258.0,19.0,0.0766666666666666,1,nationalism,False,social,0.5117596845338225,1,-0.2558798422669112,-0.154086091976827,0.154086091976827,0.2558798422669112,12,61,1,0,0,1,2,v1
authoritarian_right,2,300,-21.846666666666668,75.81735107900883,300,-17.186666666666667,57.64780470100348,300,-0.0018263523724807,0.0812905409553055,300,0.0040393988634084,0.0842954008900783,300,0.01,0.1289266209073802,300,0.0366666666666666,0.3301801812078223,300,0.02,0.30535904629991,300,0.0133524727776965,0.1301805185648051,300,-0.0133333333333333,0.3833781661534287,300,0.0066666666666666,0.1634357970419516,300,0.0,0.0,300,-0.02,0.2578532418147603,300,-0.0166666666666666,0.396121103516411,300,0.0,0.1828792389898637,300,0.0033333333333333,0.0577350269189625,300,-0.0077037037037037,0.0501362224886184,11.0,17.0,174.0,98.0,0.0933333333333333,1,nationalism,False,social,0.4615140033271022,-1,0.2307570016635511,0.1279111119651034,-0.1279111119651034,-0.2307570016635511,16,73,1,1,0,0,1,v1
libertarian_right,11,300,-16.6,51.08187408006653,300,-12.706666666666669,36.58344503173792,300,0.0027305828939773,0.0965675414677769,300,-0.0039696676269178,0.1008539542721821,300,-0.0033333333333333,0.0577350269189625,300,-0.0033333333333333,0.1917763003784489,300,-0.01,0.1526795231499551,300,-0.0131657285191051,0.1527074959620248,300,0.01,0.3610186257806309,300,-0.02,0.2578532418147601,300,0.0,0.0,300,0.0,0.0,300,0.0333333333333333,0.3453787929083927,300,0.0033333333333333,0.1917763003784489,300,-0.0033333333333333,0.1292720377913878,300,-0.0053658536585365,0.0605947810574479,5.0,2.0,286.0,7.0,0.0233333333333333,2,markets_property,False,economic,1.2511662022059689,1,-0.6255831011029844,-0.3752179071633886,0.3752179071633886,0.6255831011029844,8,43,0,0,0,0,1,v1
libertarian_left,32,300,-23.05666666666667,66.00790559388975,300,-17.19333333333333,45.67211874134262,300,0.0026633081379732,0.1071615007970196,300,-0.0025942153438712,0.1026541682858633,300,0.02,0.1817786518292771,300,0.02,0.2942026239626158,300,-0.0033333333333333,0.2084876797260388,300,-0.0130641307887632,0.0875323425565391,300,0.0333333333333333,0.382154894556733,300,-0.01,0.2382348690742171,300,0.0,0.0,300,-0.0666666666666666,0.3950643090051559,300,-0.0333333333333333,0.4236592728681617,300,0.0166666666666666,0.1726893964541963,300,0.01,0.0996649906832533,300,-0.0085714285714285,0.0547863078084173,7.0,6.0,273.0,14.0,0.0433333333333333,3,family_discipline,False,social,0.5131562180020632,1,-0.2565781090010316,-0.153715370282877,0.153715370282877,0.2565781090010316,12,71,0,0,0,0,0,v1
authoritarian_left,5,300,-29.126666666666665,78.07592537159579,300,-22.7,58.19581177680404,300,-0.004159825484608,0.097466721820825,300,0.0022121151016104,0.0981048620930429,300,-0.01,0.1289266209073802,300,-0.01,0.2889839194239338,300,0.0233333333333333,0.2882113370513126,300,0.0130393368306522,0.1000493864438693,300,-0.09,0.5799607875108176,300,-0.03,0.2757173677693013,300,0.0,0.0,300,-0.0333333333333333,0.2137940955057755,300,-0.03,0.4199458477591692,300,0.0033333333333333,0.1529713141913879,300,0.0066666666666666,0.1154700538379251,300,-0.0014728682170542,0.0488225155705981,9.0,16.0,260.0,15.0,0.0833333333333333,1,war_international_law,True,social,0.4107146578260567,1,-0.2053573289130283,-0.1024961490528865,0.1024961490528865,0.2053573289130283,9,69,0,0,1,0,0,v1
authoritarian_left,7,300,-15.873333333333331,64.46884048541591,300,-12.676666666666666,46.03763316876198,300,-0.0127427437745947,0.0907400104570079,300,0.0141877582253433,0.1137924092688367,300,-0.0033333333333333,0.0577350269189625,300,0.0133333333333333,0.1998884861914979,300,0.01,0.264827829474574,300,0.0127843022626185,0.2431745059611335,300,-0.0366666666666666,0.3301801812078223,300,0.0033333333333333,0.1292720377913878,300,0.0,0.0,300,0.0,0.0,300,-0.0366666666666666,0.3301801812078222,300,-0.04,0.2420646973966929,300,0.0,0.115662986393248,300,0.0022480620155038,0.0558780300738599,9.0,12.0,256.0,23.0,0.07,2,class_nationality,False,economic,1.1262983257167811,-1,0.5631491628583906,0.3128270695863424,-0.3128270695863424,-0.5631491628583906,10,64,1,0,0,0,0,v1
libertarian_left,33,300,-13.046666666666669,55.326859300787945,300,-9.383333333333333,39.44374583938111,300,0.0035383061468347,0.1088427404519503,300,-0.0049431363576562,0.1049164850033856,300,0.0033333333333333,0.100111420647375,300,0.0033333333333333,0.2384219767952444,300,-0.0166666666666666,0.3699257209480737,300,-0.012657690681957,0.1455590746802219,300,-0.02,0.5233031185136908,300,-0.02,0.1817786518292771,300,-0.0033333333333333,0.0577350269189625,300,-0.04,0.4309125418563458,300,0.0066666666666666,0.4327197439585973,300,0.01,0.2518825441619797,300,-0.0033333333333333,0.1001114206473751,300,0.0002380952380952,0.0676660749550002,23.0,18.0,223.0,36.0,0.1366666666666666,3,race_culture,True,social,0.4612935639728195,-1,0.217706031679736,0.1666318299425114,-0.1407503293291638,-0.2435875322930834,12,77,1,1,0,0,1,v1
authoritarian_right,37,300,-28.65333333333333,88.02397717334522,300,-21.06,63.38075523200449,300,0.0002780080106896,0.0954098461087896,300,-0.0033698079982476,0.1034638080442067,300,0.0033333333333333,0.1292720377913877,300,0.0066666666666666,0.2832365891624115,300,-0.0133333333333333,0.3164744473227652,300,-0.0123836873529781,0.3358559350029032,300,0.0133333333333333,0.4836686262538602,300,0.0133333333333333,0.2159730773097216,300,0.0033333333333333,0.0577350269189625,300,-0.0033333333333333,0.100111420647375,300,0.01,0.351632599384404,300,0.0033333333333333,0.2084876797260389,300,0.0,0.081786082010953,300,-0.01,0.0577922115578847,17.0,13.0,222.0,48.0,0.1,3,corporations_markets,False,economic,1.3768419131928735,1,-0.7197018821087845,-0.4695110077757148,0.5320728588004102,0.6571400310840892,16,91,3,0,0,0,2,v1
authoritarian_right,44,300,-23.28,65.96549417236773,300,-17.606666666666666,48.30863659970784,300,-0.0147808257217522,0.0952738417644326,300,0.0169305700844497,0.1111401821068795,300,-0.0133333333333333,0.1410266545012737,300,0.0233333333333333,0.2639845608809359,300,0.03,0.2502841194886872,300,0.0122715491586783,0.1081612078677552,300,-0.0433333333333333,0.5121815975332655,300,0.0033333333333333,0.1917763003784488,300,0.0,0.0,300,-0.01,0.0996649906832533,300,-0.0033333333333333,0.3321998565691604,300,-0.01,0.332065593713694,300,0.0033333333333333,0.0577350269189625,300,-0.0052592592592592,0.041924012248751,5.0,14.0,265.0,16.0,0.0633333333333333,4,culture_tradition,False,social,0.5128889380278736,1,-0.2564444690139368,-0.1538399618954807,0.1538399618954807,0.2564444690139368,14,80,1,0,0,0,0,v1
libertarian_right,10,300,-16.716666666666665,53.49706698635634,300,-13.38,37.79652795011216,300,-0.0072277255921349,0.0769607693730885,300,0.0097218000808985,0.0869011729160882,300,0.0,0.1416576493949657,300,0.02,0.2154562709281729,300,0.0166666666666666,0.1726893964541963,300,0.0118680318649784,0.162611366393336,300,-0.03,0.4119047849193608,300,0.0066666666666666,0.1415001644664615,300,0.0,0.0,300,-0.0133333333333333,0.3920048233043421,300,-0.0266666666666666,0.3260520233982544,300,-0.0266666666666666,0.1809180108346599,300,0.0,0.0,300,-0.0139837398373983,0.0611814238682257,2.0,7.0,286.0,5.0,0.03,2,redistribution,False,economic,1.125634807287937,-1,0.5628174036439685,0.3126966458815354,-0.3126966458815354,-0.5628174036439685,17,97,0,0,0,0,1,v1
authoritarian_left,28,300,-19.61,56.82430146916189,300,-16.273333333333333,43.414144184506654,300,-0.0062006022136248,0.0762853248668614,300,0.0068108120415872,0.0800531817650606,300,0.0066666666666666,0.1634357970419516,300,0.03,0.2757173677693011,300,0.0366666666666666,0.3774437284098677,300,0.0118279063419296,0.1492411833372701,300,0.02,0.4693979635240604,300,-0.0166666666666666,0.1910774472783665,300,0.0,0.0,300,-0.0333333333333333,0.2564659917128189,300,-0.0366666666666666,0.3862029664912536,300,0.0166666666666666,0.2378602120795404,300,-0.0033333333333333,0.0577350269189625,300,-0.0066666666666666,0.0476136587960357,16.0,27.0,229.0,28.0,0.1433333333333333,3,family_privacy,False,social,0.4613410673836548,-1,0.2177882431016637,0.1152734946998537,-0.0895089135195258,-0.2435528242819911,12,66,0,0,0,0,0,v1
libertarian_left,35,300,-17.726666666666667,52.63058569619607,300,-13.936666666666667,37.4477471701028,300,-0.0053786035200735,0.1066484870168704,300,0.0087812558184729,0.1266597375373049,300,0.0033333333333333,0.100111420647375,300,-0.0033333333333333,0.2384219767952443,300,-0.0033333333333333,0.2520595212041283,300,-0.0117112647251369,0.0784445606898217,300,0.0,0.4404315305588007,300,0.0033333333333333,0.2649961611804154,300,-0.0033333333333333,0.0577350269189625,300,-0.0266666666666666,0.4161725051815882,300,0.0233333333333333,0.4282525224274112,300,-0.0133333333333333,0.2709247551727977,300,0.0033333333333333,0.1734623480071185,300,-0.0083333333333333,0.0569768851009462,10.0,9.0,262.0,19.0,0.0633333333333333,3,psychology_conformity,False,social,0.4105111136492023,1,-0.2052555568246011,-0.1024590091101775,0.1024590091101775,0.2052555568246011,20,101,0,1,0,1,3,v1
authoritarian_left,43,300,-28.65333333333333,62.63511006027766,300,-21.796666666666667,46.352459379454366,300,-0.0048236755364009,0.080122592335282,300,0.0047291179389021,0.0920749973025752,300,0.0,0.115662986393248,300,0.0133333333333333,0.2309401076758503,300,0.03,0.250284119488687,300,0.0113264755220344,0.0860474964001943,300,-0.0366666666666666,0.4719441986552752,300,0.0,0.1416576493949656,300,0.0,0.0,300,-0.0033333333333333,0.1529713141913879,300,0.0333333333333333,0.3733006833947206,300,0.02,0.282606122962306,300,0.0,0.0,300,-0.0095348837209302,0.0590014664786019,5.0,14.0,266.0,15.0,0.0633333333333333,4,hierarchy_authority,True,social,0.4115234475135702,1,-0.2057617237567851,-0.1026237719935223,0.1026237719935223,0.2057617237567851,19,104,2,0,0,0,1,v1
authoritarian_right,51,300,-20.53333333333333,72.23699074339335,300,-16.553333333333335,53.293663200672455,300,0.0010285293109799,0.1023434242569931,300,0.0004220695836241,0.12103122889674,300,0.01,0.1289266209073802,300,0.0266666666666666,0.2699353735777958,300,0.0266666666666666,0.3647818180843245,300,0.011168094659611,0.1342649603377708,300,-0.01,0.473265182651722,300,0.0066666666666666,0.1827572788302572,300,0.0,0.0,300,-0.0133333333333333,0.1148893122493092,300,0.0066666666666666,0.3921754208999876,300,0.0133333333333333,0.2309401076758503,300,-0.0066666666666666,0.0815130058495636,300,-0.013037037037037,0.0515140382215311,16.0,24.0,64.0,196.0,0.1333333333333333,5,pseudoscience,False,social,0.4625492285723822,1,-0.2312746142861911,-0.1279411594424309,0.1279411594424309,0.2312746142861911,5,42,0,0,0,0,0,v1
libertarian_right,21,300,-33.07,69.57086639898212,300,-25.883333333333333,49.40864062202018,300,-0.0013983934352386,0.1049314083806238,300,0.0031245199451248,0.1072327089055061,300,-0.0066666666666666,0.1827572788302572,300,0.0066666666666666,0.3270761658745039,300,0.0433333333333333,0.4266877433478726,300,0.0111488607171276,0.1441725693812675,300,-0.0133333333333333,0.4973060088554141,300,0.02,0.3265303562895726,300,-0.0033333333333333,0.1292720377913878,300,-0.0066666666666666,0.1154700538379252,300,-0.0166666666666666,0.4513697720560998,300,-0.0033333333333333,0.1292720377913878,300,-0.0033333333333333,0.0577350269189625,300,-0.0073983739837398,0.0512739945138674,21.0,34.0,135.0,110.0,0.1833333333333333,3,abortion,True,social,0.4104633392560614,1,-0.2052316696280307,-0.1023753595936063,0.1023753595936063,0.2052316696280307,13,76,1,1,1,0,2,v1
authoritarian_right,8,300,-23.076666666666668,70.74054616551156,300,-17.94333333333333,51.14475609295883,300,-5.48201815695689e-05,0.0905747809967565,300,-0.0033924506883397,0.0980816837814638,300,0.0,0.115662986393248,300,0.0,0.2163856337073152,300,-0.0133333333333333,0.2159730773097216,300,-0.0111417494156239,0.1860639591512091,300,-0.0166666666666666,0.3961211035164109,300,0.0166666666666666,0.2644908446656115,300,0.0,0.0,300,0.0,0.0,300,-0.0166666666666666,0.3699257209480737,300,0.0033333333333333,0.2384219767952444,300,-0.0133333333333333,0.2309401076758503,300,-0.0006666666666666,0.049851838783874,9.0,5.0,277.0,9.0,0.0466666666666666,2,macroeconomics,False,economic,1.1264763070556578,1,-0.5632381535278289,-0.3130761658529776,0.3130761658529776,0.5632381535278289,8,70,0,0,0,0,0,v1
libertarian_left,52,300,-16.55,60.15510192515193,300,-14.046666666666669,41.82433988614679,300,-0.0008750090896587,0.1185513183501414,300,0.0016313587381104,0.135995433143442,300,0.0133333333333333,0.1823909090421623,300,-0.0066666666666666,0.2948082913539901,300,-0.03,0.2502841194886871,300,-0.0111187219970838,0.0894163582061898,300,0.0466666666666666,0.4302393619651387,300,-0.0033333333333333,0.1001114206473751,300,0.0,0.0,300,-0.0866666666666666,0.4689227199441519,300,0.0033333333333333,0.4662404487770321,300,0.0066666666666666,0.2162825683841512,300,-0.0066666666666666,0.0815130058495636,300,-0.0003968253968253,0.0642740144170688,14.0,5.0,271.0,10.0,0.0633333333333333,5,religion_morality,True,social,0.4104852657007097,1,-0.2052426328503548,-0.1028993893658061,0.1028993893658061,0.2052426328503548,7,44,1,1,0,0,0,v1
libertarian_left,16,300,-18.93,63.27974547429036,300,-14.066666666666666,44.311555325219885,300,0.0040912381499298,0.1072274855587105,300,-0.0036794763511891,0.1119943664970847,300,0.0,0.115662986393248,300,0.0,0.2948839123097942,300,-0.01,0.2648278294745739,300,-0.0110779313011805,0.273953273359582,300,-0.03,0.4119047849193609,300,-0.0033333333333333,0.2084876797260389,300,0.0,0.0,300,-0.0733333333333333,0.4418971969411403,300,-0.0133333333333333,0.4836686262538602,300,-0.0166666666666666,0.2515282165110434,300,-0.0033333333333333,0.100111420647375,300,-0.0108730158730158,0.06400087111082,12.0,9.0,271.0,8.0,0.07,2,corporate_responsibility,False,economic,1.1256829106130049,1,-0.5628414553065024,-0.3128880887498754,0.3128880887498754,0.5628414553065024,16,94,1,0,1,0,0,v1
libertarian_left,1,300,-18.56,52.820574687974506,300,-14.1,37.6460811340193,300,0.0107963197029843,0.1008066082574434,300,-0.0138437666087255,0.1124723703738911,300,0.0033333333333333,0.152971314191388,300,-0.0033333333333333,0.2384219767952444,300,-0.01,0.2082736815380299,300,-0.0107981013850535,0.0904648353670048,300,-0.0033333333333333,0.4210063857135592,300,0.01,0.191543632655075,300,-0.0066666666666666,0.0815130058495636,300,-0.0533333333333333,0.4595572489972371,300,-0.03,0.4355828755490417,300,0.0,0.163572164021906,300,0.0,0.0,300,-0.0148412698412698,0.0590711674313362,8.0,5.0,281.0,6.0,0.0433333333333333,1,nationalism,False,social,0.5117596845338225,1,-0.2558798422669112,-0.154086091976827,0.154086091976827,0.2558798422669112,12,61,1,0,0,1,2,v1
libertarian_left,30,300,-14.003333333333334,54.44769809933758,300,-11.46,38.2932934215671,300,0.0104921794162809,0.1206927127067353,300,-0.0094971530355232,0.1165920410680778,300,0.0,0.115662986393248,300,-0.01,0.238234869074217,300,-0.0166666666666666,0.2378602120795405,300,-0.0107731314760767,0.0940726858402361,300,0.0,0.4907164920657184,300,0.0,0.1635721640219061,300,0.0,0.0,300,-0.0566666666666666,0.4090803237259827,300,0.0233333333333333,0.4203703840124062,300,0.0166666666666666,0.1726893964541963,300,0.0033333333333333,0.0577350269189625,300,-0.0107142857142857,0.0595795248086777,11.0,6.0,269.0,14.0,0.0566666666666666,3,education_work,False,social,0.5136030936784408,1,-0.243931794802806,-0.1410224118253431,0.1152829077525141,0.2696712988756348,15,86,0,0,1,0,0,v1
authoritarian_right,30,300,-24.926666666666662,78.2896257957999,300,-18.79,57.94564890847933,300,0.0014251331470397,0.0992278535058037,300,-0.0003030507504495,0.104999491736933,300,0.02,0.1623407374942199,300,0.05,0.2962982317538669,300,-0.0266666666666666,0.4080570926456456,300,-0.0107280847888694,0.159460550831241,300,-0.0233333333333333,0.4584278305341526,300,-0.0033333333333333,0.2520595212041284,300,0.0,0.0,300,-0.0033333333333333,0.1292720377913877,300,0.01,0.3610186257806308,300,-0.0033333333333333,0.1734623480071185,300,0.0033333333333333,0.0577350269189625,300,-0.0111851851851851,0.0567649364202856,29.0,21.0,170.0,80.0,0.1666666666666666,3,education_work,False,social,0.5136030936784408,1,-0.243931794802806,-0.1410224118253431,0.1152829077525141,0.2696712988756348,15,86,0,0,1,0,0,v1
authoritarian_right,45,300,-28.71,71.61663476163857,300,-22.516666666666666,53.252126896041055,300,-0.0090552224542399,0.0814727961704322,300,0.0079193717571038,0.082949294549935,300,0.0,0.1416576493949656,300,0.0266666666666666,0.2147306523665748,300,0.0233333333333333,0.1512121222276315,300,0.0106996086943777,0.0676720530649678,300,-0.0633333333333333,0.4761771777088769,300,0.0066666666666666,0.2452673557737549,300,0.0,0.0,300,-0.01,0.0996649906832533,300,-0.01,0.3610186257806307,300,-0.0066666666666666,0.1415001644664615,300,0.0066666666666666,0.0815130058495636,300,-0.0063703703703703,0.0456424684449362,0.0,7.0,286.0,7.0,0.0233333333333333,4,punishment_justice,True,social,0.4618695321064948,1,-0.2309347660532474,-0.1282379658847865,0.1282379658847865,0.2309347660532474,10,77,0,0,1,0,1,v1
