ideology,target,question_feature,n_questions,spearman_rho,p_value,q_bh
all,delta__stage1_stage2_agree__mean,negation_count,62,0.05690186488644849,0.6604559319360779,0.8491576267749572
authoritarian_right,alignment_switch_rate,negation_count,61,0.1134879370031981,0.38383589516921973,0.8498864802309101
authoritarian_right,alignment_switch_rate,absolute_term_count,61,-0.0937918606230733,0.47215915568383887,0.8498864802309101
all,delta__stage1_stage2_agree__mean,statement_words,62,-0.039926877959900846,0.7579990922642258,0.852748978797254
libertarian_right,alignment_switch_rate,statement_chars,61,-0.09338537003665993,0.4740897334216639,0.8533615201589949
centrism,delta__visible_hedging_present__mean,scorer_weight_range,62,-0.13506714195309416,0.2952464367984287,0.868832352737102
centrism,delta__visible_hedging_present__mean,absolute_term_count,62,0.11199380340182197,0.3861477123276009,0.868832352737102
authoritarian_right,delta__target_projection_expected__mean,negation_count,61,-0.10104679768459958,0.43842229131913535,0.8732074006963026
authoritarian_right,delta__target_projection_expected__mean,modal_count,61,-0.08386202532078395,0.5205053791809259,0.8732074006963026
authoritarian_right,delta__target_projection_expected__mean,clause_marker_count,61,0.03973552204107225,0.7610942982615133,0.8732074006963026
authoritarian_right,delta__target_projection_expected__mean,absolute_term_count,61,0.03448218901424125,0.791917536843109,0.8732074006963026
authoritarian_right,delta__target_projection_expected__mean,concessive_count,61,0.030340931497947067,0.8164438392217911,0.8732074006963026
authoritarian_right,delta__target_projection_expected__mean,statement_words,61,-0.020862239650396436,0.8732074006963026,0.8732074006963026
libertarian_right,delta__stage1_tokens__mean,concessive_count,62,0.06990156600495284,0.5892899438896062,0.8839349158344093
libertarian_right,delta__visible_hedging_present__mean,absolute_term_count,62,0.05149489352370144,0.6910110613517382,0.8884427931665205
base,delta__stage1_tokens__mean,statement_words,62,0.13385489405884257,0.29964193168486547,0.8989257950545965
all,delta__target_aligned__mean,absolute_term_count,62,0.1319781706226538,0.30653023558275627,0.900937285186094
all,delta__target_aligned__mean,negation_count,62,0.1080358790089895,0.4032598170078595,0.900937285186094
all,delta__target_aligned__mean,modal_count,62,-0.10365191132731294,0.4227212156988798,0.900937285186094
all,delta__target_aligned__mean,statement_words,62,0.09448016700865626,0.4651249517248589,0.900937285186094
all,delta__target_aligned__mean,clause_marker_count,62,0.027131832065000923,0.8341929451951158,0.900937285186094
all,delta__target_aligned__mean,statement_chars,62,-0.026820357849353917,0.8360699254667141,0.900937285186094
all,delta__target_aligned__mean,sensitive_topic,62,-0.025730242320744067,0.8426461914680186,0.900937285186094
all,delta__target_aligned__mean,scorer_weight_range,62,-0.01962266141687689,0.8796766721055593,0.900937285186094
all,delta__target_aligned__mean,concessive_count,62,-0.016136007385021287,0.9009372851860941,0.900937285186094
libertarian_right,alignment_switch_rate,negation_count,61,-0.06827008172432507,0.6011231118072717,0.9016846677109077
base,delta__visible_hedging_present__mean,clause_marker_count,62,-0.015512135016218889,0.9047492376413159,0.9047492376413159
libertarian_left,delta__stage1_tokens__mean,modal_count,62,-0.07956580612388006,0.5387345941228152,0.9072589289587631
libertarian_left,delta__stage1_tokens__mean,absolute_term_count,62,0.05525032788792858,0.6697333229982328,0.9072589289587631
libertarian_left,delta__stage1_tokens__mean,negation_count,62,0.034758516822746215,0.7885453583080568,0.9072589289587631
libertarian_left,delta__stage1_tokens__mean,scorer_weight_range,62,-0.023897660597819243,0.8537254042585848,0.9072589289587631
libertarian_left,delta__stage1_tokens__mean,clause_marker_count,62,0.015101585524460396,0.907258928958763,0.9072589289587631
all,delta__visible_hedging_present__mean,concessive_count,62,-0.014788545645957293,0.909173151417626,0.909173151417626
all,delta__target_projection_expected__mean,absolute_term_count,61,0.21041972159826758,0.10358587560620726,0.9140094711927499
all,delta__target_projection_expected__mean,statement_words,61,0.16525229524601553,0.2031132158206111,0.9140094711927499
libertarian_right,delta__classification_entropy__mean,modal_count,62,-0.16653308258486527,0.19578568526273235,0.9158402430357214
libertarian_right,delta__classification_entropy__mean,absolute_term_count,62,0.1631259680854,0.2052195052350157,0.9158402430357214
libertarian_right,delta__classification_entropy__mean,clause_marker_count,62,0.12602421174922243,0.3290548276506767,0.9158402430357214
libertarian_right,delta__classification_entropy__mean,concessive_count,62,0.0940982619297442,0.4669391704987651,0.9158402430357214
libertarian_right,delta__classification_entropy__mean,scorer_weight_range,62,-0.05849764548865554,0.6515397948450493,0.9158402430357214
libertarian_right,delta__classification_entropy__mean,statement_chars,62,-0.037025843478163664,0.7751028617668456,0.9158402430357214
libertarian_right,delta__classification_entropy__mean,negation_count,62,0.02488431471294796,0.847756767125414,0.9158402430357214
libertarian_right,delta__classification_entropy__mean,sensitive_topic,62,-0.022966487407807632,0.8593659185949746,0.9158402430357214
libertarian_right,delta__classification_entropy__mean,statement_words,62,0.013698895879889098,0.9158402430357215,0.9158402430357214
centrism,delta__stage1_stage2_agree__mean,negation_count,62,-0.13168722977548272,0.3076071844277339,0.9203724060547764
centrism,delta__stage1_stage2_agree__mean,statement_words,62,-0.0679289518541905,0.5998651159873428,0.9203724060547764
centrism,delta__stage1_stage2_agree__mean,statement_chars,62,-0.0553810351886017,0.6689972686568824,0.9203724060547764
centrism,delta__stage1_stage2_agree__mean,concessive_count,62,0.04448681796250487,0.731349564765251,0.9203724060547764
centrism,delta__stage1_stage2_agree__mean,scorer_weight_range,62,-0.024874779983502,0.8478144061008557,0.9203724060547764
centrism,delta__stage1_stage2_agree__mean,modal_count,62,0.016700687984346783,0.8974889197884786,0.9203724060547764
centrism,delta__stage1_stage2_agree__mean,absolute_term_count,62,-0.012958715464500644,0.9203724060547764,0.9203724060547764
libertarian_right,delta__stage1_tokens__mean,absolute_term_count,62,-0.03034393007872096,0.8148919827562342,0.9206684860546657
libertarian_right,delta__stage1_tokens__mean,negation_count,62,-0.019350785342691884,0.8813316555790636,0.9206684860546657
libertarian_right,delta__stage1_tokens__mean,clause_marker_count,62,0.0129103750758132,0.9206684860546657,0.9206684860546657
base,delta__stage1_stage2_agree__mean,negation_count,62,-0.024183275925845446,0.8519967561569013,0.9208423028764723
base,delta__stage1_stage2_agree__mean,statement_chars,62,-0.012881997167058514,0.9208423028764724,0.9208423028764723
libertarian_left,delta__target_projection_expected__mean,sensitive_topic,61,0.022718473369882586,0.8620316502729952,0.9302971498141454
libertarian_left,delta__target_projection_expected__mean,modal_count,61,0.011435730725561446,0.9302971498141454,0.9302971498141454
authoritarian_left,delta__target_projection_expected__mean,clause_marker_count,61,-0.06932053689408245,0.595523165230873,0.9303774248319869
authoritarian_left,delta__target_projection_expected__mean,statement_chars,61,-0.0559096575040538,0.6686731885726136,0.9303774248319869
authoritarian_left,delta__target_projection_expected__mean,concessive_count,61,0.04964879699664065,0.7039588677323985,0.9303774248319869
authoritarian_left,delta__target_projection_expected__mean,modal_count,61,-0.043836967781318875,0.7372811809829857,0.9303774248319869
authoritarian_left,delta__target_projection_expected__mean,statement_words,61,0.02717930458270477,0.8352883370318911,0.9303774248319869
authoritarian_left,delta__target_projection_expected__mean,negation_count,61,0.01536465005889117,0.9064431878664517,0.9303774248319869
authoritarian_left,delta__target_projection_expected__mean,scorer_weight_range,61,-0.011422527763088311,0.9303774248319868,0.9303774248319869
authoritarian_right,delta__stage1_stage2_agree__mean,scorer_weight_range,62,-0.06782663043345644,0.6004159372012524,0.9343976718856746
authoritarian_right,delta__stage1_stage2_agree__mean,statement_chars,62,-0.05131184688087276,0.692054447987951,0.9343976718856746
authoritarian_right,delta__stage1_stage2_agree__mean,statement_words,62,0.045278506002421524,0.7267537447999691,0.9343976718856746
all,delta__stage1_stage2_agree__mean,scorer_weight_range,62,0.00985060439381029,0.9394294020468095,0.9394294020468094
libertarian_right,alignment_switch_rate,concessive_count,61,-0.02207547314909935,0.8659000048188606,0.9457206423535437
libertarian_right,alignment_switch_rate,statement_words,61,0.014352180615250768,0.9125832662477295,0.9457206423535437
libertarian_right,alignment_switch_rate,clause_marker_count,61,0.008900933519077609,0.9457206423535436,0.9457206423535437
all,delta__target_projection_expected__mean,sensitive_topic,61,-0.07004862622380466,0.5916554018555211,0.9495337576600983
all,delta__target_projection_expected__mean,negation_count,61,0.06990223675441477,0.5924321499884191,0.9495337576600983
all,delta__target_projection_expected__mean,modal_count,61,-0.06289651899058796,0.6301241376967087,0.9495337576600983
all,delta__target_projection_expected__mean,clause_marker_count,61,0.059603283061608385,0.6481799958852831,0.9495337576600983
all,delta__target_projection_expected__mean,statement_chars,61,0.02507206968488316,0.8479003198583089,0.9495337576600983
all,delta__target_projection_expected__mean,scorer_weight_range,61,0.012268640930724483,0.9252344221086896,0.9495337576600983
all,delta__target_projection_expected__mean,concessive_count,61,0.008274799499440107,0.9495337576600982,0.9495337576600983
authoritarian_right,delta__stage1_tokens__mean,scorer_weight_range,62,0.09214071667799853,0.4762981701573933,0.9504240385291021
authoritarian_right,delta__stage1_tokens__mean,negation_count,62,-0.06978211289676217,0.5899279408983961,0.9504240385291021
authoritarian_right,delta__stage1_tokens__mean,concessive_count,62,0.05645895715784652,0.6629390197365255,0.9504240385291021
authoritarian_right,delta__stage1_tokens__mean,clause_marker_count,62,-0.043528099452856434,0.7369276033586722,0.9504240385291021
authoritarian_right,delta__stage1_tokens__mean,absolute_term_count,62,0.02712516097665272,0.834233136348644,0.9504240385291021
authoritarian_right,delta__stage1_tokens__mean,statement_words,62,0.015796697278469902,0.9030102494798726,0.9504240385291021
authoritarian_right,delta__stage1_tokens__mean,statement_chars,62,0.008060047559872363,0.950424038529102,0.9504240385291021
base,delta__stage1_tokens__mean,concessive_count,62,0.07527860954379537,0.5608984548783745,0.9533636701767269
base,delta__stage1_tokens__mean,statement_chars,62,0.04946854189871663,0.7025929764377001,0.9533636701767269
base,delta__stage1_tokens__mean,negation_count,62,-0.04218073585829927,0.7447896959616849,0.9533636701767269
base,delta__stage1_tokens__mean,clause_marker_count,62,0.027419741560098677,0.8324587871071385,0.9533636701767269
base,delta__stage1_tokens__mean,absolute_term_count,62,0.024937647994664598,0.8474343734904238,0.9533636701767269
libertarian_left,delta__visible_hedging_present__mean,sensitive_topic,62,-0.0073596618099433025,0.9547272662913496,0.9547272662913495
libertarian_left,delta__stage1_stage2_agree__mean,statement_chars,62,-0.04849892872190706,0.7081590396182733,0.9600235884298134
libertarian_left,delta__stage1_stage2_agree__mean,statement_words,62,-0.040701113029057254,0.7534534741292293,0.9600235884298134
libertarian_left,delta__stage1_stage2_agree__mean,modal_count,62,0.009271118812486361,0.9429865110461598,0.9600235884298134
libertarian_left,delta__stage1_stage2_agree__mean,absolute_term_count,62,0.006497927042686329,0.9600235884298134,0.9600235884298134
libertarian_left,delta__target_aligned__mean,concessive_count,62,-0.15216418431172057,0.23774235022496693,0.9613117673909861
libertarian_left,delta__target_aligned__mean,scorer_weight_range,62,0.09613434292572744,0.4573111645350467,0.9613117673909861
libertarian_left,delta__target_aligned__mean,statement_words,62,0.09575428986942634,0.4591000263095474,0.9613117673909861
libertarian_left,delta__target_aligned__mean,statement_chars,62,0.09278777155996017,0.47319357186961314,0.9613117673909861
libertarian_left,delta__target_aligned__mean,modal_count,62,-0.04633919205224176,0.7206113852645362,0.9613117673909861
libertarian_left,delta__target_aligned__mean,absolute_term_count,62,0.046236348811243985,0.7212061818641098,0.9613117673909861
libertarian_left,delta__target_aligned__mean,negation_count,62,0.02577375200239611,0.8423835053753945,0.9613117673909861
libertarian_left,delta__target_aligned__mean,sensitive_topic,62,0.01840496523695064,0.8870930109300058,0.9613117673909861
libertarian_left,delta__target_aligned__mean,clause_marker_count,62,0.00628837841674943,0.9613117673909861,0.9613117673909861
libertarian_right,delta__visible_hedging_present__mean,concessive_count,62,0.02153204500804001,0.8680685583491706,0.9640694896853194
libertarian_right,delta__visible_hedging_present__mean,clause_marker_count,62,-0.0058398316991094094,0.9640694896853194,0.9640694896853194
authoritarian_right,delta__stage1_stage2_agree__mean,absolute_term_count,62,0.013285234915662913,0.9183727911559086,0.9713918504837902
authoritarian_right,delta__stage1_stage2_agree__mean,modal_count,62,0.004649157853432948,0.9713918504837903,0.9713918504837902
all,delta__stage1_tokens__mean,scorer_weight_range,62,0.10397622824909974,0.42126339827952475,0.9723616713432595
all,delta__stage1_tokens__mean,statement_words,62,0.07847799207943847,0.5443175908786877,0.9723616713432595
all,delta__stage1_tokens__mean,concessive_count,62,0.07527860954379537,0.5608984548783745,0.9723616713432595
all,delta__stage1_tokens__mean,statement_chars,62,0.05909022367331425,0.6482411142288397,0.9723616713432595
authoritarian_left,delta__target_aligned__mean,statement_words,62,-0.004366160010605761,0.9731325882044286,0.9731325882044286
centrism,delta__visible_hedging_present__mean,concessive_count,62,-0.05789660207301637,0.6548924032733118,0.9736728763782947
centrism,delta__visible_hedging_present__mean,negation_count,62,-0.04296243238334343,0.7402251506812987,0.9736728763782947
centrism,delta__visible_hedging_present__mean,statement_chars,62,-0.01801303515158772,0.8894821312327672,0.9736728763782947
centrism,delta__visible_hedging_present__mean,clause_marker_count,62,0.008274802410990108,0.9491048435949018,0.9736728763782947
centrism,delta__visible_hedging_present__mean,statement_words,62,-0.0042783276509682205,0.9736728763782948,0.9736728763782947
centrism,delta__stage1_tokens__mean,negation_count,62,-0.008946424730354126,0.9449800992917812,0.976130056267849
centrism,delta__stage1_tokens__mean,statement_chars,62,0.003878897888188574,0.9761300562678489,0.976130056267849
base,delta__classification_entropy__mean,modal_count,62,0.0037007351685525614,0.9772261359246076,0.9772261359246076
all,delta__stage1_tokens__mean,negation_count,62,-0.02538133830907874,0.8447532853617367,0.9792262167710553
all,delta__stage1_tokens__mean,absolute_term_count,62,0.007843796549700268,0.9517525578949029,0.9792262167710553
all,delta__stage1_tokens__mean,clause_marker_count,62,0.003375648528997029,0.9792262167710553,0.9792262167710553
authoritarian_right,alignment_switch_rate,statement_words,61,-0.048276226006145145,0.7117814612003978,0.9869631960509806
authoritarian_right,alignment_switch_rate,concessive_count,61,-0.03449429607860262,0.7918461145382814,0.9869631960509806
authoritarian_right,alignment_switch_rate,statement_chars,61,0.002540119396932773,0.9844992241735223,0.9869631960509806
authoritarian_right,alignment_switch_rate,clause_marker_count,61,-0.0021363088473433755,0.9869631960509807,0.9869631960509806
authoritarian_left,delta__stage1_tokens__mean,clause_marker_count,62,-0.06857896485225544,0.5963711564602019,0.992499034286304
authoritarian_left,delta__stage1_tokens__mean,concessive_count,62,-0.04570487008016147,0.7242826163536011,0.992499034286304
authoritarian_left,delta__stage1_tokens__mean,negation_count,62,-0.028131535541002416,0.8281748829131914,0.992499034286304
authoritarian_left,delta__stage1_tokens__mean,statement_chars,62,0.008538612883739784,0.9474844965273971,0.992499034286304
authoritarian_left,delta__stage1_tokens__mean,statement_words,62,0.0027802187210107026,0.9828898930553206,0.992499034286304
authoritarian_left,delta__stage1_tokens__mean,absolute_term_count,62,-0.001218757232821954,0.992499034286304,0.992499034286304
base,delta__stage1_tokens__mean,scorer_weight_range,62,7.554581853894387e-05,0.9995350389030019,0.999535038903002
authoritarian_left,delta__classification_entropy__mean,negation_count,62,-0.0017561500396621062,0.9891917624671662,1.0
authoritarian_left,delta__classification_entropy__mean,modal_count,62,0.0,1.0,1.0
