feature,model_variant,family,protocol,size_b,regime,question_id,matched_pairs,left_events,right_events,risk_difference,paired_difference_sd,discordant_pairs,left_rate,right_rate,pooled_events,pooled_rate,ci_low,ci_high,ci_excludes_zero,informative,substantive,direction,topic,sensitive_topic,analysis_scope,parent_family,support_models,support_families,support_parent_families,support_family_protocols,discovery_class,qwen_protocol_support,qwen_protocol_replicated
hedging,gemma-3-12b-it,Gemma-3,standard,12.0,libertarian,27,300,94,122,0.09333333333333334,0.5280957988833241,86,0.31333333333333335,0.4066666666666667,216,0.36,0.03357366801126661,0.15309299865540008,True,True,True,right_more,family_discipline,True,primary,Gemma-3,9,2,2,3,cross_family_recurrence,0,False
hedging,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,37,300,68,95,0.09,0.5741650911013877,101,0.22666666666666666,0.31666666666666665,163,0.27166666666666667,0.025027103498292264,0.15497289650170773,True,True,True,right_more,corporations_markets,False,primary,Qwen3,9,2,2,3,cross_family_recurrence,1,False
hedging,Qwen3-8B_no_think,Qwen3,no_think,8.0,libertarian,37,300,83,110,0.09,0.5503723276080068,93,0.27666666666666667,0.36666666666666664,193,0.32166666666666666,0.02771950814619529,0.1522804918538047,True,True,True,right_more,corporations_markets,False,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-12b-it,Gemma-3,standard,12.0,authoritarian,53,300,49,76,0.09,0.49265508228408045,75,0.16333333333333333,0.25333333333333335,125,0.20833333333333334,0.03425082930262719,0.1457491706973728,True,True,True,right_more,charity_welfare,False,primary,Gemma-3,9,2,2,3,cross_family_recurrence,0,False
hedging,Qwen3-14B_think,Qwen3,think,14.0,authoritarian,49,300,46,72,0.08666666666666667,0.5355167125187085,88,0.15333333333333332,0.24,118,0.19666666666666666,0.026067245913535597,0.14726608741979774,True,True,True,right_more,climate_growth,False,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-4b-it,Gemma-3,standard,4.0,authoritarian,49,300,39,65,0.08666666666666667,0.4544343636416781,64,0.13,0.21666666666666667,104,0.17333333333333334,0.035242577439869006,0.13809075589346434,True,True,True,right_more,climate_growth,False,primary,Gemma-3,9,2,2,3,cross_family_recurrence,1,False
hedging,Qwen3-32B_think,Qwen3,think,32.0,authoritarian,49,300,35,60,0.08333333333333333,0.4438983080788583,61,0.11666666666666667,0.2,95,0.15833333333333333,0.033101511031552275,0.1335651556351144,True,True,True,right_more,climate_growth,False,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-8B_no_think,Qwen3,no_think,8.0,libertarian,27,300,95,119,0.08,0.5427540325039798,90,0.31666666666666665,0.39666666666666667,214,0.3566666666666667,0.0185815993930942,0.1414184006069058,True,True,True,right_more,family_discipline,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-4B_no_think,Qwen3,no_think,4.0,authoritarian,36,300,112,135,0.07666666666666666,0.5082485719855064,79,0.37333333333333335,0.45,247,0.4116666666666667,0.01915292649585596,0.13418040683747737,True,True,True,right_more,immigration_integration,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,31,300,74,96,0.07333333333333333,0.5249196997568915,84,0.24666666666666667,0.32,170,0.2833333333333333,0.013933077461647896,0.13273358920501876,True,True,True,right_more,disability_eugenics,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-8B_think,Qwen3,think,8.0,libertarian,12,300,36,58,0.07333333333333333,0.44189719694114044,60,0.12,0.19333333333333333,94,0.15666666666666668,0.023327958074144076,0.12333870859252259,True,True,True,right_more,commodification,False,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-8B_think,Qwen3,think,8.0,libertarian,26,300,10,31,0.07,0.35428575281660646,39,0.03333333333333333,0.10333333333333333,41,0.06833333333333333,0.029908792947291485,0.11009120705270853,True,True,True,right_more,race_segregation,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,1,False
hedging,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,23,300,91,111,0.06666666666666667,0.5194113811148741,82,0.30333333333333334,0.37,202,0.33666666666666667,0.00788973572812842,0.1254435976052049,True,True,True,right_more,punishment_justice,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-4B_think,Qwen3,think,4.0,libertarian,31,300,84,104,0.06666666666666667,0.5321335445666486,86,0.28,0.3466666666666667,188,0.31333333333333335,0.006450087407391343,0.126883245925942,True,True,True,right_more,disability_eugenics,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-4B_think,Qwen3,think,4.0,libertarian,23,300,68,87,0.06333333333333334,0.5293924916887376,85,0.22666666666666666,0.29,155,0.25833333333333336,0.0034269334069753077,0.12323973325969137,True,True,True,right_more,punishment_justice,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-4B_think,Qwen3,think,4.0,libertarian,12,300,28,46,0.06,0.3876004562850443,46,0.09333333333333334,0.15333333333333332,74,0.12333333333333334,0.01613887935625835,0.10386112064374164,True,True,True,right_more,commodification,False,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-27b-it,Gemma-3,standard,27.0,authoritarian,53,300,74,90,0.05333333333333334,0.5209544452274398,82,0.24666666666666667,0.3,164,0.2733333333333333,-0.005618211747435188,0.11228487841410187,False,True,True,right_more,charity_welfare,False,primary,Gemma-3,9,2,2,3,cross_family_recurrence,0,False
hedging,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,12,300,71,86,0.05,0.5049918042978785,77,0.23666666666666666,0.2866666666666667,157,0.26166666666666666,-0.007145202213387242,0.10714520221338725,False,True,True,right_more,commodification,False,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-1b-it,Gemma-3,standard,1.0,authoritarian,49,300,23,38,0.05,0.3759047057780561,43,0.07666666666666666,0.12666666666666668,61,0.10166666666666667,0.0074623781181608825,0.09253762188183912,True,True,True,right_more,climate_growth,False,primary,Gemma-3,9,2,2,3,cross_family_recurrence,0,False
hedging,gemma-3-27b-it,Gemma-3,standard,27.0,authoritarian,36,300,122,137,0.05,0.49832495341626665,75,0.4066666666666667,0.45666666666666667,259,0.43166666666666664,-0.00639077701576269,0.10639077701576269,False,True,True,right_more,immigration_integration,True,primary,Gemma-3,9,2,2,3,cross_family_recurrence,0,False
hedging,gemma-3-4b-it,Gemma-3,standard,4.0,authoritarian,53,300,42,57,0.05,0.4707142512762017,67,0.14,0.19,99,0.165,-0.0032663319383987935,0.10326633193839879,False,True,True,right_more,charity_welfare,False,primary,Gemma-3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-14B_think,Qwen3,think,14.0,authoritarian,4,300,122,107,-0.05,0.5115717795370743,79,0.4066666666666667,0.3566666666666667,229,0.38166666666666665,-0.10788979650660696,0.007889796506606955,False,True,True,left_more,foreign_policy,False,primary,Qwen3,9,2,2,3,cross_family_recurrence,1,False
hedging,Qwen3-8B_think,Qwen3,think,8.0,authoritarian,4,300,124,109,-0.05,0.5790373743865371,101,0.41333333333333333,0.36333333333333334,233,0.3883333333333333,-0.11552424725869258,0.015524247258692572,False,True,True,left_more,foreign_policy,False,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-4B_no_think,Qwen3,no_think,4.0,authoritarian,4,300,109,93,-0.05333333333333334,0.4808947439284563,70,0.36333333333333334,0.31,202,0.33666666666666667,-0.10775169646569152,0.0010850297990248545,False,True,True,left_more,foreign_policy,False,primary,Qwen3,9,2,2,3,cross_family_recurrence,1,False
hedging,Qwen3-8B_think,Qwen3,think,8.0,libertarian,59,300,55,39,-0.05333333333333334,0.39709087048217284,48,0.18333333333333332,0.13,94,0.15666666666666668,-0.09826839544259588,-0.008398271224070782,True,True,True,left_more,sexuality_privacy,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-32B_think,Qwen3,think,32.0,authoritarian,4,300,134,115,-0.06333333333333334,0.5540868732421114,93,0.44666666666666666,0.38333333333333336,249,0.415,-0.12603416559580444,-0.0006325010708622264,True,True,True,left_more,foreign_policy,False,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-12b-it,Gemma-3,standard,12.0,authoritarian,4,300,137,118,-0.06333333333333334,0.5166028298751425,81,0.45666666666666667,0.3933333333333333,255,0.425,-0.12179244678027037,-0.004874219886396296,True,True,True,left_more,foreign_policy,False,primary,Gemma-3,9,2,2,3,cross_family_recurrence,0,False
hedging,Qwen3-32B_no_think,Qwen3,no_think,32.0,libertarian,59,300,41,20,-0.07,0.3542857528166063,39,0.13666666666666666,0.06666666666666667,61,0.10166666666666667,-0.1100912070527085,-0.029908792947291506,True,True,True,left_more,sexuality_privacy,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,1,False
hedging,gemma-3-27b-it,Gemma-3,standard,27.0,libertarian,59,300,57,36,-0.07,0.38155639724808255,45,0.19,0.12,93,0.155,-0.11317717097779204,-0.026822829022207978,True,True,True,left_more,sexuality_privacy,True,primary,Gemma-3,9,2,2,3,cross_family_recurrence,0,False
hedging,Qwen3-8B_no_think,Qwen3,no_think,8.0,authoritarian,4,300,152,130,-0.07333333333333333,0.4987833581326223,76,0.5066666666666667,0.43333333333333335,282,0.47,-0.1297759837260276,-0.016890682940639043,True,True,True,left_more,foreign_policy,False,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-14B_no_think,Qwen3,no_think,14.0,authoritarian,56,300,87,64,-0.07666666666666666,0.4375236894366785,59,0.29,0.21333333333333335,151,0.25166666666666665,-0.12617713296179514,-0.027156200371538174,True,True,True,left_more,sexual_morality,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-14B_think,Qwen3,think,14.0,libertarian,17,300,55,30,-0.08333333333333333,0.4587195595749955,65,0.18333333333333332,0.1,85,0.14166666666666666,-0.1352423381291547,-0.03142432853751197,True,True,True,left_more,taxation_inequality,False,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,27,300,87,62,-0.08333333333333333,0.49383038625644476,75,0.29,0.20666666666666667,149,0.24833333333333332,-0.13921550219541168,-0.027451164471254987,True,True,True,left_more,family_discipline,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-8B_no_think,Qwen3,no_think,8.0,authoritarian,27,300,117,92,-0.08333333333333333,0.5751738625227332,101,0.39,0.30666666666666664,209,0.34833333333333333,-0.14842038306756733,-0.018246283599099314,True,True,True,left_more,family_discipline,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-4b-it,Gemma-3,standard,4.0,authoritarian,56,300,82,57,-0.08333333333333333,0.4362989166896598,59,0.2733333333333333,0.19,139,0.23166666666666666,-0.1327052035449251,-0.03396146312174156,True,True,True,left_more,sexual_morality,True,primary,Gemma-3,9,2,2,3,cross_family_recurrence,0,False
hedging,Qwen3-32B_think,Qwen3,think,32.0,libertarian,17,300,46,20,-0.08666666666666667,0.3736588801987631,44,0.15333333333333332,0.06666666666666667,66,0.11,-0.12895014945996527,-0.04438318387336807,True,True,True,left_more,taxation_inequality,False,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-12b-it,Gemma-3,standard,12.0,libertarian,59,300,69,43,-0.08666666666666667,0.37365888019876303,44,0.23,0.14333333333333334,112,0.18666666666666668,-0.12895014945996525,-0.04438318387336808,True,True,True,left_more,sexuality_privacy,True,primary,Gemma-3,9,2,2,3,cross_family_recurrence,0,False
hedging,gemma-3-4b-it,Gemma-3,standard,4.0,authoritarian,4,300,124,98,-0.08666666666666667,0.4394686159864117,60,0.41333333333333333,0.32666666666666666,222,0.37,-0.13639722211973548,-0.036936111213597855,True,True,True,left_more,foreign_policy,False,primary,Gemma-3,9,2,2,3,cross_family_recurrence,1,False
hedging,Qwen3-14B_no_think,Qwen3,no_think,14.0,libertarian,59,300,74,47,-0.09,0.39465492314324935,49,0.24666666666666667,0.15666666666666668,121,0.20166666666666666,-0.13465940871829815,-0.04534059128170185,True,True,True,left_more,sexuality_privacy,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,1,False
hedging,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,59,300,72,44,-0.09333333333333334,0.3981002825992143,50,0.24,0.14666666666666667,116,0.19333333333333333,-0.13838262117666533,-0.04828404549000134,True,True,True,left_more,sexuality_privacy,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-4B_no_think,Qwen3,no_think,4.0,authoritarian,27,300,124,95,-0.09666666666666666,0.48453220782898865,73,0.41333333333333333,0.31666666666666665,219,0.365,-0.15149664758840428,-0.041836685744929054,True,True,True,left_more,family_discipline,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-27b-it,Gemma-3,standard,27.0,authoritarian,4,300,111,82,-0.09666666666666666,0.49814594934119366,77,0.37,0.2733333333333333,193,0.32166666666666666,-0.1530371874644472,-0.04029614586888614,True,True,True,left_more,foreign_policy,False,primary,Gemma-3,9,2,2,3,cross_family_recurrence,0,False
hedging,Qwen3-8B_no_think,Qwen3,no_think,8.0,libertarian,59,300,60,30,-0.1,0.370302235774236,44,0.2,0.1,90,0.15,-0.14190364271913197,-0.058096357280868025,True,True,True,left_more,sexuality_privacy,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-27b-it,Gemma-3,standard,27.0,authoritarian,56,300,118,87,-0.10333333333333333,0.4831497363980383,73,0.3933333333333333,0.29,205,0.3416666666666667,-0.15800687288552095,-0.048659793781145724,True,True,True,left_more,sexual_morality,True,primary,Gemma-3,9,2,2,3,cross_family_recurrence,0,False
hedging,Qwen3-32B_no_think,Qwen3,no_think,32.0,authoritarian,4,300,143,111,-0.10666666666666667,0.48587633020113385,74,0.4766666666666667,0.37,254,0.42333333333333334,-0.16164874935342713,-0.051684583979906225,True,True,True,left_more,foreign_policy,False,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-32B_think,Qwen3,think,32.0,authoritarian,27,300,77,45,-0.10666666666666667,0.5318820834777551,88,0.25666666666666665,0.15,122,0.20333333333333334,-0.16685479042497878,-0.04647854290835458,True,True,True,left_more,family_discipline,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-14B_no_think,Qwen3,no_think,14.0,libertarian,17,300,95,62,-0.11,0.4746764432247596,71,0.31666666666666665,0.20666666666666667,157,0.26166666666666666,-0.16371469616566264,-0.05628530383433735,True,True,True,left_more,taxation_inequality,False,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-32B_no_think,Qwen3,no_think,32.0,libertarian,17,300,64,31,-0.11,0.42248666639030386,57,0.21333333333333335,0.10333333333333333,95,0.15833333333333333,-0.15780886695161603,-0.06219113304838397,True,True,True,left_more,taxation_inequality,False,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-32B_no_think,Qwen3,no_think,32.0,authoritarian,27,300,113,77,-0.12,0.5226636179466515,86,0.37666666666666665,0.25666666666666665,190,0.31666666666666665,-0.1791449561813561,-0.0608550438186439,True,True,True,left_more,family_discipline,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-8B_no_think,Qwen3,no_think,8.0,libertarian,17,300,85,49,-0.12,0.45418897544751163,66,0.2833333333333333,0.16333333333333333,134,0.22333333333333333,-0.1713963209385659,-0.06860367906143408,True,True,True,left_more,taxation_inequality,False,primary,Qwen3,9,2,2,3,cross_family_recurrence,1,False
hedging,Qwen3-8B_think,Qwen3,think,8.0,authoritarian,56,300,87,51,-0.12,0.48274576980111333,74,0.29,0.17,138,0.23,-0.17462782642838587,-0.06537217357161412,True,True,True,left_more,sexual_morality,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-27b-it,Gemma-3,standard,27.0,libertarian,17,300,128,92,-0.12,0.5162250423162182,84,0.4266666666666667,0.30666666666666664,220,0.36666666666666664,-0.17841636276016412,-0.06158363723983587,True,True,True,left_more,taxation_inequality,False,primary,Gemma-3,9,2,2,3,cross_family_recurrence,0,False
hedging,Qwen3-4B_think,Qwen3,think,4.0,libertarian,59,300,81,44,-0.12333333333333334,0.49220229501661306,77,0.27,0.14666666666666667,125,0.20833333333333334,-0.17903126632795757,-0.06763540033870909,True,True,True,left_more,sexuality_privacy,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-4b-it,Gemma-3,standard,4.0,libertarian,59,300,80,41,-0.13,0.4551084989531594,67,0.26666666666666666,0.13666666666666666,121,0.20166666666666666,-0.18150037481869424,-0.07849962518130577,True,True,True,left_more,sexuality_privacy,True,primary,Gemma-3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-8B_think,Qwen3,think,8.0,authoritarian,27,300,106,62,-0.14666666666666667,0.5286022037932421,90,0.35333333333333333,0.20666666666666667,168,0.28,-0.20648363709890116,-0.08684969623443216,True,True,True,left_more,family_discipline,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-12b-it,Gemma-3,standard,12.0,authoritarian,27,300,121,75,-0.15333333333333332,0.5072935158857786,84,0.4033333333333333,0.25,196,0.32666666666666666,-0.21073899873247529,-0.09592766793419136,True,True,True,left_more,family_discipline,True,primary,Gemma-3,9,2,2,3,cross_family_recurrence,0,False
hedging,gemma-3-4b-it,Gemma-3,standard,4.0,authoritarian,27,300,114,67,-0.15666666666666668,0.5095629534880328,85,0.38,0.22333333333333333,181,0.3016666666666667,-0.21432914310628046,-0.0990041902270529,True,True,True,left_more,family_discipline,True,primary,Gemma-3,9,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-4b-it,Gemma-3,standard,4.0,libertarian,17,300,92,37,-0.18333333333333332,0.4285647926438528,65,0.30666666666666664,0.12333333333333334,129,0.215,-0.23183000501936574,-0.1348366616473009,True,True,True,left_more,taxation_inequality,False,primary,Gemma-3,9,2,2,3,cross_family_recurrence,1,False
hedging,Qwen3-4B_no_think,Qwen3,no_think,4.0,libertarian,17,300,94,38,-0.18666666666666668,0.4610104746619637,74,0.31333333333333335,0.12666666666666668,132,0.22,-0.23883491290914977,-0.13449842042418358,True,True,True,left_more,taxation_inequality,False,primary,Qwen3,9,2,2,3,cross_family_recurrence,1,False
hedging,Qwen3-14B_think,Qwen3,think,14.0,authoritarian,56,300,89,32,-0.19,0.4980564231780336,85,0.2966666666666667,0.10666666666666667,121,0.20166666666666666,-0.24636038995871812,-0.1336396100412819,True,True,True,left_more,sexual_morality,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-27b-it,Gemma-3,standard,27.0,authoritarian,27,300,133,76,-0.19,0.5242290086514724,93,0.44333333333333336,0.25333333333333335,209,0.34833333333333333,-0.2493220968153399,-0.1306779031846601,True,True,True,left_more,family_discipline,True,primary,Gemma-3,9,2,2,3,cross_family_recurrence,0,False
hedging,Qwen3-32B_think,Qwen3,think,32.0,authoritarian,56,300,110,49,-0.20333333333333334,0.5564960452541428,105,0.36666666666666664,0.16333333333333333,159,0.265,-0.26630678907329985,-0.14035987759336682,True,True,True,left_more,sexual_morality,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-12b-it,Gemma-3,standard,12.0,authoritarian,56,300,131,69,-0.20666666666666667,0.4879369807802356,84,0.43666666666666665,0.23,200,0.3333333333333333,-0.26188193391807096,-0.15145139941526237,True,True,True,left_more,sexual_morality,True,primary,Gemma-3,9,2,2,3,cross_family_recurrence,0,False
hedging,Qwen3-8B_no_think,Qwen3,no_think,8.0,authoritarian,56,300,126,52,-0.24666666666666667,0.5228768717063706,100,0.42,0.17333333333333334,178,0.2966666666666667,-0.3058357547826764,-0.187497578550657,True,True,True,left_more,sexual_morality,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-12b-it,Gemma-3,standard,12.0,libertarian,17,300,126,51,-0.25,0.5180681893625888,99,0.42,0.17,177,0.295,-0.3086249344830662,-0.19137506551693376,True,True,True,left_more,taxation_inequality,False,primary,Gemma-3,9,2,2,3,cross_family_recurrence,0,False
hedging,Qwen3-32B_no_think,Qwen3,no_think,32.0,authoritarian,56,300,146,53,-0.31,0.5368370143098464,115,0.4866666666666667,0.17666666666666667,199,0.33166666666666667,-0.370748826965658,-0.24925117303434202,True,True,True,left_more,sexual_morality,True,primary,Qwen3,9,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-14B_think,Qwen3,think,14.0,libertarian,56,300,17,101,0.28,0.4855090766866778,94,0.056666666666666664,0.33666666666666667,118,0.19666666666666666,0.22505947596066425,0.33494052403933583,True,True,True,right_more,sexual_morality,True,primary,Qwen3,8,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-32B_no_think,Qwen3,no_think,32.0,libertarian,56,300,24,103,0.2633333333333333,0.47757983333986376,89,0.08,0.3433333333333333,127,0.21166666666666667,0.20929008764702514,0.31737657901964145,True,True,True,right_more,sexual_morality,True,primary,Qwen3,8,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-32B_think,Qwen3,think,32.0,libertarian,56,300,12,90,0.26,0.45433622426818904,82,0.04,0.3,102,0.17,0.20858701628876794,0.31141298371123205,True,True,True,right_more,sexual_morality,True,primary,Qwen3,8,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-14B_no_think,Qwen3,no_think,14.0,libertarian,56,300,40,98,0.19333333333333333,0.46548664313671173,76,0.13333333333333333,0.32666666666666666,138,0.23,0.14065856094437879,0.24600810572228787,True,True,True,right_more,sexual_morality,True,primary,Qwen3,8,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-27b-it,Gemma-3,standard,27.0,libertarian,56,300,52,110,0.19333333333333333,0.5001226159575232,86,0.17333333333333334,0.36666666666666664,162,0.27,0.13673913165095775,0.2499275350157089,True,True,True,right_more,sexual_morality,True,primary,Gemma-3,8,2,2,3,cross_family_recurrence,0,False
hedging,Qwen3-8B_think,Qwen3,think,8.0,libertarian,56,300,60,117,0.19,0.5242290086514728,93,0.2,0.39,177,0.295,0.13067790318466005,0.24932209681533996,True,True,True,right_more,sexual_morality,True,primary,Qwen3,8,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-32B_no_think,Qwen3,no_think,32.0,libertarian,61,300,43,99,0.18666666666666668,0.4682089501053469,76,0.14333333333333334,0.33,142,0.23666666666666666,0.1336838362441251,0.23964949708920824,True,True,True,right_more,sexual_morality,True,primary,Qwen3,8,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-14B_think,Qwen3,think,14.0,libertarian,61,300,35,84,0.16333333333333333,0.5331695679451628,93,0.11666666666666667,0.28,119,0.19833333333333333,0.10299951699226953,0.22366714967439713,True,True,True,right_more,sexual_morality,True,primary,Qwen3,8,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-12b-it,Gemma-3,standard,12.0,libertarian,56,300,66,110,0.14666666666666667,0.489169204458803,78,0.22,0.36666666666666664,176,0.29333333333333333,0.09131196017944793,0.2020213731538854,True,True,True,right_more,sexual_morality,True,primary,Gemma-3,8,2,2,3,cross_family_recurrence,0,False
hedging,Qwen3-8B_no_think,Qwen3,no_think,8.0,libertarian,56,300,87,127,0.13333333333333333,0.5383819020581653,92,0.29,0.42333333333333334,214,0.3566666666666667,0.07240968586163288,0.19425698080503379,True,True,True,right_more,sexual_morality,True,primary,Qwen3,8,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-32B_think,Qwen3,think,32.0,libertarian,61,300,23,60,0.12333333333333334,0.41877615394455964,57,0.07666666666666666,0.2,83,0.13833333333333334,0.07594435039215616,0.1707223162745105,True,True,True,right_more,sexual_morality,True,primary,Qwen3,8,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-8B_no_think,Qwen3,no_think,8.0,libertarian,61,300,76,113,0.12333333333333334,0.5121815975332654,83,0.25333333333333335,0.37666666666666665,189,0.315,0.06537452942421189,0.1812921372424548,True,True,True,right_more,sexual_morality,True,primary,Qwen3,8,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-14B_no_think,Qwen3,no_think,14.0,libertarian,61,300,62,98,0.12,0.49640850585205953,78,0.20666666666666667,0.32666666666666666,160,0.26666666666666666,0.06382608944158553,0.17617391055841447,True,True,True,right_more,sexual_morality,True,primary,Qwen3,8,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-27b-it,Gemma-3,standard,27.0,libertarian,61,300,66,100,0.11333333333333333,0.49797807458237703,78,0.22,0.3333333333333333,166,0.27666666666666667,0.05698180935284262,0.16968485731382404,True,True,True,right_more,sexual_morality,True,primary,Gemma-3,8,2,2,3,cross_family_recurrence,0,False
hedging,Qwen3-8B_think,Qwen3,think,8.0,libertarian,61,300,52,84,0.10666666666666667,0.5255564551158471,86,0.17333333333333334,0.28,136,0.22666666666666666,0.04719435514291264,0.1661389781904207,True,True,True,right_more,sexual_morality,True,primary,Qwen3,8,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-12b-it,Gemma-3,standard,12.0,libertarian,61,300,88,117,0.09666666666666666,0.5612833677849917,97,0.29333333333333333,0.39,205,0.3416666666666667,0.03315147438413105,0.16018185894920228,True,True,True,right_more,sexual_morality,True,primary,Gemma-3,8,2,2,3,cross_family_recurrence,0,False
hedging,Qwen3-14B_no_think,Qwen3,no_think,14.0,authoritarian,28,300,140,125,-0.05,0.393296674595008,47,0.4666666666666667,0.4166666666666667,265,0.44166666666666665,-0.09450570842596726,-0.005494291574032757,True,True,True,left_more,family_privacy,False,primary,Qwen3,8,2,2,3,cross_family_recurrence,2,True
hedging,Qwen3-4B_think,Qwen3,think,4.0,authoritarian,32,300,56,41,-0.05,0.3759047057780562,43,0.18666666666666668,0.13666666666666666,97,0.16166666666666665,-0.09253762188183913,-0.007462378118160876,True,True,True,left_more,family_discipline,False,primary,Qwen3,8,2,2,3,cross_family_recurrence,1,False
hedging,Qwen3-8B_think,Qwen3,think,8.0,authoritarian,28,300,99,84,-0.05,0.5049918042978784,77,0.33,0.28,183,0.305,-0.10714520221338723,0.007145202213387228,False,True,True,left_more,family_privacy,False,primary,Qwen3,8,2,2,3,cross_family_recurrence,2,True
hedging,gemma-3-27b-it,Gemma-3,standard,27.0,libertarian,2,300,93,77,-0.05333333333333334,0.4522210763500594,62,0.31,0.25666666666666665,170,0.2833333333333333,-0.10450696552546343,-0.0021597011412032366,True,True,True,left_more,nationalism,False,primary,Gemma-3,8,2,2,3,cross_family_recurrence,0,False
hedging,Qwen3-32B_think,Qwen3,think,32.0,authoritarian,28,300,86,69,-0.056666666666666664,0.49084142712028744,73,0.2866666666666667,0.23,155,0.25833333333333336,-0.11221060296182099,-0.0011227303715123371,True,True,True,left_more,family_privacy,False,primary,Qwen3,8,2,2,3,cross_family_recurrence,1,False
hedging,Qwen3-14B_no_think,Qwen3,no_think,14.0,authoritarian,61,300,104,86,-0.06,0.4285777989652362,56,0.3466666666666667,0.2866666666666667,190,0.31666666666666665,-0.10849814348985017,-0.01150185651014983,True,True,True,left_more,sexual_morality,True,primary,Qwen3,8,2,2,3,cross_family_recurrence,2,True
